Marca temporal;Dirección de correo electrónico;distrito_1;distrito_2;farmacias;hospitales;escuelas;supermercados;gimnasio;cinema;centros_comerciales;restaurantes;parques;tipo_vivienda;budget;tamaño;rooms;bathrooms;caracteristicas;edad;estudios;ingresos;air_conditioning;terrace;garden;parking;swimming_pool;booxroom
6/01/2025 20:51:42;gAAAAABntitLiJtC553-96O628h2utix2KKMOER4pC5rhXTLS2zZkLnGlEM4iRk6OWoeNNUnqoOJACJoHrhc_vM63-TG6swHTQEAkUHLLJPbVEHBpYycdRQqQd44NbAom8xkPG0f5Frd;Sants;Sants - Badal;4.0;4.0;3.0;5.0;5.0;4.0;3.0;4.0;1.0;flat;250000;60.0;3.0;2;air_conditioning, terrace, parking, swimming_pool, booxroom;35-40;Doctorado / Doctorate;30000 - 40000;True;True;False;True;True;True
6/01/2025 21:29:24;gAAAAABntitLR7yGJ1aXIdKVvHWech_d-oEIJJgsWPWv1lo53ugJtABYfVkCyBWacbuwOeI3z42GXN_4Fga7FfpkGAAsVQ8XcV66nIJQmZC0RLQGT_WGug8=;Les Roquetes;La Dreta de l'Eixample;3.0;3.0;3.0;5.0;3.0;4.0;3.0;3.0;2.0;flat;225000;100.0;3.0;2;air_conditioning, parking;35-40;Doctorado / Doctorate;10000 - 20000;True;False;False;True;False;False
8/01/2025 12:51:15;gAAAAABntitL_nWybmXacq0scbtpkTUskXVjkhLlMBePvLJPM-1JhiMH8hViJMr7wvPSvNXT8e01nzt2p9CFMR6RFLb9qtiO9c1K7x-98B5CxeeB6GUT7Aw=;El Gòtic;Horta;3.0;3.0;5.0;5.0;0.0;3.0;2.0;2.0;5.0;chalet;500000;120.0;5.0;2;air_conditioning, terrace, garden, parking;35-40;Doctorado / Doctorate;70000 - 80000;True;True;True;True;False;False
8/01/2025 13:42:04;gAAAAABntitLNCqrNOO9cj7CF7eiUgtpNw5f_TkvUVdEG-k-QS1KZGlEAZ4OlbzbYWqOAsTPyZk4NvlsmqsiET1hBabtOXTGXl1wEawNw3mHWuZEtZBE1eQ=;Pedralbes;La Sagrada Família;4.0;5.0;5.0;5.0;5.0;4.0;5.0;5.0;4.0;chalet;225000;100.0;4.0;2;parking, swimming_pool;40-45;Doctorado / Doctorate;30000 - 40000;False;False;False;True;True;False
8/01/2025 13:45:28;gAAAAABntitL8vxv8XZKdau6IG3QOn6hbFCL0cKaCCJrucdd2UMcaRE2xwTxDm4s6TltZQad8thgnkWNnC4DBiuSWv-9g7DIRiv_y416uRgiWfbVHTddY6o=;Sants;Sants - Badal;3.0;3.0;3.0;5.0;4.0;2.0;3.0;4.0;2.0;flat;250000;60.0;3.0;2;air_conditioning, terrace, garden, parking, swimming_pool;35-40;Doctorado / Doctorate;30000 - 40000;True;True;True;True;True;False
10/01/2025 1:09:30;gAAAAABntitLD_nl_axznXcG7JxUDUF6mKlugr6pAY0xR9CeVaxXaUHZ6nZKtyRwPZNCF6lQzgB6v-6CH6CTkKh8WA576aGB3-O1RuipMWcTwY_TKjFcVhg=;El Gòtic;La Pau;2.0;2.0;0.0;2.0;1.0;1.0;2.0;0.0;0.0;flat;50000;80.0;2.0;2;air_conditioning, terrace, garden, booxroom;40-45;Sin estudios superiores / Undergraduate;< 10000;True;True;True;False;False;True
13/01/2025 19:56:15;gAAAAABntitLy1fPFg56WCfYWSfdxDNR4fD4eCvEFF9gseXnquLSefLoPEpybUGSK8_72HLr-f5Z3UmLaw-i3cFd6uXolnXVEvn1iP598UeTAVgBI5DN6EI=;La Sagrada Família;El Clot;2.0;4.0;5.0;5.0;2.0;3.0;1.0;3.0;4.0;flat;225000;60.0;2.0;2;air_conditioning, terrace, booxroom;35-40;Estudios universitarios / Graduate degree;20000 - 30000;True;True;False;False;False;True
13/01/2025 21:42:51;gAAAAABntitL5ICWfKzfw4IpxMsy0AKZjuQgtUbhCEahkoPAAtnGBaFZDm9-f5CZn_fupnMN_If0rnleHXf_R5ARGmgBmGK5ygA_Mf4h7DZ_0_MICjb89a8=;La Salut Gràcia;El Bon Pastor;5.0;3.0;3.0;5.0;5.0;5.0;3.0;3.0;3.0;flat;350000;80.0;2.0;2;air_conditioning, terrace, parking, booxroom;40-45;Doctorado / Doctorate;30000 - 40000;True;True;False;True;False;True
19/01/2025 12:21:16;gAAAAABntitLf5QdGf6LXBIYBzzFlyKppDNVuQTkgbvtefN9Vx_egYtW8wshRG9qaBGoz-GrGikF4TsS1ueCS6HLDt7IaAhKgD4Aphtp3N2s7mhjMti-Hnk=;El Camp d'En Grassot i Gràcia Nova;La Nova Esquerra de l'Eixample;5.0;5.0;4.0;5.0;5.0;5.0;2.0;3.0;4.0;penthouse;50000;80.0;2.0;2;air_conditioning, terrace, terrace, garden, parking, swimming_pool, booxroom;35-40;Master;30000 - 40000;True;True;True;True;True;True
19/01/2025 12:41:36;gAAAAABntitLci4LUBZzQSehPMP37HCaeT-_WukGPBCS0pPqhYlnN47EpyRZFdrWOhAcxRqc5XwuEY1Vuwj6FvL0LPlRQXAJYZQYeo8rJ1PD72uqUFd6-x4=;Les Corts;Sarrià;3.0;2.0;3.0;3.0;1.0;2.0;1.0;3.0;3.0;penthouse;350000;100.0;3.0;2;air_conditioning, terrace, terrace, garden, parking, swimming_pool, booxroom;35-40;Master;60000 - 70000;True;True;True;True;True;True
19/01/2025 12:45:17;gAAAAABntitLIGJa5-86jmJhsei5T737QMxQRkPXX3w0R-L5H88jw0K_l6g6_Biwd2KLA2qvGCWVqRlvGpD0IXxRylvVShOj67oOf3loEkKexWfgCV6tulo=;El Guinardó;La Salut Gràcia;4.0;3.0;5.0;5.0;4.0;1.0;3.0;3.0;2.0;penthouse;175000;90.0;2.0;2;air_conditioning, terrace, terrace, swimming_pool;35-40;Sin estudios superiores / Undergraduate;30000 - 40000;True;True;False;False;True;False
19/01/2025 13:40:18;gAAAAABntitLcNiFzXvqX26hJo30QH0MGPcELabh1kI0HZHFjAFl7nVXQAp23QnRZ046bGxF94OWPKH2W7Z3li18hvoDfRZpOMvrrmzwPze2vHytsnyWkjM=;El Carmel;La Sagrada Família;3.0;5.0;5.0;5.0;4.0;3.0;3.0;3.0;4.0;flat;250000;80.0;3.0;2;air_conditioning, terrace, parking;30-35;Estudios universitarios / Graduate degree;20000 - 30000;True;True;False;True;False;False
19/01/2025 13:55:00;gAAAAABntitL2jA5JLUumHfzOUWQk5ZAPN_yNaOYldMe_xCuFItcE784Q_dn8KCUM775z8lcr6Kx5Htc7JAnfJdZjcu1SXnKdi4VAx2dB8xJjsIxYA3hefI=;El Clot;Horta;5.0;5.0;0.0;5.0;1.0;1.0;5.0;3.0;0.0;penthouse;50000;60.0;2.0;1;air_conditioning, terrace, terrace, parking, booxroom;25-30;Estudios universitarios / Graduate degree;10000 - 20000;True;True;False;True;False;True
19/01/2025 13:57:33;gAAAAABntitL7vh9o0G_m0GoX8Eq-WgbmTp4WSnBstl97Eqj_tWswbQPoPYDdln4bvnW4Mtn-VZ_1ZUNT-eXSofWbHRkRcIpiUQCYKj55Jg7EH7kQCc2LHs=;El Clot;El Camp de l'Arpa del Clot;5.0;5.0;5.0;5.0;3.0;3.0;3.0;3.0;2.0;flat;75000;80.0;2.0;2;terrace, parking, booxroom;35-40;Estudios universitarios / Graduate degree;10000 - 20000;False;True;False;True;False;True
19/01/2025 13:57:37;gAAAAABntitL6HnIwEcokoWdkuN3zEpvOHwZrbBz4VtTUOdaqzHFb-LXgv6uONdo5T6wjNd8o0rGTtSv4D_vyTSWG0MmBvr62dWu-B53AjVLjf0ZA_MOD-c=;El Clot;Horta;5.0;5.0;0.0;5.0;4.0;0.0;5.0;3.0;0.0;penthouse;50000;60.0;2.0;1;air_conditioning, terrace, terrace, parking, booxroom;40-45;Estudios universitarios / Graduate degree;10000 - 20000;True;True;False;True;False;True
19/01/2025 14:29:32;gAAAAABntitLhFWFNbDJnznwKc2Fh9lMc57ATYwHUQdvTGv25uguBVeOqaOi2mYQhsxBabyHvbHgpxcJu4XNzlwip_ZsE5n7UlG7pYe8Uthv8_k2darhB8U=;Sant Gervasi - Galvany;La Nova Esquerra de l'Eixample;3.0;5.0;3.0;5.0;5.0;4.0;4.0;3.0;3.0;penthouse;250000;70.0;2.0;1;air_conditioning, terrace, parking;30-35;Estudios universitarios / Graduate degree;20000 - 30000;True;True;False;True;False;False
19/01/2025 16:17:12;gAAAAABntitLxiwMrsvzfweX4mFr90cx9hkCqUhlJPStjSLMLlqRSmvxTBgfnGTGh5fW9T-4muFxPOYKPjkQIIwhKcIPuSPBd2n58ZnxSk85yDglBbH22EI=;Manresa Badalona;La Salut Badalona;2.0;4.0;2.0;1.0;0.0;0.0;1.0;3.0;0.0;chalet;200000;60.0;2.0;2;air_conditioning, terrace, parking, booxroom;> 60;Estudios universitarios / Graduate degree;40000 - 50000;True;True;False;True;False;True
19/01/2025 16:59:53;gAAAAABntitL3LgUY6UokOQcjLGYkLiPnL69SkF6NPbcNlC_AntQpS-nM1IxxToc4QgvLLse_jgX3ayTK05xfCvzwEFRGEoxlAglNvlhDFG7E9rZbpYeTS8=;El Bon Pastor;La Trinitat Nova;2.0;3.0;3.0;5.0;4.0;3.0;3.0;3.0;2.0;chalet;125000;120.0;3.0;2;garden;25-30;Doctorado / Doctorate;20000 - 30000;False;False;True;False;False;False
19/01/2025 17:10:35;gAAAAABntitLIEID1t-Emfyn_6_uUMNwLLY1-Xh8XVZgXugibDhVfhq7bDAs4Lg3BMZCPPUzdJr48y9GzcbwFeCggmJTXxf0UqnGvCpFxKuCGNQX5_zEDCQ=;Les Corts;Congrés;5.0;5.0;4.0;5.0;4.0;4.0;4.0;3.0;5.0;chalet;325000;100.0;3.0;2;terrace, garden;45-50;Estudios universitarios / Graduate degree;40000 - 50000;False;True;True;False;False;False
19/01/2025 17:22:00;gAAAAABntitLMaLw2E9wjB2YfZ7Pof_RybUeqowANyzG2S6BesEWoknFOlZgYpXYvfDKmCV8Xy7vAorYjnxsM12Wu7uS96UynAyFXI2H_y-s5rO2G0hk-ko=;Lloreda;La Pau;5.0;5.0;5.0;5.0;4.0;4.0;4.0;3.0;5.0;flat;250000;60.0;2.0;1;air_conditioning, terrace, parking, booxroom;> 60;Sin estudios superiores / Undergraduate;20000 - 30000;True;True;False;True;False;True
19/01/2025 17:22:15;gAAAAABntitL7VYRRZA08zdi_gNKzZDV7YeJXN5BlqZgzHmEP0umgfXFhNzCla5yfhzboe5v21pH3dZEunCThbWQeLVbHrL8wk68AFHs668aSTQuZFAw2eU=;El Raval;Sant Pere - Santa Caterina i la Ribera;2.0;2.0;2.0;2.0;0.0;1.0;1.0;3.0;2.0;flat;150000;90.0;3.0;2;air_conditioning, terrace, parking, booxroom;35-40;Sin estudios superiores / Undergraduate;10000 - 20000;True;True;False;True;False;True
19/01/2025 17:24:12;gAAAAABntitLM6zGvzIosgtx_GcGl5Tt08d63Bsimx47c8QmWONfm5Dub-TmC5W0c1QtfIjL8TYyT13YGIGCobahke35Yx2FPmGU2vlNrBuTiYJiVMYY-tE=;Bellvitge;Sant Antoni;4.0;5.0;4.0;4.0;4.0;3.0;3.0;3.0;4.0;flat;250000;80.0;3.0;2;terrace;45-50;Estudios universitarios / Graduate degree;30000 - 40000;False;True;False;False;False;False
19/01/2025 17:29:32;gAAAAABntitLiXNJbxLfRLB-4ixOUO20LYIGfn2mY-Y4GXCSDUHMW93ZwWtf2iadiQCyyJAqYRORfF-M8-LvTAQHaVqAwNRgPr_F4UEmhBXRBysupSAO38M=;Manresa Badalona;La Salut Badalona;5.0;2.0;1.0;1.0;2.0;1.0;0.0;3.0;1.0;flat;250000;80.0;2.0;2;air_conditioning, parking, booxroom;55-60;Sin estudios superiores / Undergraduate;40000 - 50000;True;False;False;True;False;True
19/01/2025 17:31:03;gAAAAABntitLpYAR0cqjZ1yrfta46btfmsCa1vejoPs7tFwa-H9a1cEOIMeup4ZQ-CmP02g6KUm-a1xDh2h7-gDdUXicDjtHmhakdoP5pFf2GqC6NUvJCFM=;Sant Gervasi - La Bonanova;La Barceloneta;2.0;5.0;2.0;2.0;1.0;1.0;1.0;3.0;1.0;penthouse;300000;90.0;2.0;2;terrace, parking, booxroom;45-50;Estudios universitarios / Graduate degree;30000 - 40000;False;True;False;True;False;True
19/01/2025 17:36:51;gAAAAABntitLMsbH7nJqpm4NHrw3BNI7n6V6nr5tfmGsJ_X_-hjrknLl3RgB0wfmLBuiqObgVrRwEdnzIKW-PGaMElUFrDe5HUuLoFW841t1UAmjbnsRpqg=;El Clot;El Poblenou;5.0;3.0;5.0;5.0;5.0;4.0;4.0;3.0;5.0;flat;300000;90.0;3.0;2;air_conditioning, parking, booxroom;50-55;Estudios universitarios / Graduate degree;30000 - 40000;True;False;False;True;False;True
19/01/2025 17:39:32;gAAAAABntitLJm9y3dxB2OTUN26QjN0dq6kdqseuJWfsXrhdzVT55J4HCKjlxptU7S0RQscXz7euOmSt1-jrIDpisjQNaCrQR4VpJsQlYReuQjLko3gbXw4=;La Salut Badalona;Lloreda;1.0;5.0;1.0;2.0;2.0;1.0;2.0;3.0;0.0;penthouse;20000;80.0;2.0;2;air_conditioning, terrace, terrace, garden, parking, swimming_pool, booxroom;25-30;Master;10000 - 20000;True;True;True;True;True;True
19/01/2025 17:41:32;gAAAAABntitLP791RpXFWkTGVYp_2Tlc8HT-192sP0J5_i7qUaiMsGMVuVFStUx608sQ_Z8t7xK--9ATeN-PHoO-zVbrHRBgrdWLWj4lTudENzpu2VmsEJQ=;Sant Roc;Manresa Badalona;5.0;5.0;1.0;1.0;1.0;1.0;3.0;3.0;1.0;chalet;500000;120.0;3.0;2;air_conditioning, garden, swimming_pool;> 60;Estudios universitarios / Graduate degree;30000 - 40000;True;False;True;False;True;False
19/01/2025 17:45:14;gAAAAABntitLfYNNWBJfb-RPWqXhF4bwi7HAb9IN5tF3x5sycviWH_x8BHCywxFF3Hn2gzwtPr8RqD3E2xZSF_ME4-mMendexEua1zCkszOzXMQNl0Tkd_s=;Sant Andreu;Manresa Badalona;1.0;2.0;2.0;2.0;1.0;0.0;1.0;3.0;2.0;flat;50000;70.0;2.0;1;air_conditioning, terrace;40-45;Estudios universitarios / Graduate degree;20000 - 30000;True;True;False;False;False;False
19/01/2025 17:45:20;gAAAAABntitLcQQUAyrunwJc8dyABK_MHFZEXvtiERrGROuEJlJ3E5xnv0daVcVKe5cOlsS14Sumb5iX38u0KZOEe5H1qJ2UmLgeJ9-09atI286bK1_gPhU=;Manresa Badalona;Sant Josep;2.0;2.0;2.0;2.0;1.0;1.0;1.0;3.0;1.0;chalet;100000;70.0;2.0;1;air_conditioning, terrace;50-55;Estudios universitarios / Graduate degree;20000 - 30000;True;True;False;False;False;False
19/01/2025 17:45:21;gAAAAABntitL2fDxPJsljaDXNu8UkSAqFkzwR7uFepCU7jKPnYJHVu3Ah7lnXTmkHaVQD_nNgxj6B92820QGrtyxngPFLMc6qQYx-WDaUVpt46QtDo-rVRo=;La Dreta de l'Eixample;La Salut Badalona;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;flat;300000;100.0;3.0;2;air_conditioning, terrace, parking;55-60;Estudios universitarios / Graduate degree;40000 - 50000;True;True;False;True;False;False
19/01/2025 17:46:36;gAAAAABntitLP9yzIx0RKIvL1LWI7NklLh2d_SQswOPZq0U1YSPkr8T0EzW3qM4SuTEdaX5YMakm0l3j1NEQjCMGKCpR5-p240ry2Aw5s7e38OY0cI3Ikh0=;La Teixonera;La Pau;0.0;0.0;0.0;2.0;2.0;1.0;1.0;3.0;0.0;flat;125000;60.0;2.0;1;air_conditioning, parking;45-50;Estudios universitarios / Graduate degree;30000 - 40000;True;False;False;True;False;False
19/01/2025 17:50:47;gAAAAABntitLJD1nCpn5Gmwf40LOkXy5YOMNkKKL6fOiJkVYOy8HOR4fGfiCs4adkI7Gn1zxfFEelh9emq8p4CzG_EpVOd0DfaSMuk--rt7WSFHHV4liVaw=;El Clot;La Sagrada Família;5.0;5.0;5.0;5.0;3.0;3.0;3.0;3.0;4.0;penthouse;225000;90.0;3.0;2;parking;40-45;Estudios universitarios / Graduate degree;10000 - 20000;False;False;False;True;False;False
19/01/2025 17:51:47;gAAAAABntitLczz2FfVvreH_1eTXfMWvNnF3PodNrmcuUslYdZwwaLoqmte2NzufKkrFQYvuHw8XqHLsQAYDiT9_9sPoZLkZsgyOal4vVyK34EQ2UdOvgeE=;Sant Antoni;Sant Josep;4.0;5.0;5.0;4.0;4.0;4.0;4.0;3.0;4.0;flat;200000;80.0;2.0;2;air_conditioning, terrace, parking;55-60;Estudios universitarios / Graduate degree;50000 - 60000;True;True;False;True;False;False
19/01/2025 17:51:50;gAAAAABntitL-VYnRdHBT_6tmWvGkkkRF1Q8SswjMWXalBh_ELEbAYv5iY4N3IrNSOvhIahVin63R-uxaC_MDHOfDb_ibvHmALzFF9zYab4YXyuht1vWIOw=;Vila de Gràcia;La Barceloneta;4.0;4.0;5.0;4.0;5.0;4.0;4.0;3.0;5.0;flat;250000;80.0;3.0;2;air_conditioning, garden, parking, swimming_pool;45-50;Estudios universitarios / Graduate degree;50000 - 60000;True;False;True;True;True;False
19/01/2025 18:00:39;gAAAAABntitLw4q3uG7xpFi9Qy_4Zdm5aCIbu0HRwG_KS2M-BKlK9sbO5kanWPYMLHXwxN3z3AZx-QKeKDx5c_0J1j-4las8QDpF2lHjtjOnrLLwyEh127E=;La Florida;Gorg;2.0;2.0;0.0;2.0;1.0;1.0;2.0;3.0;0.0;chalet;50000;120.0;5.0;2;air_conditioning, terrace, terrace, garden, parking, swimming_pool, booxroom;45-50;Sin estudios superiores / Undergraduate;30000 - 40000;True;True;True;True;True;True
19/01/2025 18:18:29;gAAAAABntitL5MtR5qALg3gxkwe-K0-zXQlumRsR3JdxFiusxGBHkUbJwCrDD1WOtKQ60rPuAf6ZX2a7y7IzkJYB48VcGbaNsGB3KSHHifGXI1ZOMHsNV20=;Sant Antoni;Lloreda;2.0;2.0;0.0;2.0;2.0;1.0;2.0;3.0;0.0;penthouse;250000;70.0;2.0;1;air_conditioning, terrace, parking;45-50;Estudios universitarios / Graduate degree;30000 - 40000;True;True;False;True;False;False
19/01/2025 18:48:35;gAAAAABntitLaubSWJFstXt7Fb40C_9brLd-WgchxGKcdPHuAZYRMZFrfqIfqpmr20vO-ZGO0-8Vz_RZLRsUpV8dufHTixJzf0JDsUTwpT7eBi2bbws6ayQ=;Sant Roc;La Salut Badalona;5.0;5.0;5.0;5.0;2.0;1.0;3.0;3.0;2.0;flat;175000;90.0;3.0;2;air_conditioning, terrace, parking, booxroom;50-55;Estudios universitarios / Graduate degree;40000 - 50000;True;True;False;True;False;True
19/01/2025 19:09:11;gAAAAABntitLrTwnOgLrxwGToigP1XLzRN1LHvbrXc19o0-DCrNSVIyhFm_IKFriiT_mpB-cJ9wvnNbLCBjpTXhh9DD8d9-qJDI_Dml6V91-0evjFYW4hAY=;Les Corts;La Barceloneta;2.0;2.0;2.0;2.0;2.0;1.0;1.0;3.0;2.0;chalet;150000;120.0;3.0;2;air_conditioning, garden, parking, swimming_pool;50-55;Estudios universitarios / Graduate degree;40000 - 50000;True;False;True;True;True;False
19/01/2025 19:23:25;gAAAAABntitL6aR-VB2OMdqA0vzEyqr0ma7KXTYmuhlS9E3cnQy9ccwlijQEEHkok-mo2WrV-x2PhTdD-x5TMj37aHD4aP677nHsGmvQZeyjvn5faRDCWQs=;La Salut Badalona;La Pau;5.0;4.0;3.0;4.0;3.0;3.0;3.0;3.0;3.0;chalet;450000;120.0;4.0;3;air_conditioning, terrace, garden, parking, swimming_pool, booxroom;45-50;Master;40000 - 50000;True;True;True;True;True;True
19/01/2025 19:23:35;gAAAAABntitLMUiZnEkWK1Q3A7XJ2GxDo1W2ZMClvqEPbbFAwYn56tqqHiColVB7k4Gs_wtX99YVK85W2XBk7ggFEwJuxhmjaWLB-7AAFSu8MYk-mhbRMq0=;Congrés;La Sagrada Família;2.0;3.0;4.0;5.0;5.0;5.0;5.0;3.0;4.0;flat;250000;120.0;3.0;2;air_conditioning, garden, parking, swimming_pool, booxroom;45-50;Estudios universitarios / Graduate degree;40000 - 50000;True;False;True;True;True;True
19/01/2025 19:37:33;gAAAAABntitLkSXtplGYG0Xg4aQOWvqeiWlfcsMLaqQSwiCZSM_4OoPFu7DCso_QNgk6buz68h8metRUqgt_UcKvD3h5P5hEuDViS7v96Mhv_Fh4xTORNMY=;La Vila Olímpica del Poblenou;El Poble Sec - Parc de Montjuïc;2.0;2.0;2.0;2.0;2.0;1.0;2.0;3.0;2.0;chalet;200000;90.0;3.0;2;air_conditioning, terrace, terrace, garden, parking, swimming_pool, booxroom;50-55;Estudios universitarios / Graduate degree;30000 - 40000;True;True;True;True;True;True
19/01/2025 19:51:49;gAAAAABntitLbupByo_cQJybE2Ajd1rOim0HoJdTu1OKiP3wc-4fSHu05eFui16oRBzA1soaTjUEu0AH3PS4ggx93ZKUlsbNHLuZXJy79WdM6mYbeVPeFbE=;Manresa Badalona;Lloreda;0.0;5.0;0.0;0.0;2.0;1.0;3.0;3.0;0.0;flat;125000;90.0;3.0;2;air_conditioning, terrace, parking, booxroom;45-50;Master;40000 - 50000;True;True;False;True;False;True
19/01/2025 20:19:01;gAAAAABntitLbpiVHa2ylips5YWsuSCUse2q-vlRnEzn9iKpvZb4bTNBTkYs2LOg-r1pIHtbKlUdfhOXEHZ106BffelQZQNSg4jiGj8OTYupDe_Ah84cswQ=;La Barceloneta;Sarrià;4.0;4.0;4.0;4.0;4.0;4.0;4.0;3.0;4.0;penthouse;200000;70.0;2.0;1;air_conditioning, terrace, terrace, parking, swimming_pool, booxroom;50-55;Estudios universitarios / Graduate degree;20000 - 30000;True;True;False;True;True;True
19/01/2025 20:33:07;gAAAAABntitLFxqIY9NnIM0c73ai_yUV_OiqUvqCT3r3aqTpu6pBoDn1_CbP43J223odk6NIwYIX4B37Rn-QjWhl8Uh7L1NrKfkLQbp8B7Q_qj5qR1xC0z4=;El Parc i la Llacuna del Poblenou;Sant Josep;3.0;5.0;4.0;5.0;5.0;2.0;1.0;3.0;3.0;penthouse;100000;70.0;2.0;1;air_conditioning, parking;50-55;Sin estudios superiores / Undergraduate;20000 - 30000;True;False;False;True;False;False
19/01/2025 20:39:11;gAAAAABntitL7FPtwm12j5cmfjq-0h_57CB0iZftlPa3OZWBhSFMyqXU7KxX1N1vRXB3MVRit5ei0IegRf7XzDRj_ToB8j3IEtKRaBZU-VPOkBY5AoN0070=;Sant Roc;Sant Crist;1.0;2.0;1.0;2.0;0.0;2.0;1.0;3.0;2.0;penthouse;200000;80.0;2.0;2;terrace, terrace, parking, booxroom;45-50;Estudios universitarios / Graduate degree;40000 - 50000;False;True;False;True;False;True
19/01/2025 21:54:23;gAAAAABntitL4GWty9D4XadOJB0YcH5YY5la8Z1h_S726nahR987FK17IRO2OySKRfdftjBQZYFX4CevkgiCcCq_P1VPiysNjvxzfUSTM0ICCGSFxCxl5nY=;Sant Martí de Provençals;Les Tres Torres;4.0;4.0;4.0;4.0;3.0;3.0;4.0;3.0;5.0;flat;200000;80.0;2.0;2;air_conditioning, terrace, parking, booxroom;50-55;Estudios universitarios / Graduate degree;30000 - 40000;True;True;False;True;False;True
19/01/2025 22:00:56;gAAAAABntitLydpvQHJrVOvwQn320GiMQGDwSU0UvC5QqZuFHcQiXNfOBn8YsqWKtFwmM9xeKzvL9ktV0pKLv_7-6nKovhE6DMd4TaiKWDNIGdh15fnoxCA=;Sants;Progrés-Pep Ventura;0.0;0.0;0.0;0.0;1.0;1.0;1.0;3.0;1.0;chalet;200;80.0;3.0;3;air_conditioning, terrace, terrace, garden, parking, swimming_pool, booxroom;50-55;Sin estudios superiores / Undergraduate;40000 - 50000;True;True;True;True;True;True
19/01/2025 22:01:35;gAAAAABntitLV5MiO4Y9V-pnDK8rWYhRiO-WG3UuUiqaoob75TKsxFfuEofn2Tb7GJyst-9LCgCPot5x_XCfxrlT3uvgltlCyUtved0f-rGdgtLG9TbWX5I=;Pedralbes;Les Corts;4.0;3.0;4.0;4.0;4.0;4.0;2.0;3.0;2.0;flat;350000;90.0;3.0;2;parking, booxroom;45-50;Sin estudios superiores / Undergraduate;30000 - 40000;False;False;False;True;False;True
19/01/2025 22:24:59;gAAAAABntitLmNo-71TklzqzpDyBss27hxRwNQwC6Ev6NAyacOCBzqjxmpz9PJhTti10fNLKMpohOp-FcCMw3aTz14edUZzr0Li4hneueyzw4WAQousTpQA=;La Barceloneta;Pedralbes;3.0;5.0;5.0;5.0;4.0;3.0;3.0;3.0;5.0;chalet;200000;120.0;3.0;2;air_conditioning, terrace, terrace, garden, parking;40-45;Estudios universitarios / Graduate degree;30000 - 40000;True;True;True;True;False;False
19/01/2025 23:07:45;gAAAAABntitLi-l4106lZFq5y5Mmdp0b7UeHcZW-aybRVlkWcZwNc6LLdjeL8NpfGZ5BONTmBA-xVUpG1A0COt5t4lpAgvp2HKYoLx4GgHcjb-_P3V6KORg=;La Pau;Congrés;2.0;1.0;2.0;2.0;1.0;1.0;1.0;3.0;2.0;flat;250000;100.0;3.0;2;air_conditioning, terrace, parking, booxroom;40-45;Master;40000 - 50000;True;True;False;True;False;True
