properties.name;latitude;longitude
Badul-a-que;2.1137462;41.3873877
Alimentació Pons;2.1125752;41.3867813
Condis;2.1133869;41.3864706
Supermercat Navarro;2.2238752;41.4506755
Mercadona;2.1816279;41.4065935
Condis;2.1218425;41.3732194
Condis;2.1982691;41.4036886
Keisy;2.1946588;41.4058919
Carrefour;2.1917031;41.405634
Dia;2.1229782;41.3760043
Caprabo;2.1231318;41.3761001
Suma;2.0086949;41.3950643
Mercadona;1.9745605;41.2823445
Hipercor;2.0883201;41.3545649
CC Anec Blau;1.9873783;41.2829941
Spar;1.9441716;41.2687794
Condis;2.1636995;41.3988525
Condis;2.0431782;41.456866
Sorli Discau;2.2074101;41.5457247
Sigo;-64.6730297;10.110659
Mercadona;2.1523066;41.3801817
Supermercat Neus;1.7077944;41.5186161
Mercadona;1.8162089;41.7221972
ALDI;1.8161476;41.7227882
Dia;1.8411701;41.7231036
Condis;1.9540532;41.55795
Jespac Supermercats;2.1511903;41.3927327
Bonpreu;2.161438;41.3888337
Llobet 1923;1.8236665;41.7287483
Mercadona;2.1920367;41.4490455
Pozo;2.1908284;41.4515556
Condis;2.1607601;41.412063
Dia;2.1631237;41.4094587
Caprabo;2.1632524;41.410011
Condis;2.1628635;41.4095087
Condis;2.1581681;41.3742726
Condis;2.0819256;41.4731465
Super Vallcarca;2.1490232;41.4179507
Supermercat Sant Marc;1.9932433;42.1353226
Supercor;2.1046494;41.5517009
Condis;2.1697543;41.4349161
Open Super;2.142696;41.3786081
Hipermercat Esclat;2.2431835;41.8822618
Caprabo;2.1895967;41.4180731
;2.0702027;41.3724922
Mercadona;2.149715;41.3762564
Max Supermercat;2.1954414;41.3895216
Superservis;2.1766523;41.3812389
Kings 24h;2.1644506;41.3774886
Dia;2.1739648;41.3786743
Caprabo;2.1890428;41.4173464
Dia;2.49237;41.6881937
B.H.G Supermercat del Món;2.1622923;41.3763778
Consum;2.1622763;41.3809156
Suma;2.1626252;41.3835216
MercaNautic;2.1786001;41.3773917
Caprabo;2.1507542;41.3864764
Suma;2.1467858;41.4106971
Bonpreu;2.1593313;41.3772015
Suma;2.1602594;41.3772317
Argenteria;2.1799953;41.3837836
Coaliment;2.1795195;41.3831846
Supermercat Picasso;2.1797276;41.3848714
;2.1650882;41.3862397
Lidl;2.1884594;41.392798
Expobrill;2.0400924;41.381066
Eurocity;2.2064771;41.4510009
Lidl;2.2033032;41.4047978
keisy;2.1789166;41.4041684
Mercadona;2.1704485;41.394526
Caprabo;2.0111234;41.3934697
Bon Area;2.0099299;41.3896968
Condis;2.1839656;41.417008
Lidl;2.1841954;41.4175222
Lidl;1.8372573;41.7342868
Mercadona;2.1397071;41.383364
Mercadona;2.1465409;41.3876396
Catalunya Supermercat;2.1340233;41.3701514
Condis;1.8042148;41.74286
Condis;2.1901456;41.41648
BonÀrea;2.1980156;41.4174986
Dia;2.1948556;41.4159831
Consum;2.1702533;41.4028924
Super Moyer;2.1827397;41.4416172
Supermercat SuperDragó;2.1821812;41.4391569
Sorli Discau;2.1847634;41.4422592
Condis;2.1818189;41.4400902
Soni;2.1536184;41.5038936
Caprabo;2.0824807;41.3605779
Alimentación Egea;2.082842;41.3621011
BonÀrea;1.8381679;41.7282248
Condis;1.837903;41.7276508
Bonpreu;2.0525163;41.3798951
Mercadona;2.0556928;41.3827326
Caprabo;2.0735855;41.3849338
Bon Area;2.1329222;41.3697062
Supermercats Sorli Discau;2.0905535;41.5724368
Bon Area;2.1217544;41.3974037
Dia;2.2181037;41.444568
Alimentació La Torra;2.1516647;41.3910206
Consum;1.8784079;41.7520229
Condis;2.1460844;41.3981285
Caprabo;2.144769;41.3971017
Bonpreu;2.4373572;41.5411983
Bon Area;1.9339293;41.3889596
Mercadona;2.1276205;41.3643125
Condis;2.1038653;41.4138765
ALDI;2.7429275;41.6550181
Condis;2.7385442;41.6432298
Mercadona;2.7468982;41.6522418
Dia;2.2166463;41.4416774
Condis;2.2150515;41.4399584
Condis;2.2049224;41.4371158
Sorli Discau;2.2042069;41.4368357
Sorli Discau;2.5151109;41.5648058
Carrefour Market;2.1962763;41.4200219
rico;2.1998443;41.4023159
Condis;2.1595218;41.4040048
Caprabo;2.1714302;41.4023821
Dia Market;2.1622868;41.4040084
Condis Exprés;2.1546703;41.4018251
Fruites I Verdures;2.2035839;41.3991782
Marcel Herrero Fruteria;2.1597432;41.3758337
Sorli Discau;2.187446;41.4201316
Consum;2.1617533;41.413988
Caprabo;2.1618264;41.4074359
Caprabo;2.1811472;41.4220714
Caprabo;2.1850064;41.4221319
Consum;2.160447;41.4119453
Consum;2.1564657;41.3835203
Can Torreta;1.7717237;41.258659
Can Torreta;1.7694631;41.2607569
Dia;1.7766974;41.2593765
Bon Area;1.7768145;41.2593302
Dia;2.2005776;41.4143356
Mercadona;2.2052715;41.4010293
Dia;2.1894997;41.408738
Condis;2.5120155;41.5796928
Sorli Discau;2.2243594;41.440326
Mercadona;2.0740992;41.3544109
Dia;2.2213531;41.4404854
Suma;2.1465907;41.3734372
Dia Market;2.4268978;41.5405934
Consum;2.1658428;41.3763656
Mercadona;2.0876817;41.6164041
Caprabo;2.1078648;41.3484053
Dia;2.0280762;42.0093388
Supermercat Llobet;2.0291136;42.0083815
Supermercat Schlecker;2.0297254;42.0090335
Spar;2.0299527;42.0083044
Jaime Renobell;2.1845656;41.3862387
Covirán;2.2193537;41.4504954
Mercadona;2.1858405;41.3930166
Sorli Discau;2.1850318;41.391263
Organic vegetables;2.4804505;41.5512963
Dia;2.110055;41.5292456
Lidl;2.1092175;41.5298363
Condis;2.1462933;41.3796399
Mercadona;2.0795549;41.3677139
A One Mercat;2.0168907;41.3673955
Bon Area;2.0167414;41.3683975
Consum;2.0163925;41.3683053
Condis;2.0209316;41.3681478
mini market;1.8091403;41.235618
Premmia Mercat;1.8091916;41.236779
Veritas;1.8069962;41.2388486
;2.2836322;41.9251579
;2.2838209;41.9247289
Mercadona;2.1105387;41.5240613
Alcampo;2.2247843;41.4438378
Esclat Vic2;2.2525702;41.9212974
Lidl;2.009009;41.3032652
Bonpreu;2.2433373;41.4477195
Mercadona;2.2429546;41.4377466
Condis;2.1525491;41.4063688
Mercadona;2.1874012;41.4174459
Condis;2.1382004;41.4124231
Condis;2.1390855;41.4129421
Super Fresc Supermercat;2.1774271;41.381459
Dia;1.8927485;41.8277961
Condis;2.2034307;41.4027825
Komesano;2.1886893;41.3805162
Caprabo;2.1114106;41.542302
Condis;2.1095393;41.5438543
Spar;2.1403809;41.4906479
Caprabo;2.13765;41.4915689
Condis;2.0134879;41.5773645
Caprabo;2.0127315;41.5780849
Mercadona;2.0160151;41.5774344
Mercadona;1.9965475;41.4206127
Spar;2.156774;41.4040266
Condis;1.9017519;41.7526368
Pescaderia;2.1709859;41.4283151
Dia;2.16987;41.3821096
Condis;2.2264076;41.4417909
Dia;2.2233053;41.4445354
Condis;2.2239663;41.4432769
Supermercats Legou;2.2235282;41.4441022
Molsa Tot Bio;2.3176388;41.4817854
Condis;2.2527083;41.767344
Casa Fígols;1.7348888;42.0174955
Condis;2.0846429;41.3721447
Condis;2.0848196;41.3769353
;2.175603;41.3776083
Supermercat MG;2.2417178;41.9332022
Condis;2.0808167;41.3641292
Dia;2.2161084;41.4400215
Casa Ametller;2.1782408;41.4050395
Caprabo;2.1769855;41.4054123
Dia;2.178466;41.4045329
Dia;2.6542922;41.6135365
Summa;2.3012169;41.6307283
;2.1672795;41.3794904
;2.167645;41.3805804
Condis;2.0445002;41.387308
Condis;2.0452876;41.3882152
Bon Àrea;2.0459476;41.3860934
Dia;2.0459234;41.3860078
ALDI;2.0281997;41.3210514
Mallorca;2.1668075;41.3968803
ALDI;2.2685158;41.6629949
Dia;2.2691562;41.663357
Cooperativa Plana de Vic;2.2692327;41.6633995
Mercadona;2.1724743;41.4082199
Mercadona;2.250243;41.4567322
Mercadona;2.229622;41.442599
Condis;2.2274914;41.4402216
Mercadona;2.2733685;42.0401738
Bonpreu;2.3075231;41.987928
Esclat;2.0043687;41.5702428
Condis;2.2415797;41.9331905
Mercadona;2.1936151;41.4375487
Caprabo;2.0792547;41.3602817
Condis;2.2583088;41.4558189
Dia;2.6915283;41.6231744
Condis;2.1829547;41.4181472
Keisy;2.1638196;41.4022225
Molsa;2.1647548;41.3772039
Mercadona;2.1869263;41.4255051
Caprabo;1.9797957;41.2799661
Charter;2.2088708;41.5338693
Supermercat Murcarols;1.9746179;42.2445592
Veritas;2.2566395;41.9308459
Condis;2.164886;41.402147
Condis;2.1625316;41.4289143
;2.1666192;41.4854097
Caprabo;2.1438878;41.3896311
Charter;2.1715831;41.4065274
ALDI;2.1632557;41.4054024
Condis;2.4013997;41.553672
Mercadona;2.212077;41.4138775
Nana La Garriga;2.2820607;41.6732285
Mercadona;2.1756645;41.390614
Veritas;2.1583462;41.3956445
Veritas;2.1782537;41.3845253
Condis;2.1615808;41.3736866
Caprabo;2.1783567;41.3859243
Condis;2.1733389;41.4332698
Consum;1.8356881;41.7302721
Bon Area;1.8054253;41.7445054
Mercadona;2.0846618;41.3241688
Lidl;2.0836144;41.3237347
Aldi;2.0851724;41.3242625
Sorli Discau;2.2064241;41.4164049
Sorli Discau;2.2053724;41.4183312
Caprabo;2.2020355;41.4197657
Condis;1.8144376;41.501786
Suma;2.1787023;41.3918035
Dia;2.2168977;41.4342136
Bon Area;2.2184941;41.4404182
Cerca plus;1.6946451;41.2235887
Mercadona;1.7185623;41.2280254
El petit rebost;1.7231747;41.2257901
Bon Area;2.2650703;41.5428679
Caprabo;2.1951019;41.4158211
Condis;2.1953782;41.4155978
BonÀrea;2.2049086;41.4175854
Veritas;2.1491964;41.3759282
Veritas;2.1685458;41.3827281
Xino;1.8494439;42.0950329
BonÀrea;2.1882947;41.4076204
Condis;2.19411;41.4131069
Llobet;1.8799691;42.0347283
Hiper Galicia;2.1396824;41.3786928
Bonpreu;2.6640308;41.6161219
Solergibert;1.8800607;42.0335201
Dia;2.6625199;41.6152363
Bon Area;1.8804634;42.0321175
;2.1882383;41.3934288
Dia;2.2048464;41.4218024
Bon Area;1.812362;41.5009232
Condis;2.3545102;41.4923182
Caprabo;2.1288498;41.3671922
Spar;2.6546695;41.6129011
Badulake Reig;2.1156672;41.3774794
Dia;2.1143442;41.3767305
Almar;2.1149871;41.3759295
Caprabo;2.6514246;41.6114995
Consum;2.1321842;41.3848443
Dia;2.0438559;41.3404128
Condis;2.0888721;41.6151342
Bon Area;2.149578;41.4208674
Dia;2.1497832;41.421064
Dia;2.0143624;41.3101318
Supercor;2.1565983;41.3987468
Condis;2.171973;41.4115022
keisy;2.1697112;41.4086255
EL superLatink;2.1727047;41.4063871
;2.1893739;41.3757112
Ametller Origen;1.8319166;41.7361322
;2.1995985;41.3931177
Suma;2.20759;41.4593791
Sorli Discau;2.1760335;41.398686
Scorli Discau;2.1786843;41.4091912
;2.1595079;41.3824784
Charter;1.8247785;41.7228914
Cal Carlets;1.7799999;41.5812804
Granja Armengol;2.1603257;41.4021816
Llobet;1.7840551;41.7817093
Bonpreu;2.5770921;41.5890266
Spar;2.5781701;41.5884543
Bon Area;1.8771184;41.8987456
;1.879129;41.90165
Supermercats Llobet;1.8748481;41.8651036
BonÀrea;1.8740683;41.8645868
Condis;1.8746188;41.8636253
Sorli Discau;2.2042005;41.4214112
Condis;2.2032339;41.4206827
Caprabo;2.1514379;41.3971459
"Carn i Bestiar Prat ""Cal Caleio""";1.8418421;42.0132574
Condis;2.2409572;41.4577152
Caprabo;2.1456962;41.492674
Condis;2.1441474;41.4932167
BonÀrea;2.1408942;41.4116126
Sorli Discau;2.1343971;41.4075811
Caprabo;2.1366124;41.4080919
Lidl;2.0401868;41.3872332
Mi Alcampo;2.1814403;41.3863467
Dia;2.1775861;41.4413254
;2.1730545;41.4374271
Pasta italiana Fresquitto;1.7236811;41.2232441
Superfull;-64.6817747;10.1485155
Dia;2.1727397;41.4388496
Llobet;1.8051784;41.7394008
Dia;2.2538568;41.4656857
Esclat - Manresa;1.8435243;41.7367265
Queviures Victoria;1.8763869;41.8957674
Mercadona;2.0171212;41.5574769
Consum;2.1645498;41.3757257
Bodega Molino;2.1649387;41.3763035
Mercadona;2.1349904;41.4061984
Mercadona;2.1803846;41.4941878
Suma;1.6781517;41.2017538
Condis;2.1570762;41.3789732
Condis;2.1595395;41.3791256
Herbolari.;1.8797623;41.8991106
Dia;1.8777158;41.8974829
Supermercat Llobet.;1.8790745;41.9002935
Pintures Domènec. Drogueria.;1.8789078;41.899593
Caprabo;2.1328276;41.4049674
BonÀrea;2.1327715;41.4049079
Mercadona;2.1813542;41.4351011
Mercat Municipal La Sinia;1.7457217;41.2319362
Mercadona;1.7459066;41.2321507
Congelados La Sirena;1.6502685;41.2016247
Condis;1.6864929;41.5267919
GRA NOA;2.0774813;41.3598799
Coaliment;2.174804;41.387119
Bon dia;1.8207381;41.7271022
Veritas;2.1249977;41.3955203
Veritas;2.1514522;41.3992646
Caprabo;2.1477257;41.3803126
Mercadona;2.0343661;41.5762934
Bon Area;2.0320734;41.5767283
ALDI;2.1459307;41.3903004
;2.1004381;41.3740294
Carrefour;2.129897;41.358679
Alcampo;2.051514;41.331345
Food Lion;2.1457466;41.4029127
Honesto;2.1751092;41.3962809
Keisy;2.1762919;41.3979078
Disfruta;2.1781812;41.4164517
Super Verd;2.1726469;41.4195572
Natura Fruts;2.1801945;41.4210894
Holliday;2.1723503;41.4189912
BonÀrea;2.1783965;41.4233816
Fresh;2.1792425;41.4220878
Maragall 99;2.1803372;41.4183752
Jespac;2.1643581;41.3751862
;2.1638533;41.3758472
Dia;2.0854306;41.3615165
Condis;2.1660866;41.4052153
Cermo;2.1660697;41.4051093
Comtal;2.179799;41.3894574
Condis;2.1833542;41.3990208
Suma;2.1808941;41.4132532
Consum;2.182071;41.4110098
Mercadona;2.1824536;41.3957647
;2.1758518;41.4177461
Veritas;2.1647038;41.3888364
Veritas;2.1334388;41.3860658
Mercadona;2.0769209;41.3592102
Bon Area;2.1450166;41.3746971
Suma;2.1604875;41.3726806
Lidl;2.1577723;41.3860304
Condis;2.0465146;41.3864886
Ametller Origen;2.178299;41.4109246
Charter;2.1787247;41.4109137
Maa Supermercat;2.1716917;41.3924929
Caprabo;2.1809917;41.4220019
Bonpreu;2.1763582;41.4125619
Mercadona;2.1542336;41.3881292
Charter;2.1758128;41.4098936
CoAliment;2.181018;41.41357
Supermercat Yangkuang;2.1796214;41.3921998
Condis;2.1849324;41.409253
Condis;2.1579207;41.4026565
CoAliment;2.167552;41.407284
El Graner;2.181729;41.4112658
Ametller Origen;2.1341504;41.3980156
BonÀrea;2.1809443;41.4135103
Bonpreu;2.1826106;41.4208873
Cosmo Cash & Carry;2.163053;41.3797352
Mercat;2.1811358;41.4151888
Mercadona;2.1798302;41.3951944
Organic Market;2.1552869;41.4071065
El call;2.120243;41.7515135
Jumbo;4.5818997;51.9815587
Consum;2.1118502;41.3693246
;2.1693434;41.3765785
Condis;2.1873574;41.4828882
Sorli Discau;2.3605786;41.5016042
Consum;2.0285261;41.560906
Spar;2.6644445;41.6154654
;2.3956143;41.504404
Carrefour Market;2.1789367;41.4193044
supermercat forn de pa;2.0331431;41.5766347
Bon Area;1.5412697;41.6029562
lo vencill;2.1626807;41.4076763
Condis;2.1394637;41.3600188
Condis;2.0771731;41.3839862
Veritas;2.1544643;41.3888165
Los Mellizos;2.0011256;41.568289
Caprabo;2.0020728;41.5708752
Bon Area;2.0027879;41.5698621
The Livingfood;2.1582721;41.3788135
Mercadona;2.1084884;41.370484
Próxim Ripollet;2.1566228;41.5018093
Supermercats Juma;2.1593935;41.5040974
Covirán;2.1597931;41.5010902
Bon Area;2.1607454;41.4970001
BonÀrea;2.1569099;41.4980746
Tutti Frutti;2.1614668;41.4987599
Comestibles Ropero (CoAliment);2.1622125;41.4997965
Alimentació Pica d'Estats;2.1552977;41.505502
Condis;2.1550689;41.5067134
Bonpreu;2.1625469;41.4964363
Dia Market;2.1640436;41.4958477
Carnicería Ripollet;2.1660365;41.4950461
Condis;2.1668237;41.4947577
Charter;2.1497474;41.4922736
Bosal Alimentació;2.1496938;41.4924343
Caprabo;2.1758001;41.4159926
Consum;2.1676327;41.4122109
Supermercat Sicilia;2.1718323;41.4029558
Jardi Fresco. Fruites i verdures;2.1564097;41.3819861
Eroski;2.1386801;41.4023575
Consum;2.0433512;41.3351672
Consum;1.8166497;41.2395626
Suma;2.220774;41.4387759
Sorli Discau;2.2234302;41.4411154
Mercadona;2.099209;41.5383844
Mercadona;1.6929268;41.3419182
Maxi Dia;1.6904556;41.338061
Spar;1.610745;41.3865786
Covirán;1.6125259;41.3860049
Charter;2.1776392;41.388886
Mercadona;1.7007985;41.3346698
Caprabo;1.8223663;41.7261752
Bon Area;2.1896734;41.4362341
BonÀrea;2.2182866;41.5451385
De tot al Born;2.1826223;41.3847547
Dia;1.7332305;41.3534569
Caprabo;2.1473386;41.4086437
Ametller Origen;2.1580006;41.4015258
Mercadona;2.1830247;41.4209303
Condis;2.2224299;41.4379608
Caprabo;2.2227668;41.4380153
Lidl;2.2197876;41.4350673
Condis;2.1284648;41.4036156
Condis;2.156262;41.5547143
Bon Area;2.1554251;41.5566091
Bon Area;2.138054;41.3826406
Suma;2.157354;41.4068568
Spar;1.8201186;41.7286696
;2.1746451;41.3858981
Awami;2.2174714;41.4338344
Le Regioni d'Itàlia;2.1565427;41.4026504
Veritas;2.1538051;41.4052752
Condis;2.1546547;41.4045232
Condis;2.1590318;41.4065742
Caprabo;2.179306;41.4147539
Panxa Contenta;2.1386028;41.4928531
El picotí;2.1417509;41.4916468
Crespo;2.104669;41.4132697
Sorli Discau;2.0799838;41.4688652
La Grana Ecològica;1.8544164;41.6685071
Dia;2.183247;41.4075009
Llobet;1.827716;41.7241021
Bonpreu;2.1546516;41.4058786
Veritas;2.1589715;41.4006172
Súper Sant Cugat;2.0788746;41.4682068
Veritas;2.0794868;41.4725529
Proxim;2.1619196;41.4068477
Qaidre;2.1606277;41.407866
Alimentació;2.1615829;41.4052831
Consum;2.1872308;41.4194371
Àsia;2.1668629;41.3862536
Dong Fang Extremo Oriente;2.1670115;41.3861801
El Pages d'Or;2.1619606;41.3797898
