properties.name;latitude;longitude
Grans de la Terra;2.1536654;41.3759466
Al gra;2.1541322;41.3996311
BioBarri;2.1772912;41.3903303
Dia;2.1334164;41.403431
Coaliment;2.1334124;41.4038372
BCN;2.1619522;41.3842948
DEPASO;2.162532;41.3845266
Autoservei 24 h;2.1616529;41.3841149
Ametller Origen;2.152698;41.4022154
Dia;2.206202;41.4518788
Veritas;2.1669614;41.4017143
Caprabo;1.683515;41.5294813
Mercadona;2.1707056;41.4628728
Colmado Can Cuyás;2.1689067;41.4628547
Supermercat S.Z.;2.1704516;41.4615723
Casa Ametller;2.1633829;41.4077083
Supermercat Llobet;2.0288951;42.0083391
Suma;2.1208597;41.5300922
Veritas;2.1779109;41.3847635
Ali Alimentació;2.1581494;41.5019168
Super Afores;2.1574279;41.5027083
2G la granja;2.1412757;41.4915589
Charter;2.160252;41.382865
Casa Perris;2.1826867;41.3858149
Cal Blau Sabadell;2.1037066;41.5463029
Dia Market;2.1922891;41.5121367
Caprabo;2.1924286;41.5131399
BonÀrea;2.1940678;41.512875
Mini Mercat;2.1925064;41.5133267
Condis;2.1866616;41.4398098
;2.225223;41.4396663
Supermercat Carnisseria Memhmood;2.2247563;41.438432
Congelats la Sirena;2.0804231;41.4703553
Dia;2.223087;41.437526
Awami;2.2186071;41.4344154
Consum;2.1185339;41.5296742
El Rebost del Pou Calent;2.2860024;41.6834594
Mercadona;2.1156663;41.3759162
;2.1565212;41.4103144
Supermercat;2.1437201;41.3917392
Golosinas y helados Eva;2.2810959;41.614364
Condis;2.0906079;41.5640868
Dia Market;2.0890925;41.5668934
Caprabo;2.0901667;41.5640748
Bon Area;2.0903276;41.5646216
Condis;2.1164825;41.5286267
Rabia Express;2.1150931;41.5285544
Bon Area;2.1149161;41.528207
Supermercado;1.9831368;41.4741916
Condis;2.3251303;41.5873019
Keisy;2.1681771;41.4040377
express;2.1215645;41.5249539
Caprabo;1.8228265;41.7333049
Supermercats Chaouia;2.2207991;41.4468414
Condis;2.2212244;41.4477437
Lidl;2.1719214;41.3731607
Caprabo;2.1275651;41.3729561
Best Price Supermercat;2.2053782;41.5472094
Dia;2.0250057;41.5692672
Parami;2.1611972;41.3858414
Idoni;2.1573197;41.3770692
Mônmas;2.1638895;41.3772931
Supermercado Jiulong;2.218651;41.448787
Condis;2.2160241;41.4548728
Tong Yi;2.2161943;41.4486368
Mercadona;2.2021061;41.4525524
Carrefour Market;2.6735016;41.6226435
;1.7072912;41.5182976
Sorli Discau;2.1497014;41.4931948
Alimentació;2.1478373;41.4928733
Covirán;2.1451149;41.4907196
Dia Market;2.1446911;41.4910993
Proxim;2.1835373;41.5328845
Mercadona;2.1806419;41.5376394
Millor preu (Dusa);2.387859;41.5089559
Condis Express;2.1538483;41.3976424
Condis;2.5270758;41.5702705
Yes Future;2.1594335;41.3782082
Bonpreu;2.2034336;41.4005835
Petit Supermercat Tiana;2.2684369;41.4835124
Condis;2.2679493;41.4822864
Mirza;2.249825;41.5526669
Dia;2.1941948;41.3980449
Tradys;2.1624891;41.4945978
Suma;1.8395961;42.0135137
Covirán;2.1280813;41.5471975
BOOM;2.1281993;41.547067
;2.1280598;41.5487231
Tandy;2.1263218;41.5509191
Condis;2.1259302;41.5512282
Punt Taronja;1.8294129;41.500403
Supermercat 24h;2.1600059;41.3836092
Casa Nova;2.1587971;41.3835351
Aliments i Comestibles del Món;2.1598361;41.3844445
Ca l'Atmetller;2.1568602;41.3876829
Condis;2.1607922;41.498124
Spar;2.1731905;41.3848919
Mercadona;2.036116;41.4950224
Dia;2.0994723;41.55025
Bon Area;2.1017476;41.5508009
Sorli - Discau;2.1012664;41.5517155
Sorli - Discau;2.1134845;41.5473691
Lidl;2.1622764;41.3789516
Dia Market;2.136098;41.6077667
Consum;2.0821353;41.5517716
Condis;2.2438964;41.4457847
Molsa;2.249715;41.4492026
Covirán;2.086604;41.5319059
Bon Area;2.0840076;41.5310656
Condis;2.0845628;41.5313106
Spar;2.1578796;41.3880204
Carrefour;2.7174379;41.6367431
Big Market;1.9957993;41.5691165
Condis;2.1852997;41.5297604
Spar;1.6947831;41.3488649
Supermercat I Forn de pa;2.1244186;41.5252512
Condis;2.0794263;41.4799148
Condis;2.1312836;41.5168108
Sorli;2.2955585;41.4907321
Dani;2.2136424;41.6740453
Suma;2.2143344;41.6731197
veritas;2.0087554;41.565893
Dia Market;2.6897598;41.6263492
Bon Area;2.6886674;41.6260524
deli;2.6930547;41.6227101
ALDIA;2.7298988;41.6376514
Supermercat 2002;2.7327263;41.6388064
Gran Pacific;2.7343666;41.6397154
;2.7359598;41.6398357
Susan Pins;2.7250819;41.6343814
Bonpreu;2.7231286;41.6932711
Dia;2.7200387;41.6970484
Bonpreu;2.718998;41.6989089
Condis;2.6734289;41.7247473
Dia Market;2.2637596;41.5423199
Condis;2.1845122;41.413161
Caprabo;2.167157;41.4065255
Carrefour;2.1388466;41.5078688
Fruiteria i Verdures;2.1194351;41.5327248
Caprabo;2.118955;41.5360959
Dia Market;2.1181557;41.5376779
Mercat Orient;2.1109465;41.5421538
Suma;2.2364727;41.4519854
Bon Area;2.2371818;41.4529441
Noor Supermercat;2.1911368;41.4256929
Suma;2.1910858;41.4272012
Condis;2.1900149;41.4297272
Euroland;2.1634596;41.4960861
Juma;2.1578762;41.4969377
Condis;2.1565122;41.4967839
Condis;2.1535672;41.5003597
Super Fruits;2.1665428;41.4945341
;2.0307884;41.4874147
Condis;2.0310571;41.4881651
;2.1796633;41.4116728
Caprabo;2.2899552;41.6143644
Mercadona;2.0259697;41.5476243
Primaprix;2.0272491;41.5464359
Mercat de la Creu Alta;2.1016665;41.5607007
veritas;2.1975642;41.44188
Mercadona;2.0826031;41.5607722
Sabors del mon;2.2008238;41.447503
Lidl;2.1451672;41.3920837
Dia;2.156826;41.4221312
Bona Compra;2.1188843;41.5303606
Supermercat Sabadell;2.099618;41.5447313
24h Supermercat con pan;2.183368;41.4022345
Caprabo;2.1083226;41.3518805
Ametller Origen;2.1667913;41.4002746
Supercor;2.1672053;41.4014748
Suma;2.1373687;41.4024482
New supermercat 2013;2.2416983;41.4490811
Comercialdos;2.1811689;41.388027
OBBIO;2.1521447;41.391962
Casa Artesa;2.152249;41.3798901
Con pan;2.1501894;41.3903769
Caprabo;2.1490156;41.3912508
Dia;2.1579129;41.408634
Covirán;2.1682174;41.3848888
Condis;2.0488208;41.3851896
Fortuna;2.089786;41.475533
Pròxim supermercat;2.0900662;41.4750561
Bonprix;2.0809241;41.466718
Bonpreu;2.1535665;41.3996276
Sorli;2.1557249;41.4007737
Superservis;2.1220556;41.3990917
Supermercat;2.1206843;41.4007927
Caprabo;2.1468551;41.4123752
Sorli Discau;1.9794107;41.2704965
Dia;2.0429367;41.3800213
Consum;2.1614601;41.3801743
Bon Area;2.188263;41.4163407
Tokyo-Ya;2.1520791;41.397182
Mercadona;2.0110188;41.3207523
Ametller Origen;2.1331163;41.3858651
Bonpreu;2.1907122;41.4218962
BonÀrea;2.2194732;41.4351502
Caprabo;2.168672;41.4302932
Graneria sala;2.1564315;41.4004787
MiAlcampo;2.176844;41.3823442
ALDI;2.184051;41.3848478
Mercadona;2.2545694;41.9397194
Primaprix;2.254269;41.9406791
Petit Preu;1.8793931;42.2335299
Cal Fruitós;2.1866095;41.4234284
Sorli Discau;2.1475312;41.3843365
Cada Día;1.841541;41.6096379
Bon Area;2.0884598;41.614633
Caprabo;2.1570793;41.3949546
Bon Area;2.3987608;41.6394103
Mercadona;2.1770146;41.4003675
Dia Market;2.1371478;41.3870417
Jolly Supermarket;2.1692626;41.4156154
Ametller Origen;2.0695555;41.478788
Dia Market;2.0831007;41.6133547
Condis;2.0861549;41.610708
Condis;2.1518598;41.4081939
Mercadona;2.0418016;41.375916
Taste of America;2.1443872;41.4029458
Superservis;2.1485653;41.40341
Dia;2.1801389;41.4257931
Supermercado;2.0862733;41.568992
Sorli Discau;2.1902444;41.4115279
Dusa;2.0429538;41.3479198
Dia Market;2.1316434;41.383764
Lidl;2.1886676;41.4398705
Mercadona;2.1718528;41.4319198
Supermercat;2.2532699;41.9321904
Bazar Gran Mon;2.4473076;41.5446675
Condis;2.1847265;41.4362161
NŪDA MARKET;2.1576121;41.4070294
Bonpreu;2.1761006;41.4014517
Suma;2.15797;41.4224081
Condis;2.1565817;41.3925802
Suma;2.1508179;41.3895766
Sorli;2.1331772;41.3841025
Condis;2.1321858;41.3838536
ALDI;2.1373907;41.385669
;2.1807707;41.3813188
Casa Ametller;2.2530851;41.9308246
Euro Supermarket;2.2515222;41.9279057
Casa Espina;2.2530857;41.9316757
Bonpreu;2.2514597;41.9320034
Supermercat Canyameres;2.0926299;41.6174189
Supermercado Carme;2.1171394;41.5418515
Bon Area;2.1366856;41.387584
Bon Area;2.1408533;41.3588634
Condis;2.1420834;41.381875
Condis;2.2046354;41.4188343
Condis Express;2.0741519;41.53011
;2.1589426;41.3834182
Supermercado Charter;2.1392235;41.3605664
Suma;2.13296;41.3800115
Dia Market;2.1342485;41.3771418
Sorli Discau;2.1364732;41.3643321
Bonpreu;2.1369131;41.3635096
Condis;2.1380088;41.3620599
;2.1662752;41.3939284
Spar;2.1668699;41.3960742
Dia;2.1378184;41.3623277
Lidl;2.1321661;41.3852607
Condis;2.1679585;41.3926337
Condis;2.128233;41.3851648
Bon Area;1.8644796;41.6290424
Sorli Discau;2.1410516;41.3601241
ALDI;2.367519;41.4908867
Ametller Origen;2.2954156;41.4930039
EuroCity;2.173886;41.3895517
Maa Supermercat;2.1772448;41.3957971
Coaliment;2.1720957;41.391935
Pim Pam;2.1642997;41.3998268
Mi Alcampo;2.1588705;41.3907371
Todo Hogar;-64.6861206;10.1719926
Inversiones Hortalizas y Frutas;-64.6773021;10.150547
Bon Area;2.2866759;41.6850299
Carrefour Market;2.1282776;41.375457
Cindus Expres;2.1373513;41.4097222
Condis;2.2863688;41.6814225
Caprabo;2.1371038;41.3596647
Justo y Bueno;-64.685303;10.1692259
Dia;2.1550737;41.4094094
;2.1558918;41.4098881
Lidl;2.1372686;41.3667154
Sorli Discau;2.1522126;41.4030573
Bruniquer;2.1622087;41.4056753
Supermercat;2.1687008;41.3997067
Condis;2.1306853;41.3647066
Condis;2.1297451;41.3869485
Mercadona;2.1396644;41.3682545
Super;2.1882499;41.3744357
Premmia Mercat;2.1894534;41.3754895
Condis;2.1329385;41.368106
Condis;2.32117;41.4800655
Consum;2.1304813;41.3826531
Suma;2.322996;41.4801094
Formatgeria 12 graus;2.1622315;41.4034507
Superestalvi;2.1632456;41.402975
Bonpreu;2.3185687;41.4822582
Mercadinho Satélite;-46.5524619;-23.6196884
Caprabo;2.1599998;41.5015412
Dia Market;2.0910457;41.4740915
Condis;2.1626592;41.6888717
Suma;2.1479166;41.3974748
Plusfresc;2.1418123;41.3984575
BonÀrea;2.1305144;41.3832041
Caprabo;2.1332975;41.3783991
Caprabo;2.1474976;41.3721677
Bonpreu;2.2861416;41.8748523
Condis;2.1099584;41.353139
Sorli Discau;2.2041516;41.3992951
Granel;2.1613333;41.4036456
Proxim;2.1968513;41.3990612
Condis;2.1550285;41.3791013
Caprabo;2.1887696;41.3923461
Condis;2.1434146;41.3703694
BonÀrea;2.1625065;41.37794
Lidl;1.9154149;41.4763409
Condis;2.1296592;41.3712926
Bonpreu;2.1412379;41.3679752
Molsa Bio Sants;2.1338145;41.3750344
Caprabo;2.1531549;41.4026072
Supermercat Llobet;1.9173925;41.606992
Condis;2.1240033;41.39021
Caprabo;2.183255;41.4003043
ALDI;2.3047346;41.6124875
Rapid;2.1502091;41.4044022
Supermercats Jr;1.7263517;41.2247458
Bonpreu;2.1370552;41.3638438
Caprabo;2.2649124;41.5422434
Condis;2.2661652;41.54283
Condis;1.9516171;41.7961466
Dia;1.950622;41.7959736
Bon Area;1.9539117;41.7967275
Supermercats Llobet;1.9539144;41.7974133
Condis;1.9708465;41.8604615
Suma;1.9286581;41.474271
Es;2.1735586;41.4114789
;2.1195563;41.7514636
Samya;2.1793456;41.4045345
New lucky;2.1791948;41.4056747
Lucky's;2.1806835;41.4058528
El Rincón de la Abuela Venezolana;2.1791957;41.4060512
Sorli Discau;2.1793675;41.4062668
Consum;2.1782736;41.4037491
Supermercat;2.1751185;41.4017282
Supermercat;2.1774305;41.4034926
Condis;2.1757782;41.4019041
Supercor;2.1682575;41.3944689
Sorli Discau;2.1475523;41.4835557
Mercadona;2.1066786;41.5126442
Mercadona;2.1704059;41.4126764
Taste of America;2.162099;41.3902776
Express;2.1660379;41.3928198
ALDI;2.1782891;41.4054788
Express;2.162835;41.390395
Condis;2.1812124;41.4080053
Caprabo;2.1848523;41.4065032
Consum;2.098251;41.3280389
Clic;2.1838243;41.4082521
Bon Area;2.2913509;41.6115139
Autoservicio Súper Loral;2.1860673;41.4099568
Super del Clot;2.1856318;41.4096043
Carcassona;1.8236425;41.465521
Casa Debasa;2.1763238;41.4032265
Express Supermarket;2.172812;41.4013831
Charter;2.1717201;41.4005548
Paprika Gourmet;2.1799406;41.4054596
Supermercat Pròxim;2.1047432;41.550205
Alimentació Línea;1.8151496;41.4992401
Molsa;2.1760612;41.4067419
Condis;2.1693312;41.400476
Dia;2.1603296;41.3821141
Condis;2.1636294;41.377084
;2.1839471;41.3837383
Caprabo;2.1557605;41.4212679
BonÀrea;1.8626387;42.2545828
Condis;2.4474095;41.6924786
Supermercat ZC;1.848878;41.6062569
Autoservei Creus;1.8479581;41.6108114
Supermercats Martin;2.1467451;41.4904055
Condis;2.1447227;41.4831862
Condis;2.1444169;41.4899775
Dia;2.2171154;41.413891
Dia;2.217644;41.4173948
El Bròquil del Gòtic;2.1777099;41.3788153
Spar;1.8624315;42.2529657
Sorli;2.160212;41.3905507
Bon Area;2.2042257;41.4363788
Lidl;2.206343;41.435976
La Colomenca;2.2064485;41.4548785
L&B;2.2168175;41.4328743
Proxim;2.1715044;41.3762956
Dia;2.1624169;41.3751957
Lidl;2.2590931;41.6031107
Teodosio;2.2193649;41.4402181
Caprabo;2.1304735;41.365622
Bon Area;2.1257888;41.3668509
El Forn;1.5925808;41.2541463
Caprabo;2.136431;41.3698879
Lidl;2.1644902;41.4391367
BonÀrea;2.172253;41.4302146
Coaliment;2.1597404;41.3983856
Carrefour;1.8235004;41.731011
;2.1977119;41.3910359
Mercadona;2.0820138;41.5709492
Sorli Discau;2.0855945;41.5700832
Consum;2.0888078;41.5694732
Dia;2.0402721;41.4996797
Supermercats Charter;1.8209849;41.7309924
Caprabo;1.8246511;41.7297491
Llobet;1.8169981;41.7313409
Bon Area;2.1808512;41.4604544
Bon Area;2.1565088;41.4243546
Dia;2.1567329;41.4244807
Mercadona;2.2906059;41.6007626
Sorli Discau;2.1669584;41.3990353
Alcampo;2.17852;41.3784
Bonpreu;2.1875262;41.4287294
Condis;2.1603592;41.3987532
Veritas;2.1615558;41.4139009
Dia;2.2289586;41.5631558
Bonpreu;2.1200073;41.3639312
Bonpreu;2.1014719;41.3592116
Condis;2.1624567;41.3905525
Condis;2.0241258;41.4880454
Cal Vidal;2.125955;41.3654304
Bon Area;2.1447946;41.4907537
Veritas;2.1274988;41.3831348
Alcampo;2.1816499;41.4032182
Bonpreu;2.1603862;41.4356474
Caprabo;1.8062391;41.2386371
Condis;2.1464554;41.3718773
Charter;2.2107559;41.4484021
Condis;2.2119829;41.4470838
Sorli Discau;2.2057702;41.4529044
BonÀrea;2.2132824;41.4476794
BonÀrea;2.2193416;41.4504173
Bon Area;2.2171931;41.453901
Bon Area;2.2063711;41.4506249
Bon Area;2.2047614;41.4581481
Covirán;2.2179885;41.4534667
Consum;2.2057808;41.458634
Charter;2.2099386;41.4550244
Dia;2.2186968;41.4485962
Dia;2.2145464;41.4509358
Dia;2.212107;41.4501678
Dia;2.2076464;41.4491254
Dia;2.2048318;41.4590343
Dia;2.2032617;41.4605874
Condis;2.2085396;41.4471906
Condis;2.2047637;41.4500587
Condis;2.2018133;41.4574048
Condis;2.2032356;41.4599351
Condis;2.2055436;41.4546111
Condis;2.2053857;41.4520686
Condis;2.2084216;41.4551876
Condis;2.2126213;41.4530637
Condis;2.2197191;41.4553856
Condis;2.209991;41.4506053
Sorli Discau;2.2192162;41.455667
Suma;2.2131148;41.4475477
Kachafruit;2.1205502;41.3897506
Autoservei i alimentació;1.7179368;41.2261435
Charter;2.1022997;41.3608471
Plusfresc;2.1010246;41.3620159
Dia;2.0995573;41.3616557
Dia;2.098394;41.3584691
Condis;2.0980797;41.3584696
Lidl;2.1070844;41.3616663
Autoservei Almar;2.1001654;41.3601933
Suma;2.0985251;41.3602409
Bon Àrea;2.0986;41.3595691
Mercadona;2.0952309;41.3623354
Mercadona;2.1886822;41.4108343
;2.1827653;41.4129925
Sorli;2.1748632;41.4198454
Condis;2.1812647;41.4204896
Sorli Discau;2.1816488;41.3977747
Caprabo;2.1727325;41.3907093
Mercadona;2.1883954;41.4173813
Suma;1.9757713;41.4486718
Condis;2.1586802;41.4074918
;2.1959694;41.4034908
Mercat de la Sagrada Família;1.8375037;41.7278572
Lidl;2.1795095;41.3982086
Consum;2.2836781;41.6053285
Supermercat Suma;1.7707818;41.5334319
Proxim;1.9693395;41.4480446
Condis;1.9740822;41.4474753
Condis;1.9718793;41.4484986
Suma;1.973796;41.4479452
Caprabo;1.9690449;41.4522209
Consum;2.4459769;41.5456792
Suma;2.4898965;41.6872528
Bon Area;2.1333089;41.3750037
Ametller Origen;2.1319359;41.3753665
Condis;2.1301746;41.3773455
Eurocity;2.1294406;41.3756373
FITO NATURA;1.6294358;41.5805912
Sorli Discau;2.1290217;41.371474
Dia;2.1290555;41.3738765
Primaprix;2.1270239;41.3757032
Supermercat Oriental;2.131048;41.3747914
Proxim;2.1359911;41.494005
Caprabo;2.1256781;41.3757186
Ametller Origen;2.121989;41.3759771
Condis;2.0212564;41.4127158
Caprabo;2.2538281;41.9328268
Condis;2.0293608;41.3467119
Condis;2.2812414;41.4689038
Peix i Marisc;2.2810499;41.468795
Mercadona;2.2844735;41.4724418
Tinc Tot;2.2805845;41.4691512
Soni;2.1526361;41.50197
Grup la Granja;2.1571905;41.5000636
Condis;2.272997;41.4636944
Bon Vecino super asiatico;2.1761255;41.3892087
Supermarket 24h;2.1736146;41.3813814
Alcampo;2.2167758;41.4096553
;2.1495775;41.4942692
Sorli Discau;2.1462409;41.4957398
Condis express;2.142695;41.497797
Skinder Super;2.1446154;41.4976001
Ràpid;2.1710016;41.4122177
;2.1754608;41.4197662
Rapid supermercats;2.1744392;41.4208229
BonÀrea;2.1864932;41.430009
Cal Llobet;1.6404923;41.6059789
Caprabo;2.1749632;41.4092612
Alfer;2.1761387;41.4079883
11 bcn;2.1785306;41.4077681
Super mercat;2.1651175;41.4094695
Pulgarcito;2.1758946;41.4098077
Productes del mon senser;2.1697789;41.4125103
Aracuyá;2.1773466;41.4086652
Super Cartagena;2.1747176;41.4110401
Mercadona;2.1707715;41.4130631
Lidl;2.1227755;41.3623273
Euro Cataluña;2.1717188;41.409669
Condis Express;2.1726479;41.4089922
Superpreus;2.1752264;41.4054039
Lepant - open;2.1734267;41.4067355
Mian Ikram;2.1768951;41.4041145
Aloha;2.1759068;41.4051723
Uro Nepal;2.1753661;41.407292
Everest;2.1672139;41.4101548
Coaliment;2.1759325;41.4032065
Consum;2.1485774;41.4091288
Bonpreu;2.1816192;41.4089351
Independència 321;2.1812649;41.4091767
Sardenya Open;2.1705274;41.4053674
Akash;2.1703137;41.4074779
Condis;2.1689919;41.4064841
Fabain;2.1724116;41.4042369
Covirán;2.2036251;41.4010308
Ametller origen;2.2017887;41.4009084
Veritas;2.2040922;41.4006032
Bonpreu;2.2025453;41.401134
Charter;1.7129541;41.2188165
Condis life;2.206319;41.4084239
Caprabo;2.1992632;41.4044578
Condis;1.9704028;41.447587
Dia;1.9699137;41.4481412
Condis;2.1897073;41.4058657
ALDI;2.1601827;41.3858607
Alcampo;1.9764032;41.4463305
BonÀrea;1.9747;41.4477584
Condis;1.8183955;41.7259611
ALDI;2.142686;41.3763245
Coaliment;2.1580486;41.427598
Lidl;2.0136743;41.4145247
Mercadona;2.1758174;41.3902948
La Feixa SCCP;2.4484553;41.5391056
Esclat;1.8958704;41.8174457
Consum;2.156684;41.3986928
Mercadona;2.1722801;41.4034828
La Fuente;2.1625929;41.3906663
Goshi;2.1723868;41.4039551
Condis express;2.1713319;41.4053806
Ametller Origen;1.7376587;41.3550249
Carrefour;1.7395842;41.3555539
CONDIS;2.0892319;41.351118
UVE134 Pasiones Argentinas;2.1555534;41.3811767
;2.1460169;41.4215763
;2.1486557;41.4219251
;2.1516593;41.4246984
Bonpreu;2.1692252;41.4049417
Ametller Origen;2.1710867;41.4032323
Veritas;2.1645102;41.4079177
Krakoviak;2.1716662;41.4030955
ALDI;2.3693703;41.6379488
Mercadona;2.1313618;41.3756118
;1.9547768;41.3957513
Supermercat;2.1685381;41.4037802
Supermarket;2.1729608;41.4004374
València Supermercat;2.1746658;41.4010765
Autoservei;2.1725298;41.4007613
Fresco;2.1646689;41.4046594
Frutería Primos Pernía;-64.6768741;10.147466
Frutas Hortalizas y Verduras;-64.6767811;10.1527896
Unimercado Barrio Sucre;-64.6751906;10.1489301
;2.1328171;41.4895662
Dia;2.1504647;41.3997802
Bonpreu;2.1756027;41.4308633
Veritas;2.2461013;41.4505814
Mercado de Verduras Los Andinos;-64.6818782;10.1755404
AQUI Automercado;-64.6878895;10.1564911
Mishcat;2.1764704;41.4114321
Alimentació oriental;2.1733883;41.4106408
BonÀrea;2.1591236;41.401698
Condis;2.1752435;41.4051806
Mercadona;2.1724151;41.4031708
;2.1704784;41.3999538
Sorli Discau;2.1064295;41.5370608
Caprabo;2.170697;41.406583
Al-Amin;2.1592954;41.3980911
Caprabo;2.1621366;41.4039086
Claret;2.1647653;41.4038158
Bonpreu;2.1692693;41.4075396
Welcome;2.1735426;41.4073905
Bon super mercat;2.1718689;41.4057677
Coaliment;2.1689656;41.4022418
Condis;2.1782436;41.4080496
Condis;2.1772369;41.4081247
Lucky;2.1669418;41.4389556
Sagrada Familia;2.1749281;41.4063597
Diamant;2.1561266;41.4038996
Supermercat;2.1573676;41.4051465
Supermercat;2.1774594;41.4068675
Carrefour Market;2.2246819;41.4384065
Jespac;2.1601112;41.3744984
Zarah Supermercat;2.1674105;41.4041095
Plaça de Tetuan;2.1750447;41.394124
Condis;1.9301624;41.3823981
Gra de Gràcia;2.1590846;41.4015523
Coaliment;2.0596177;41.3869623
Casa Ruiz Granel;2.1368219;41.403631
Condis;2.0568306;41.3877522
Bon Granel;2.1332375;41.3753219
;2.1557942;41.4251828
Gra de Gràcia;2.1542041;41.4032168
100 grams;2.1726072;41.4341151
Handsel & Granel;2.1505135;41.402095
Gra de Gràcia;2.1539247;41.4005992
Casa Ruiz Granel Selecto Barcelona-Eixample Dret;2.175008;41.3904129
Graneria de Sant Andreu;2.1903896;41.4285496
La Montcadenya;2.1764596;41.4253234
Granel Poble Sec Market;2.1583481;41.3745563
Vida Meva- Queviures Ecològics de proximitat;2.203517;41.4004914
Colibrí a granel;2.150225;41.4043461
La Graneria del Poblenou;2.2010138;41.4018083
Surinyach Pasta i Gra;2.162503;41.4096787
Granarium;2.1825341;41.3970387
Del poble... A granel;2.2010186;41.4133397
granel street market;2.156619;41.3817777
E&L Tot a Granel;2.1679573;41.4302855
Real food granel;2.1335712;41.3809203
Monmas;2.1625974;41.3772234
Refill & Zero;2.1227944;41.3962605
Sardà;2.1764075;41.4027904
Consum;2.2095306;41.5402571
;2.1728916;41.3750603
Condis;1.9281119;41.4735906
Mercadona;2.4339062;41.5377038
Consum;1.6951601;41.3417543
;2.154229;41.426007
Mercadona;2.0616813;41.4697577
Condis;2.1518709;41.4220727
Condis;2.1555737;41.4241304
;2.1554212;41.4255359
;2.1530515;41.4251332
;2.1545442;41.4252722
Carrefour;2.1551434;41.426654
;2.1552676;41.4267539
Condis;2.1572699;41.4265804
Condis;2.155784;41.4207285
;2.1554545;41.4220761
;2.1546068;41.4233188
Caprabo;2.1354917;41.4023957
Caprabo;2.1373773;41.3751944
Català & Kamala;2.1660567;41.3949556
Condis;2.2425387;41.4393583
Totbo;2.0652614;41.4578737
Aliprox;2.1413574;41.3737588
Dia%;2.1393169;41.3631128
ALDI;2.1779771;41.3971217
Mi Alcampo;2.1812818;41.3821997
ALDI;2.160064;41.3854393
Coaliment;2.1402282;41.3610405
Condis;2.1598688;41.4018957
Idl;2.1010058;41.3735429
Dia;2.1372331;41.3847429
Lidl;1.9753765;41.2816921
Coaliment;2.1544728;41.3895942
Condis Express;2.2506589;41.9333516
Bonpreu;2.1387727;41.3859747
ALDI;2.1370582;41.3854147
Bon Àrea;2.1477278;41.381139
ALDI;2.1370478;41.3853659
Consum;2.360809;41.6416286
Condis;2.05843;41.3768473
Germinal | Herbolari , Complements i Cosmètica Natural;2.1682498;41.3996725
Lidl;2.1757495;41.3887397
Supercoop Manresa;1.8258208;41.7244668
Supermercat Asiatic;2.2336158;41.434617
Condis;2.2233321;41.4232152
Coaliment;2.1478583;41.3948658
Covirán;2.1800414;41.3863718
ALDI;2.165215;41.3851898
EsNaturalBcn;2.1555065;41.3880256
Dia & go;2.1771049;41.3909216
Condis;2.1824262;41.3865857
Consum;2.0407226;41.4966543
Suma;2.0331997;41.4846669
Peixateria el Mar de la Susi;2.0441334;41.3872034
Llobet;1.8285498;41.7307123
Súper Mercado Toro;2.1786682;41.3818026
Condis Express;1.8987518;41.5193701
BonÀrea;1.9009954;41.5165506
;2.1544324;41.3858301
Condis;2.2234813;41.4162033
Condis;2.1090639;41.372796
Supermercat Lucía;2.1089814;41.3725995
Coaliment;2.1165364;41.3778863
Mercadona;2.2856069;41.6042857
;2.025565;41.5992435
Sorli Discau;2.2271144;41.5649096
Primaprix;2.1982348;41.4032097
Condis;1.9758845;41.4482569
Condis;2.104357;41.5506311
Condis Express;2.1892741;41.420166
Mi Alcampo;2.2376287;41.4510753
Condis;2.4812673;41.5730471
Caprabo;2.4829018;41.5741362
3 Estrellas Supermarket;2.0447147;41.2721073
Proxim;1.6166399;41.3257258
Casa Tió;2.2855688;41.6082187
Coaliment Supermercats;2.1441289;41.4044669
Bonpreu;2.1274314;41.3835857
El Rebost de la Vila;2.0992714;41.4996105
"Llobet 1923 - ""Cal Segalet""";1.9706307;41.8623861
BonÀrea;2.4443436;41.6927369
Dia;2.4454875;41.6935983
Essenciales;2.3668396;41.5123356
Supercor;2.1296689;41.3676723
Mercadona;2.1276222;41.3642891
Super Tandy;2.2099456;41.4098158
Alcampo;2.2252206;41.4137345
Condis;2.1441256;41.3883224
Carrefour Market;2.1752298;41.386773
Ecolectia;2.159983;41.4043319
Lidl;2.1879343;41.4299646
Supermercat;2.1515968;41.4059341
;2.1423002;41.3850621
Ametller Origen;2.1431771;41.3898935
;2.1422047;41.3837382
;2.1452604;41.3724747
;2.1471563;41.3750152
;2.136303;41.3657131
;2.1392882;41.369109
;2.1413597;41.3722853
;2.1459188;41.377447
Condis;2.1453536;41.3761484
;2.1475215;41.390624
;2.1978459;41.3996622
;2.1984615;41.4001622
;2.1463037;41.3939155
;2.1545744;41.391366
PROP;2.1461251;41.3937644
ALDI;2.1374479;41.3618892
Caprabo;2.1816355;41.4190756
Bonpreu;2.4407176;41.5373937
;2.1467646;41.3959984
El graner de Sant Gervasi;2.1463433;41.3939451
Condis;2.140303;41.4008729
;2.1096313;41.3607328
;2.1374753;41.3790295
Galaxy;2.1373666;41.3776503
Shapla;2.1377936;41.3785669
Lidl;2.1412324;41.382413
Supermercat nou;2.1335828;41.3723832
Sorli;2.0917435;41.3223545
Awami;2.1655923;41.3828342
Supermercat;2.1467552;41.3823415
Proxim supermercats;2.1734737;41.4018597
