;propertyCode;Centro_comercial;Centro_comercial_distancia;cinema;distancia_cinema;Parque;Parque_distancia;Gimnasio ;Gimnasio _distancia;Supermercado;Supermercado_distancia;Teatro ;Teatro _distancia;farmacia_mas_cercana;distancia_farmacias;Escuelas;escuelas_distancia
802;105652109;Muji;1193.5020247707012;Cinemes Girona;966.6355641273566;;59.9973115832942;Let's Fly;322.6157716107362;Condis;118.57649534828424;Taller Masriera;332.9458383113616;Farmàcia Torrents Grau, Glòria;119.8931397708068;Col·legi Maristes la Immaculada;152.45938228571433
803;105637727;DISTAR centres del descans;935.7565889588031;Cinemes Girona;650.0771709650389;;137.90196391763195;Fabrik;31.3678889356843;;1.3397540357074358;Taller Masriera;533.1169172195913;Farmàcia Ibáñez Gimeno, Marta;106.21402847374848;Dominiques Barcelona;125.5857003027715
804;105390651;El Corte Inglés;1184.7661588684052;Gran Sarria Multicines;920.3812592049006;;274.2385313036727;Anytime Fitness;729.7754678847682;Veritas;303.2566526730331;;245.4070597508741;Farmàcia Pilar Gazulla Abio;126.77841353020524;Col·legi Reial Monestir de Santa Isabel;105.62513763858448
805;103450456;Galeries Maldà;695.4908275549524;Cinema Maldà;655.0641627371068;;310.3472441829824;Ashtanga Yoga Shala;359.50272867935644;Coaliment;35.61120278621038;Palau Dalmases;249.58035529154463;Farmàcia Soler Alonso, Eduard;140.98982783473917;Escola Ángel Baixeiras;246.37887309026533
806;105650484;Galerias Maldà;427.05026324607866;Cinema Maldà;419.8334030374462;;168.56756457700322;Holmes Place;398.0461111638157;Carrefour Market;20.78315540291029;Palau de la Música Catalana;85.90348320871243;Farmàcia Moragrega Estrany, L - Rojas Estrany, ME;21.61464096801709;La Salle Comtal;141.70857348360127
807;105727463;El Corte Inglés;212.18267793837697;Comedia;416.4608851481768;;521.8638986475399;Dir;56.54391226848752;Caprabo;187.5979021262175;Teatre Tívoli;158.2403410484955;Farmàcia Galup Russines, Mireia;41.38150702222303;Jesuïtes Casp - Sagrat Cor de Jesús;63.40316197638011
808;105163740;DISTAR centres del descans;712.0882051374011;Phenomena;313.06714513327256;;169.10036947738354;Dir Claret;210.0694894299787;Bonpreu;18.16749997851626;Teatre Gaudi;33.944918255110885;Farmàcia Bonany Llorens, M. Pilar;119.76553354429204;Institut Teresa Pàmies;170.6559496725275
809;96317885;Alejandra;515.9634130733943;Balmes Multicines;620.4865940676918;;167.58629583449002;;696.3377717696625;Taste of America;240.24497994187;La Gleva;409.9799478651808;Farmàcia Sahun Xifré, Montserrat Rosario;107.62027440903746;Mary Ward;128.27844631952163
810;104793234;El Corte Inglés;635.6455217737459;Gran Sarria Multicines;1582.1780459282788;;231.2753934468222;The Class BCN;276.6143661115584;Kachafruit;429.0287257045307;;1122.8898493281606;Farmàcia Torrell, Lourdes - Bea, Lluís;168.2049952584514;Magic Mirror Center;380.04475016192777
811;103163190;Muji;524.658052407455;Cinesa Diagonal;915.9749161477956;;120.22991401985053;;264.98122887320443;Bonpreu;123.30333030129964;Aquitania;697.8599210249408;Farmàcia M. Lourdes Campo Güerri;85.4651958454205;Paideia;164.92332410854215
812;38278514;Galerias Maldà;83.48859471698984;Cinema Maldà;81.42979098507668;;186.46469757080152;Yoga Weeks Barcelona;494.2632863801722;Spar;119.82008735191695;Poliorama;327.70699719526806;Farmàcia Lasmarias Palos, Arturo;149.2216236404782;Escola Massana;433.726536659481
813;104167283;Cash Converters;273.86940181015336;Renoir Floridablanca;332.2359816965146;;303.7920045600824;Duet Fit Universitat;262.5106366712502;Global cash & carry;73.51291419173866;Teatre Goya;96.99564342735272;Farmàcia Gallardo Sauret, Montserrat;92.54430869102038;Escola Castella;165.23069461735426
814;105385620;DISTAR centres del descans;647.6569552770048;Phenomena;769.8146626691603;;264.4821030006444;Anaconda fight club;451.7415998940471;Super mercat;114.0067469422236;Teatre Gaudi;606.5013445240984;Farmàcia Garcia Velasco, Eider;86.83033039635444;Escola de les Aigües;242.5727296419776
815;103517764;Galeries Maldà;578.1719261134792;Cinema Maldà;551.696504256053;;71.59937487371857;Centre Esportiu Municipal Colom;316.6765827786248;Dia Market;65.523982237757;Teatro Principal;384.3890502097207;Farmàcia Marimon Puigmartí, Beatriz;44.43484740095726;Escuela de Artes Aplicadas y Oficios Antiguos;82.5570340157415
816;105706122;El Centre de la Vila;509.2782647065218;Glòries Multicines;1370.1448141854048;;331.09832443982367;Ve Pilates;412.3755564840669;;222.25947463369263;Sala Poblenou. Centre Moral i Cultural;657.1446880336257;Farmàcia Bertran Montañas, Helena;91.30021808743876;Escola Voramar;183.58787654530272
817;105650774;UME Muntaner Unió Musical;583.8085104546528;Cinema Bosque;759.4128783617721;;104.35292136220666;A Run de Terra;599.6932902250755;Taste of America;54.05368693603159;La Gleva;132.4745859479361;Farmàcia Guix, Rosa - Giné, Mar;83.96733098684263;Escola Poeta Foix;140.97951309887833
818;103867134;Vorwerk Thermomix Feelina;667.8862640579046;Aribau Multicines;608.6090589869805;;278.10790049413345;Ray Fitness BCN;189.62876679303065;Lidl;136.7682782265438;La Villarroel;57.284223331316106;Farmàcia Cutillas Bou, Martin Augusto;131.3108789934167;Sant Josep Oriol;77.44832776417397
819;104987444;DISTAR centres del descans;925.61130672591;Cinemes Girona;552.9562115036206;;89.58701317429176;Fabrik;113.68885571134273;Supermercat;123.00758981326774;Taller Masriera;507.6812906162616;Farmàcia Mònica González Expósito;54.06885185665041;Escola 9 Graons;258.7561840984914
820;105906640;UME Muntaner Unió Musical;639.086063217805;Cinema Bosque;327.36886342239893;;247.76665843150107;Metropolitan;31.820952983284336;Veritas;89.72404845109095;Centre Artesa Tradicionarius;587.1115604681038;Farmàcia Montserrat Miquel;55.61133592003495;Escola Pia Balmes;119.49820554332231
821;92120063;Cash Converters;946.3345091151768;Phenomena;1400.093000017037;;185.5477417420412;Gimnasio Puro Impacto Barcelona;914.1432206334664;Condis;88.39892231242357;Teatre Gaudi;1631.1838703614037;Farmàcia García Barrado, M. Carmen;95.04816005764307;Institut Francisco de Goya;386.6817519454749
822;100453903;UME Muntaner Unió Musical;295.2390385149081;Cinesa Diagonal;839.5747933112503;;348.8803140155046;Àrea Pilates Barcelona;24.96084077667339;;163.4373832215588;Teatre Akademia;465.1407573785991;Farmàcia Jimenez Castelltort, Laura;50.80789403224004;Escola Nausica;267.56723485501567
823;105543543;C4 Optics;698.7092738520276;Balmes Multicines;824.7542559833723;;224.72936634004628;Fitness Lleure;484.9220774146232;Suma;157.73428143568142;La Gleva;757.3975796398039;Farmàcia Rubies Mallol, Lourdes;48.24989907505976;Escola Súnion;63.0241840475462
824;105962928;Maremagnum;1035.012417587543;Cinema Maldà;1863.152551469336;;116.59077453338772;Centre Esportiu Municipal Maritim;637.7571489798335;Caprabo;169.57516890363186;La Seca Espai Brossa;1041.146527594652;Farmàcia Domènech Pérez, Antoni;35.931995100728614;Institut Joan Salvat Papaseit;239.4044778969581
825;103158036;Alejandra;134.94313791819056;Balmes Multicines;264.5093445943004;;215.6636668269226;Fitness Lleure;447.1830800035142;Plusfresc;404.98301270727694;La Gleva;654.0445968749602;Farmàcia Blanco Hernández, Marta;84.85150474699641;Mary Ward;488.2592166332061
826;105958755;Galerías Olimpia;779.948193005651;Renoir Floridablanca;1148.4987882750574;;300.93359539630296;Viva Gym;513.0508945795535;Suma;107.52272175776558;Teatre Grec;257.1363160829208;Farmàcia Segura Boix, José Bernardo;105.48400989243974;Maristes Anna Ravell;149.73101120173052
827;104326516;Galaxia;126.2186861895033;Glòries Multicines;1442.8135314314848;;235.00251596076296;Mugendo martial arts;442.663480611294;Sorli Discau;90.53367748920483;Casino l'Aliança del Poblenou;147.11065236616687;Almirall;38.60416416462019;Escola La Mar Bella;6.938559147198634
828;105958520;Galerías Olimpia;554.3977427534109;Filmoteca de Catalunya;72.63080312362423;;79.45251734822102;CEM Can Ricart;163.15581902597086;Caprabo;55.47991099005315;;227.21405924591676;Farmàcia Montaner Rogado, Yolanda;72.00169988638096;CFA Maria Rubies;45.064073956970006
829;105580372;Alejandra;204.52326958980345;Balmes Multicines;331.63449862819783;;153.65040844554537;Fitness Lleure;495.1571646488387;Coaliment Supermercats;347.71401134195514;La Gleva;586.3690691760546;Farmàcia Ribas Fernández, Emma;104.89054269591944;Mary Ward;431.3033030020798
830;101083434;Galerías Olimpia;365.0398739647727;Filmoteca de Catalunya;764.8591042458802;;248.71036399240967;Altafit;357.7978471583214;Condis;77.48972491171749;El Molino;184.2500374767703;Farmàcia Catafal Llora, Lourdes;37.23852742401953;Escola Sagrat Cor;345.1266409615147
831;85617774;UME Muntaner Unió Musical;137.35802832699292;Cinesa Diagonal;937.012778448543;;254.09010879609025;Àrea Pilates Barcelona;144.11753897936293;Caprabo;71.41306198281463;Teatre Akademia;537.50711912327;Farmàcia Castany Plana, Marta;8.184491055469872;Escola Nausica;120.9592050954255
832;104084520;Centre Comercial SOM Multiespai;822.0107343992108;CINESA Porta;810.8747423571857;;116.66238800474186;;700.3176459580085;Bonpreu;67.34973577700448;Sant Andreu Teatre;1449.4587892345696;Farmàcia Picas;75.87486195295041;Institut Barcelona-Congrés;214.98543919233205
833;102568554;DISTAR centres del descans;439.17099442245245;Verdi Park Barcelona;367.3779266402878;;282.17693934059554;l'Espiral;17.606125999651344;Condis;114.30014314819228;Golem's;161.4048039259655;Farmàcia Benedicto López, Mercè;79.49747968237293;Escola Joan Triadú;23.04004566474246
834;99969147;Galerías Olimpia;430.0813424667222;Filmoteca de Catalunya;190.9942921913362;;131.23980963227604;CEM Can Ricart;138.28742776406872;;121.4623986799906;Conservatori Superior de Música del Liceu;231.7979913812217;Farmàcia Beltran Rovira, Jordi;78.1872699925923;Escola Cintra;113.34228410333336
835;101070945;DISTAR centres del descans;381.6272384108836;Espai Texas;195.8149346321059;;111.41253448778784;formula;164.43536738699268;Condis;163.1502701631477;Youkali Escola de Teatre Musical;251.6929535847912;Farmacia Bastida-Sicart;114.06893025200608;acidH;73.91486948904165
836;105462001;Travessa outdoor;655.0529180088727;Zumzeig;1191.4349986403165;;308.1607069131277;Shoshinkan;248.2223180273044;Supermercat nou;235.7673748307844;Sants Teatre del Centre;279.39887141901744;Farmàcia Mercè Rius Balet;39.98434375240211;Escola Cal Maiol;95.91562423859652
837;104484188;C4 Optics;2062.0071419121946;;736.4362005858999;;723.3663736697239;;1316.828632415863;Condis;1788.8704759973534;Centre Parroquial de Sant Vicenç de Sarrià;1986.5307866315711;Farmàcia Bregante Soriano, Teresa;1192.8308160558522;Escola Frederic Mistral - Tècnic Eulàlia (Centre Tibidabo);1201.840081777453
838;104983849;Vorwerk Thermomix Feelina;560.7889869103154;Aribau Multicines;944.7553462333842;;27.6259097734275;;261.067839399739;;73.33877275426273;La Villarroel;385.1265452106923;Farmàcia M. Gras;82.00643330484628;Col·legi Urgell;139.65321225888582
839;105962177;Centre Comercial Encants Nous;1089.4531855524012;Comedia;1464.780485573119;;311.0613266032433;Let's Fly;298.85729288518314;ALDI;30.12529011110295;Taller Masriera;623.6553561414812;Farmàcia Abad Merin, Milagros;105.20586261338455;Institut Angeleta Ferrer;321.14747595075625
840;105818970;Centre Comercial Encants Nous;557.7326789635871;Phenomena;642.0077097132279;;176.76388773237613;Byoga;572.2789561197192;Supermercat;68.43384323515431;Teatre Gaudi;868.2025446880407;Farmàcia Garrido Rodríguez, C. i C;60.313442429141645;Escola Tabor;178.60874602677816
841;102114837;Galerías Olimpia;398.7622420922096;Filmoteca de Catalunya;303.97752626055075;;72.92160318484444;;261.5150930341232;Dia;111.75744632204406;Cafè-Teatre el Llantiol;79.57573760714689;Sastre Marques;91.58324575560675;Escola Cintra;74.79461244239062
842;105456593;Centre Comercial Encants Nous;947.13274270324;Phenomena;537.4357120780452;;453.76769104344254;Byoga;146.24044635065366;Mishcat;85.15957087586045;Teatre Gaudi;849.2207173351328;Farmàcia Albareda, Anna - Pérez, Núria;117.58887861345454;Escola de dansa - STAGE;291.87778727516894
843;103725401;tokomusic;70.67655009835734;Cinema Maldà;414.03107077124383;;138.19196764468236;Yoga Weeks Barcelona;200.6761628526461;Carrefour Market Ramblas;75.38948923989754;Poliorama;72.2872630695892;Farmàcia Rosenfeld Barrenechea, Ricard;45.67927240703307;Institut Escola Elisabets;242.28590652178343
844;102544687;UME Muntaner Unió Musical;519.2580050566044;Cinesa Diagonal;700.2271838185544;;390.3128911727852;Àrea Pilates Barcelona;478.23636560169103;Plusfresc;131.75985908203134;La Gleva;792.3503863808203;Farmàcia Pallarés Pérez, Montserrat;65.45176623509421;Escola Augusta;171.55174812248904
845;104518834;Vorwerk Thermomix Feelina;267.5242563896365;Renoir Floridablanca;892.0229623612464;;110.48847067023098;Ray Fitness BCN;288.52716769978167;Condis;133.70659702279573;La Villarroel;414.4250213210064;Farmàcia Vega Masana, M. Teresa;66.00090621854692;Institut Viladomat;50.01037811502511
846;104839160;Galeries Maldà;666.3057017822429;Cinema Maldà;651.4170223288711;;93.07468516168912;Centre Esportiu Municipal Colom;129.5741444858183;El Bròquil del Gòtic;54.48788649249092;Teatro Principal;263.0075764751238;Farmàcia Gironès Saderra, Montserrat;136.13602359097268;Escola Drassanes;96.4437889196311
847;102240985;Centre Comercial Diagonal Mar;542.6783595145049;Cinesa;587.5197455405564;;126.0470563125997;9a Poblenou;929.7303782144664;Alcampo;525.9585822437937;Casino l'Aliança del Poblenou;1549.9377573265306;Farmàcia Joan Pascual i Miquel Basterra Gabarró;385.73380819451984;Centre Educatiu Grèvol;557.61054433927
848;104437937;Galeries Maldà;954.8362276516872;Cinema Maldà;912.6458979235018;;211.27922461144303;Ashtanga Yoga Shala;367.4559462757443;De tot al Born;66.5161411420219;La Seca Espai Brossa;70.91306423720681;Farmàcia Patrícia Alomar Ferrer;34.440881999124834;Escola Tècnico-Professional Xavier;514.5805756269091
849;105413415;;524.0998517806732;Cinemes Boliche;888.7264771925002;;139.4990708993795;;264.9298092967249;;37.48241387667028;Teatre Akademia;264.2320782334708;Farmàcia Cervera Bech, Isabel;79.30061045315435;Escola Sagrada Familia;93.81729188681356
850;105131399;Maremagnum;839.6810658114133;Cinema Maldà;1856.60735496371;;160.50688589572923;Ashtanga Yoga Shala;884.3237420955966;;272.8556358026746;La Seca Espai Brossa;1145.5570591530309;Farmàcia Miró Aspa, Antoni;42.198742809781855;Institut de Nàutica de Barcelona;315.45447529245126
851;98211914;Centre Comercial Diagonal Mar;542.4341037575745;Cinesa;580.1797075112922;;117.73195474873708;9a Poblenou;753.3284842820942;Mercadona;400.7680282807416;Casino l'Aliança del Poblenou;1375.4065091263583;Farmàcia Clanxet Wust, Pilar;233.840697403836;Centre Educatiu Grèvol;346.1251493905703
852;103744327;Galeries Maldà;1102.7362034762648;Cinema Maldà;1060.6337772167865;;220.21407049765105;Ashtanga Yoga Shala;658.0583803799225;Condis;80.25018863703814;La Puntual;159.06808112856777;Farmàcia Sentelles Monill, Anna;168.70992419782962;Institut Pau Claris;462.3992789392948
853;101260894;DISTAR centres del descans;1101.8331572974855;Cines Verdi Barcelona;471.4733715254619;;98.03425960807104;Sala Aglaya;88.02059051676875;Bonpreu;153.00575580806762;L'Autentica Teatre;125.02787340086688;Farmàcia Carrera Rodríguez, Elisa;12.718721987902596;Escola La Salle Gràcia;76.0890339033907
854;105185022;Cash Converters;415.86727802559983;CINESA Porta;1504.7679557966696;;96.33691358160382;Gimnasio Puro Impacto Barcelona;311.8564881774476;Fresh;25.40561565263689;Nau Ivanow;1219.2412736668757;Farmàcia Xavier Albert Diloy;122.21982519362668;Nen Déu;205.61549766262115
855;101667898;DISTAR centres del descans;953.8287231621964;Verdi Park Barcelona;575.881746289186;;283.2881686265191;Sala Aglaya;437.9193923627296;;70.28773258347394;L'Autentica Teatre;336.27373081900174;Farmàcia Tutzó Martín, Gemma;82.7614353604069;Jesuïtes Gràcia - Kostka;218.35326950800396
856;104445387;;556.1688035156587;Cinemes Boliche;1075.1919482802082;;81.40813152855348;;267.2742516312459;;81.54025616615887;La Villarroel;631.6333689002636;Farmàcia Fullana Barceló, Beatriz;97.74807177720086;Escola Auró;64.84629730593238
857;105921883;El Corte Inglés;807.7187179785566;Comedia;871.7039468824704;;83.1263358478025;Programa COS pro inertia;158.66552822339997;Plaça de Tetuan;217.82347576137568;Taller Masriera;108.59088948673092;Farmàcia Mateu Bellés, M. Joana;106.02403586301978;Centre Educatiu Santa Anna - Eixample;35.05249002227077
858;104245226;Maremagnum;555.7666416637019;Filmoteca de Catalunya;815.1118354350366;;259.4955256845223;Centre Esportiu Municipal Colom;239.54685580323925;MercaNautic;87.5659359341196;Teatro Principal;395.5611501067677;Farmàcia Rodríguez Vilar, Javier;43.96344107519908;Escola Drassanes;275.6127140179194
859;103430949;Centre Comercial Encants Nous;558.9489363503886;Phenomena;652.2773652393547;;109.00496866754118;Byoga;488.82612596366914;Condis;48.17069830863409;Teatre Gaudi;902.4085607240816;Farmàcia Garrido Rodríguez, C. i C;69.83136552232803;Escola Tabor;186.8957600055212
860;105450484;Gran Via 2;779.6097776605297;Filmax Gran Via;872.1828493999465;;266.4135717026136;;259.0348816413911;Caprabo;503.3089436868307;Teatro de los sentidos;1236.6919698175866;Farmàcia Torrents Bergé, Javier;289.9152819392003;Escola especial Nostra Senyora de Montserrat;289.31652079795856
861;102049749;El Corte Inglés;319.85885655916496;Comedia;604.1607783477436;;443.3592205404138;Holmes Place;108.67417258722524;Caprabo;63.07361343374138;Teatre Borràs;164.73121782130028;Farmàcia Bouffard Fita, Carina;122.06940050510028;Jesuïtes Casp - Sagrat Cor de Jesús;177.85752899986718
862;104849525;El Corte Inglés;231.04976650903936;Comedia;578.8956043734776;;468.2045346180163;Dir;139.0692310747908;EuroCity;121.88989173191904;Teatre Borràs;99.11503346892638;Farmàcia Martínez Campos, Juan José;94.49428614433182;Jesuïtes Casp - Sagrat Cor de Jesús;196.19122913846576
863;105365346;Cash Converters;233.45756911822173;Renoir Floridablanca;293.09869040189847;;287.4112348018142;Duet Fit Universitat;404.3123552870104;Awami;134.16403698771123;Teatre Goya;266.8260762461702;Farmàcia Benavides Helbig, Santiago;103.1100102361117;Institut Lluïsa Cura;222.06672427603525
864;104806557;Muji;1187.952242781511;Cinemes Girona;992.6456358141936;;91.9840369612542;Let's Fly;305.8805522608452;Condis;107.51921484646556;Taller Masriera;312.9429886847868;Farmàcia Torrents Grau, Glòria;88.8151825234072;Col·legi Maristes la Immaculada;175.24926359864563
865;102627697;El Corte Inglés;810.2960063621915;Comedia;821.6979391897034;;117.20139707974865;Programa COS pro inertia;167.62306924062997;;119.41812157216886;Taller Masriera;85.1606274967507;Farmàcia Puchol Jambert / Garcia-Miranda Rojas;123.66122891778218;Centre Educatiu Santa Anna - Eixample;110.82514532978368
866;105934755;El Centre de la Vila;799.5941554537392;Cinema Maldà;2346.9882703705216;;255.1940089536811;Centre Esportiu Municipal Maritim;43.23563531836932;Supermercat del Mar;567.1065512683967;La Seca Espai Brossa;1413.1809537864012;Farmàcia Neus Tomàs Puig;497.3073782057088;Escola Alexandre Galí;399.9292087179925
867;104806709;Muji;1035.269897935808;Cinemes Girona;807.6841543008247;;16.8925066586681;Fabrik;256.2269475246018;;255.3307571043077;Taller Masriera;280.12798600195805;Farmàcia Isabel Romera Guijarro;68.23364301058156;Col·legi Maristes la Immaculada;60.30555600418171
868;105545524;DISTAR centres del descans;855.9831594096776;Cinemes Girona;634.3137633692654;;161.6946355057948;Fabrik;117.51448730873555;;103.370496291014;Microteatre Barcelona;617.1660756768074;Farmàcia Carrillo Herranz, J. Ramón i Meritxell;120.97132789750466;Dominiques Barcelona;100.82077671324318
869;103864220;;506.016088215999;Cinemes Boliche;879.9529624361019;;132.08024349732187;;130.2247332600682;Caprabo;156.0563651077196;Teatre Akademia;677.8519315315899;Farmacia Provença 156;135.52685467310923;I.P.S.I. Escola de Batxillerat;120.07551559407446
870;105847017;Cash Converters;565.6843153805805;CINESA Porta;1371.3351977342286;;54.027578373714725;Gimnasio Puro Impacto Barcelona;339.44244651106305;BonArea;14.615801641976796;Nau Ivanow;1313.3660506672338;Farmàcia Xavier Albert Diloy;43.81744349862527;Nen Déu;94.45523774015324
871;102758278;Cash Converters;85.73667212829848;Renoir Floridablanca;130.48868472095504;;141.52412337081267;VivaGym;350.5407842132165;Consum;141.96292930455877;Teatre del Raval;294.223006259551;Farmàcia Rodríguez Rubio, José Luís;92.0525275835581;Institut Lluïsa Cura;65.80037298905421
872;105024222;Galaxia;768.0879927273397;Glòries Multicines;866.9810209796848;;398.048896204012;Ve Pilates;147.11814709064433;Proxim;49.1455602182642;Sala Poblenou. Centre Moral i Cultural;461.6067301600252;Farmàcia Malo Castan, Beatriz;123.96560267329654;Barcelona Akademy of art;257.7152243252203
873;105338594;Maremagnum;984.3802035560598;Cinema Maldà;1784.0330490141014;;64.76556332945343;Centre Esportiu Municipal Maritim;684.6549348655836;Caprabo;93.30635081307518;La Seca Espai Brossa;965.1362419923294;Farmàcia Domènech Pérez, Antoni;75.94375675818175;La Salle Barceloneta;190.31418797183755
874;104450050;UME Muntaner Unió Musical;155.887673486173;Cinesa Diagonal;956.7617603246804;;288.1420325881912;Àrea Pilates Barcelona;126.41208825754453;Caprabo;100.60881038527354;Teatre Akademia;475.90694588467056;Farmàcia Castany Plana, Marta;50.63596698848099;Escola Nausica;125.41986679831416
875;105225438;Centre Comercial Diagonal Mar;425.4045189443037;Cinesa;390.7070551021434;;127.2491518380256;Cross Fit Sant Marti;1020.5415106766468;Dia;169.6087214695273;Auditori Sant Martí de Provençals;2157.6056059391844;Farmàcia Pastrana Fontanet, Roser;103.1235948452684;Centre Educatiu Sagrat Cor Besòs;255.1688347989756
876;105121609;DISTAR centres del descans;831.0716505233196;Phenomena;634.0510404242807;;81.1904397936735;Centre Esportiu Claror;118.5065230165689;Ametller Origen;27.158727857698253;Teatre Gaudi;470.8179981011469;Farmàcia García Sanmartí, Esteve Maña;147.60128307925527;Escola Sagrada Família;112.7412093097607
877;105678901;Centre Comercial SOM Multiespai;1350.6789387221625;CINESA Porta;1321.7551694354372;;141.60799061732942;Camino al Bienestar;595.6449442690488;Condis;234.0207700564182;Ateneu Popular de Nou Barris;2123.85334090638;Farmàcia Yolanda Trillo;112.32373315407553;Amor de Dios;236.4059782677831
878;105652242;El Corte Inglés (Can Dragó);747.0036298764356;CINESA Porta;807.1964296705135;;170.5149709287018;;787.5569374202366;Consum;138.2279206460473;Ateneu Popular de Nou Barris;687.2354423631573;Farmàcia Segarra March, F. - Segarra Guria, MD;95.015224426317;Centre Escolar Valldaura;84.9153695882487
879;103702923;El Corte Inglés;1172.413876151736;Comedia;1334.4833128608216;;244.8403571648379;Let's Fly;308.6088116952609;Maa Supermercat;89.54410172037778;Taller Masriera;505.2326660414827;Farmàcia Joana Mateu Belles;75.62340258952456;Escola Carlit;281.64687274490655
880;104951829;Maremagnum;895.2655765180602;Cinema Maldà;1937.5940811337016;Plaça d'Hilari Salvadó;199.19730750831005;Centre Esportiu Municipal Maritim;877.0191969000255;;264.01453283933506;La Seca Espai Brossa;1224.2354260081715;Farmàcia Miró Aspa, Antoni;102.83858660936924;Institut de Nàutica de Barcelona;338.2708600117619
881;105500724;;743.6010780820544;Glòries Multicines;840.7820153249993;;110.3725943014396;GYM esport Rogent;363.5801097340836;Condis;57.406605329449285;Nau Ivanow;1007.1207787086807;Farmàcia Santigosa Bosch, Núria;76.63096265155812;Escola Rambleta del Clot;219.37680952275284
882;105828774;Galeries Maldà;775.7867702774017;Cinema Maldà;735.2945559300734;;274.6093957196372;Ashtanga Yoga Shala;295.7980357665235;Argenteria;97.8794401011012;Palau Dalmases;201.10724196714048;Farmàcia Rodríguez Basciano, Alain Adolfo;147.1004716929804;Escola Ángel Baixeiras;289.99455352761885
883;105957504;C4 Optics;275.9303598181661;Balmes Multicines;752.5121985337628;;30.039456787925868;Fitness Lleure;334.3855792002109;Jespac;174.8979176332333;La Gleva;1172.385933771572;Farmàcia Ferran;106.95092536581907;Escola Solc Nou;172.37831742077302
884;105941445;Centre Comercial Encants Nous;834.0349446823276;Glòries Multicines;1423.5240213239756;;97.28906034545288;Centre Esportiu Municipal Estació del Nord;543.7353833611576;Sorli Discau;110.52579766069036;Sala 2 Oriol Martorell;339.4455189562252;Farmàcia Barturen Echeverría, Begoña;77.41160204520963;Sagrado Corazón;239.5002485621528
885;105487461;Muji;490.0639574322667;Aribau Multicines;485.0160711921351;;205.53822461720264;Holmes Place;253.43378357652983;Taste of America;21.08020520040189;Coliseum;483.0410233294597;Farmàcia León Alonso, Yolanda;95.46207094551244;Immaculada Concepció Barcelona;104.53388637708927
886;105500697;El Centre de la Vila;1026.0830361347305;Glòries Multicines;1486.27222314725;;22.478015607298783;Symplygym;115.16455633835469;Lidl;27.9637711559465;Sala 1 Pau Casals;693.8484496273771;Farmàcia Berbel Fenoy, Andrés;96.44699738474424;Escola Antoni Brusi;212.72869937496029
887;104815351;DISTAR centres del descans;559.6998771038026;Cinemes Girona;134.54973963785778;;200.75865156343568;Ludus Training Center;380.52096097609547;Lidl;26.13232031196907;Microteatre Barcelona;184.77981112270064;Farmàcia Marta Hernández Abellán;92.01374539689874;Francesc Pejoan;166.20626849492734
888;105158556;El Corte Inglés;861.2967601742669;Gran Sarria Multicines;1247.393503309307;;136.30582762790723;Anytime Fitness;435.28541252702337;Bonpreu;229.3144550930852;;479.9741395221319;Farmàcia Anna Maria Perera Francisco;161.660677269835;Sagrado Corazón;255.0107790445271
889;105592755;HOME+ EL GRAN BAZAR;279.2439880908464;Zumzeig;1284.9588703300994;;197.66684332857213;Duet Fit;206.0879394953136;Lidl;175.7775681675973;Auditori Can Batlló;144.85154060407223;Farmàcia Subirà Claramunt, Jordi;182.81552877577528;Institut Escola de Mitjans Audiovisuals - EMAV;70.22533752856525
890;105581612;Cash Converters;707.7234072685244;Phenomena;965.1359996158694;;57.921213163200775;Byoga;290.31873586243864;Caprabo;150.46728779423998;Teatre Gaudi;1275.5466332455028;Farmàcia Villanueva Villalba, M. Pilar;83.51915800915549;Escola Miralletes;49.82928937278047
891;103981324;Galaxia;173.61801454466172;Glòries Multicines;1509.456078263396;;264.2753666707143;Mugendo martial arts;619.9573457959549;Condis;127.36240111732802;Casino l'Aliança del Poblenou;242.35220021449032;Montse Villar Merchán;97.09760480991734;Escola La Mar Bella;228.32697874106628
892;105439862;Travessa outdoor;1338.790655466418;Filmax Gran Via;1965.2374464153088;;170.24927217726795;Club esportiu Laietà;890.1864211923731;Dia;93.25054160797464;Auditori la Torrassa;533.208031029675;Farmàcia M.Teresa Roca de Haro;56.53334509395918;Escola Pep Ventura;115.22654670027735
893;102923103;Alejandra;562.6168406015145;Balmes Multicines;674.7372806272775;;191.9797878530251;;773.060827388806;Taste of America;163.6213381636587;La Gleva;333.89923047233697;Farmàcia Sahun Xifré, Montserrat Rosario;59.91271133301056;Institut Montserrat;155.71390151563153
894;104653480;DISTAR centres del descans;1352.6122854598798;Cines Verdi Barcelona;807.5893789728455;;73.44582375283045;BDiR Lesseps;215.5151129432588;Caprabo;87.61480456972588;L'Autentica Teatre;443.2271907196301;Farmàcia Sardar Kussayer, Taufiq-Sami;97.73475199536814;Escola turó del Cargol;161.50485800143898
895;105491079;La Maquinista;1424.6651041074963;CINESA 3D La Maquinista;1550.4372183672378;;115.92583473154822;;1709.0767912158876;Pozo;62.961173139059234;Escola de Circ Ateneu Nou Barris;1206.3259765577964;Farmàcia Corral Iglesias, Antonio Miquel;65.9561010731295;Santísima Trinidad;79.09679480096459
