propertyCode;url;floor;propertyType;size;exterior;rooms;bathrooms;hasLift;hasStaging;hasParkingSpace;hasSwimmingPool;hasTerrace;hasAirConditioning;hasBoxRoom;hasGarden;zip_code;priceDropValue;price;Centro_comercial;Centro_comercial_distancia;cinema;distancia_cinema;Parque;Parque_distancia;Gimnasio ;Gimnasio _distancia;Supermercado;Supermercado_distancia;Teatro ;Teatro _distancia;farmacia_mas_cercana;distancia_farmacias;Escuelas;escuelas_distancia
102473200;https://www.idealista.com/obra-nueva/102473200/;1;flat;114.0;True;4;2;True;False;False;No data;No data;No data;No data;No data;8902;No data;472000.0;Gran Via 2;536.5093501734817;Filmax Gran Via;496.8675184027711;;172.35490157408873;Judo Club l'Hospitalet;242.7564812697503;Mercadona;302.3507255785952;Auditori la Torrassa;980.1127167139208;Farmàcia de Oleza Roncal, M. Pilar;97.55052835891172;Escola Pompeu Fabra;313.3486550646241
104829982;https://www.idealista.com/inmueble/104829982/;3;flat;62.0;True;2;1;False;False;False;No data;No data;No data;No data;No data;8096;No data;168000.0;;970.6441150792242;Cinemes Full HD;2396.2460832955767;;276.53065746898085;VivaGym Finestrelles;1485.126502170535;Covirán;254.54647775227775;Auditori Barradas;1157.677171630335;Farmàcia Cabre Menendez;166.41838744940063;Institut Apel·les Mestres;133.18857579838007
91205678;https://www.idealista.com/obra-nueva/91205678/;1;flat;101.0;True;4;2;True;False;False;No data;No data;No data;No data;No data;8901;No data;415000.0;la Farga;603.9487897863997;Cinemes Full HD;2747.157239389541;;247.7158394234807;;1125.5290679721488;Autoservei Almar;29.717272517476083;Auditori Barradas;257.6898481740803;Farmàcia Muñoz;101.85916876831024;Col·legi Tecla Sala;85.75998288364025
104692077;https://www.idealista.com/obra-nueva/104692077/;bj;duplex;97.0;True;3;3;True;False;False;No data;True;True;No data;No data;8902;No data;405000.0;Gran Via 2;544.6483726529342;Filmax Gran Via;510.3580161174097;;189.0974431652581;Judo Club l'Hospitalet;223.61588023975835;Mercadona;279.8093226300115;Auditori la Torrassa;962.880706850523;Farmàcia de Oleza Roncal, M. Pilar;80.18452656505598;Escola Pompeu Fabra;310.42234836629814
104960795;https://www.idealista.com/inmueble/104960795/;2;flat;84.0;True;3;1;False;False;False;No data;True;No data;No data;No data;8902;10000.0;219000.0;Gran Via 2;804.0098987040552;Filmax Gran Via;835.2630251793912;;31.87640061907365;Judo Club l'Hospitalet;275.7182805340328;Hosmarket;61.54419458560048;Auditori la Torrassa;710.4388127303878;Farmàcia Pareto;20.11954671643775;Escola Casal dels Àngels;27.199854708062595
102472773;https://www.idealista.com/obra-nueva/102472773/;bj;flat;85.0;True;3;2;True;False;False;No data;No data;No data;No data;No data;8902;No data;310000.0;Gran Via 2;536.5093501734817;Filmax Gran Via;496.8675184027711;;172.35490157408873;Judo Club l'Hospitalet;242.7564812697503;Mercadona;302.3507255785952;Auditori la Torrassa;980.1127167139208;Farmàcia de Oleza Roncal, M. Pilar;97.55052835891172;Escola Pompeu Fabra;313.3486550646241
105594205;https://www.idealista.com/obra-nueva/105594205/;bj;flat;96.0;True;3;2;True;False;False;No data;No data;No data;No data;No data;8902;No data;414000.0;Gran Via 2;536.5093501734817;Filmax Gran Via;496.8675184027711;;172.35490157408873;Judo Club l'Hospitalet;242.7564812697503;Mercadona;302.3507255785952;Auditori la Torrassa;980.1127167139208;Farmàcia de Oleza Roncal, M. Pilar;97.55052835891172;Escola Pompeu Fabra;313.3486550646241
104907286;https://www.idealista.com/obra-nueva/104907286/;2;penthouse;55.0;True;2;2;True;False;False;No data;True;No data;No data;True;8801;No data;295000.0;la Farga;944.7290353281526;Cinemes Full HD;2400.4461149915383;;197.1537063738568;;1394.320740859673;Condis;54.3477063723511;Auditori Barradas;602.9349430702102;Farmàcia Daniel Perez Marti;57.46776458230995;Col·legi Tecla Sala;285.1203259041192
104921852;https://www.idealista.com/inmueble/104921852/;bj;flat;81.0;True;3;2;True;False;False;No data;True;No data;No data;No data;8991;No data;355000.0;la Farga;621.5497850012225;Filmax Gran Via;2016.3107609113488;;185.1514659892825;;7.486402079003318;;80.20369761837429;Auditori Barradas;1090.206705749191;Farmàcia Carrilet 208;159.19753893079263;Escola Pau Sans;187.57296332442215
104761710;https://www.idealista.com/inmueble/104761710/;No data;flat;70.0;True;3;1;True;False;False;No data;No data;No data;No data;No data;8096;No data;235000.0;Centre comercial Sant Ildefons;934.6790647836484;Cinemes Full HD;2489.282922422316;;68.33881174930022;VivaGym Finestrelles;1404.2179305466552;Covirán;449.106863698858;Robert Brillas;1262.1384396564154;Farmàcia Cabre Menendez;97.23568717352364;Escola Pablo Neruda;254.8854940782124
105817024;https://www.idealista.com/inmueble/105817024/;5;flat;61.0;True;3;1;True;False;False;No data;True;True;No data;No data;8906;No data;195000.0;la Farga;1312.2340914764814;Filmax Gran Via;3214.250200231612;;162.89160224363212;VivaGym Finestrelles;825.9661723812434;Dia;234.85035301294675;Auditori Barradas;1352.7213636082845;Farmàcia Josep Miquel Simon Baron;71.24748279519955;Escola Norai;73.55028213794897
106013269;https://www.idealista.com/inmueble/106013269/;3;flat;89.0;True;4;2;True;False;False;No data;No data;No data;No data;No data;8902;No data;315000.0;Gran Via 2;1049.6102586897823;Filmax Gran Via;1098.2123097130468;;207.80834119350965;Judo Club l'Hospitalet;533.8143591178664;Caprabo;120.96325939687996;Auditori la Torrassa;624.9866827442936;Farmàcia De Vilarrubia Goula, M. Estel;101.91722857269846;Escola Provençana;142.20886404988627
105843389;https://www.idealista.com/inmueble/105843389/;1;flat;100.0;True;5;2;False;False;False;No data;No data;No data;No data;No data;8904;No data;250000.0;Gran Via 2;1644.1932436160162;Filmax Gran Via;1628.0322273222646;;38.4526936950767;Judo Club l'Hospitalet;902.876901093973;Dia;128.99554180697447;Auditori la Torrassa;206.21386396667677;Farmàcia Agustí Pujadas Sarret;92.70638342422404;Escola Ernest Lluch;252.47525775438928
105963428;https://www.idealista.com/inmueble/105963428/;No data;flat;87.0;False;2;2;True;False;False;No data;True;No data;No data;No data;8801;No data;305000.0;la Farga;966.7423729537876;Cinemes Full HD;2417.554245673154;;254.648598521196;;1333.4869447355516;Dia;228.72386860316828;Auditori Barradas;719.2551280615896;Farmàcia Daniel Perez Marti;140.44976511965208;Escola Patufet Sant Jordi - Francesc Batallé i Aragonès;452.11724408485895
105499192;https://www.idealista.com/inmueble/105499192/;en;flat;66.0;True;2;1;False;False;False;No data;No data;No data;No data;No data;8801;No data;240000.0;Centre Comercial Cornellà;972.1114976225748;Cinemes Full HD;2242.813081122524;;109.4428112386436;;1552.8975614140788;Condis;202.7818928360048;Auditori Barradas;734.3314524807712;Farmàcia Daniel Perez Marti;156.52132321436784;Col·legi Tecla Sala;384.387179374085
106030538;https://www.idealista.com/inmueble/106030538/;3;flat;71.0;True;2;1;True;False;False;No data;No data;True;No data;No data;8901;No data;219500.0;la Farga;282.4959176991975;Filmax Gran Via;2485.134456769755;;359.6714333406125;;591.4673015494363;Lidl;314.6183399289766;Auditori Barradas;703.2795142788351;Farmàcia Carme Martí Mas;129.35065223692146;Escola Sant Josep - el Pi;263.6838815572295
105724820;https://www.idealista.com/inmueble/105724820/;6;flat;75.0;False;3;1;True;False;False;No data;No data;No data;No data;No data;8906;No data;190000.0;la Farga;760.7256451830038;Filmax Gran Via;3215.2448122992573;;188.34574985335647;VivaGym Finestrelles;1085.7414315518802;Dia;175.90690820626315;Auditori Barradas;600.6836068410661;Farmàcia Miguel Isidro Úbeda Galindo;137.7547772126277;Institut Rubió i Ors;105.30552876807504
105981239;https://www.idealista.com/inmueble/105981239/;2;flat;85.0;True;4;1;False;False;False;No data;No data;No data;No data;No data;8906;No data;185000.0;la Farga;749.3444661002854;Cinemes Full HD;3105.2512667972205;;22.076433040686105;VivaGym Finestrelles;1216.2446418594886;Dia;109.81358065955612;Auditori Barradas;432.1623207410174;Farmàcia Luis Miguel Barberan Parcerisas;99.21136618699803;Escola La Carpa;64.7837466323933
105878094;https://www.idealista.com/inmueble/105878094/;1;flat;59.0;True;3;1;True;False;False;No data;No data;No data;No data;No data;8905;No data;155000.0;la Farga;1047.0393349703204;Filmax Gran Via;2765.675931977633;;51.99252435448901;Club esportiu Laietà;1256.078862591797;Mercadona;189.45306256714707;Teatre Joventut;1162.3938003246967;Farmàcia M. Carme i Mercè Morales Espina;94.86186499005174;Institut Escola Puig i Gairalt;394.69158085016375
105028696;https://www.idealista.com/inmueble/105028696/;2;penthouse;23.0;True;1;1;True;False;False;No data;True;No data;No data;No data;8902;5000.0;105000.0;Gran Via 2;397.9539191340895;Filmax Gran Via;319.6311530584553;;58.42343836639979;VivaGym;324.8332581630047;Carrefour;439.7325464873786;Auditori la Torrassa;1183.2523916663908;Farmàcia Teruel Roca, Anna M.;153.94429749445743;Escola Prat de la Manta;151.12863078947265
