propertyCode;properties.name;properties.name_distancia
104359144;Mireia;313.7544331925741
101663590;Escola Folch i Torres;156.33748098042574
101889242;Escola Folch i Torres;156.33748098042574
95315167;Escola Sant Josep - el Pi;211.41330311689333
104879115;Escola Badalona Port;287.6874122067361
101889241;Escola Folch i Torres;156.33748098042574
103921695;Institut Llobregat;125.82746117537427
101663545;Escola Folch i Torres;156.33748098042574
101889135;Escola Folch i Torres;156.33748098042574
104849743;CEE L'Estel- Can Bori;427.349371306592
104915907;CEE L'Estel- Can Bori;427.349371306592
101663606;Escola Folch i Torres;156.33748098042574
104074248;CEE L'Estel- Can Bori;427.349371306592
101889192;Escola Folch i Torres;156.33748098042574
101663489;Escola Folch i Torres;156.33748098042574
105625430;CEE L'Estel- Can Bori;427.349371306592
105625427;CEE L'Estel- Can Bori;427.349371306592
105446298;CEE L'Estel- Can Bori;427.349371306592
103550828;Escola Riera Alta;246.1754321227954
99993564;Institut Can Vilumara;252.4180384118733
103550839;Escola Riera Alta;246.1754321227954
103550793;Escola Riera Alta;246.1754321227954
103760236;Escola Antoni Gaudí;265.2458464605437
105625429;CEE L'Estel- Can Bori;427.349371306592
105191508;Col·legi Tecla Sala;85.75998288364025
105625355;CEE L'Estel- Can Bori;427.349371306592
106011536;Escola Pompeu Fabra;313.3486550646241
103550820;Escola Riera Alta;246.1754321227954
105992774;Escola Jesús Maria;240.43911539577053
104623462;Institut Jaume Botey;96.98594419068664
106013956;Centre d'Estudis Dolmen;239.5914990189726
105944233;Escola Badalona Port;284.1162017081461
106027748;Col·legi Sant Josep Obrer;209.2303724663455
105710992;Centre de formació professional Llefià;142.0966041963278
105871457;Escola Pompeu Fabra;280.97996553166956
105852245;Escola Mercè Rodoreda;266.03303523430935
106025496;Escola Pau Vila;336.9766718546467
105892925;Escola Joan Coret;73.03056601096262
98888971;Escola Feliu i Vegués;136.79230822992136
106022524;Institut Escola Turó d'en Caritg;226.4655017602461
105391823;Centre de formació professional Llefià;142.0966041963278
106027893;Escola Túrbula;195.04694741005582
105567289;Escola d'Art i Superior de Disseny Pau Gargallo;214.7955638161156
105871378;Escola Pompeu Fabra;280.97996553166956
106027062;Escola Pau Vila;231.59644167598358
102583493;Minguella;354.3324933857321
105578886;Institut Europa;231.90763440499396
105567290;Escola d'Art i Superior de Disseny Pau Gargallo;214.7955638161156
106027145;Institut Escola Puig i Gairalt;115.83208257616268
105021927;Escola Sant Ramon Nonat;347.5798775054196
105593309;Escola Mercè Rodoreda;51.06895172066037
106025544;Escola Santiago Ramón y Cajal;83.28935609334863
106037170;Institut Jaume Botey;170.69062651133876
105233117;Escola Pau Sans;413.16314132838835
104323360;Col·legi Maristes Champagnat;105.44499036881169
97518051;Escola Azorín;206.07082315649677
97518010;Escola Azorín;206.07082315649677
106029764;Col·legi Singuerlin;279.1555390336502
104323366;Col·legi Maristes Champagnat;105.44499036881169
105233050;Escola Pau Sans;413.16314132838835
105548310;Escola Fray Luis de León;157.42494052345225
105548293;Escola Fray Luis de León;157.42494052345225
105233100;Escola Pau Sans;413.16314132838835
105233099;Escola Pau Sans;413.16314132838835
104323327;Col·legi Maristes Champagnat;105.44499036881169
97518057;Escola Azorín;206.07082315649677
97518050;Escola Azorín;206.07082315649677
95789332;Escola Badalona Port;353.72550794784
98616552;Maristes Champagnat;185.0593464943665
98616532;Maristes Champagnat;185.0593464943665
105889505;Institut Escola La Mina;212.99595968836022
98616410;Maristes Champagnat;185.0593464943665
104372152;Arrels-Esperança;155.8833795751665
105889511;Institut Escola La Mina;348.52180869260565
98616530;Maristes Champagnat;185.0593464943665
104208747;Institut Jaume Botey;191.20879048818523
101138092;Centre de formació professional Llefià;160.58342862137684
103067318;Institut Escola Turó d'en Caritg;227.33797787194703
101690418;Institut Isaac Albéniz;141.9718620338652
91624414;Escola Pompeu Fabra;282.0853271553497
91604694;Escola Pompeu Fabra;282.0853271553497
103176237;Escola Primavera;209.29268378751513
104683084;Centre de formació professional Llefià;142.0966041963278
100685359;Escola Gitanjali;130.46108507454716
91604899;Escola Pompeu Fabra;282.0853271553497
104217735;Maria Selyanina's House-Pastry Lab;144.12855871155725
104630159;Highlands School Barcelona;230.73800635525828
104439682;Escola Lola Anglada;324.5888685555127
104570011;Escola Prat de la Riba;99.0952727544142
104569890;Escola Prat de la Riba;99.0952727544142
105449572;Escola Prat de la Riba;99.0952727544142
92900731;Escola Isabel de Villena;125.95193053008974
105931755;Escola Prat de la Riba;96.93562109665207
105274737;Escola Prat de la Riba;96.93562109665207
105274694;Escola Prat de la Riba;96.93562109665207
95272615;Institut de Sant Just Desvern;628.9994632248645
105081650;Escola Miquel Martí i Pol;395.88103061086855
105075719;Maria Selyanina's House-Pastry Lab;229.96440992843696
104217479;Ateneu Instructiu;670.7651593055267
105190892;Highlands School Barcelona;160.5314650429476
104835184;Maria Selyanina's House-Pastry Lab;134.57912681767667
104720505;Maria Selyanina's House-Pastry Lab;280.2053571201123
102149505;Highlands School Barcelona;194.53008829698962
102908585;Col·legi Madre Sacramento;111.21113890592846
104539633;Escola Isidre Martí;307.62319495262136
105975371;Institut Severo Ochoa;362.74606522596594
103857422;Escola de Formació Professional Antoni Algueró;225.3401557096093
104717479;Escola Canigó;211.41425292539674
102208723;Highlands School Barcelona;230.50509031325737
103182040;Llar d'Infants La Pomera;619.0233047530539
103840700;Llar d'Infants La Pomera;451.7041678630171
105336046;Escola Canigó;246.9248298777859
104221695;Maria Selyanina's House-Pastry Lab;310.61118158501637
105419581;Llar d'Infants La Pomera;597.7403544197568
104529698;Institut de Sant Just Desvern;147.8344735596647
104983647;Institut Severo Ochoa;206.96060808462562
100595752;Ateneu Instructiu;570.0093186314856
104595339;Institut Severo Ochoa;409.21149433852014
105140781;Institut Olorda;612.9169252263825
101245503;Col·legi Madre Sacramento;249.54160807982828
102027701;The American School of Barcelona;299.37665851090935
103522691;Institut Olorda;684.3743098308175
106036287;Escola Isabel de Villena;313.2563552815497
105366888;Highlands School Barcelona;176.0601584288281
104777129;Escola Isidre Martí;417.24793945955344
103779527;Col·legi Madre Sacramento;222.68179683602023
101680382;Escola Montseny;297.2372068084931
106034310;Maria Selyanina's House-Pastry Lab;391.5299111402625
105385752;Escola Isabel de Villena;290.0000188374515
102232797;Institut de Sant Just Desvern;1008.5757854178341
104297831;Institut de Sant Just Desvern;875.2127438128473
104641639;Highlands School Barcelona;265.2601647414834
103295050;The American School of Barcelona;197.79430138098544
105931504;Escola Ignasi Iglésias;204.28275181127867
103728064;Col·legi Madre Sacramento;283.11666851409046
105545648;Escola Isabel de Villena;369.5460026018514
96589674;la Miranda;596.6710485330004
96790269;Escola Isabel de Villena;155.9342885610506
104229466;Escola Montserrat;306.50394997044435
105920492;Escola Miquel Martí i Pol;425.79428273157805
101831350;Institut de Sant Just Desvern;961.935799588312
104364459;Maria Selyanina's House-Pastry Lab;75.8313529629504
97606070;Col·legi Alemany de Barcelona - Deutsche Schule Barcelona;316.68198630669156
104772652;Escola Montseny;176.42653194929915
106004150;Escola Montseny;761.481980399222
102161417;Col·legi Alemany de Barcelona - Deutsche Schule Barcelona;74.81100187409194
105988919;Institut de Sant Just Desvern;685.5087012559627
100298937;Col·legi Alemany de Barcelona - Deutsche Schule Barcelona;185.49715227791748
106022311;Escola Montseny;235.24581180373983
105259525;Escola Montseny;350.1017136443423
103250114;Escola Folch i Torres;265.96774792035546
96790282;Escola Isabel de Villena;155.9342885610506
96849563;Escola Isabel de Villena;155.9342885610506
100272821;Escola Isabel de Villena;155.9342885610506
102128821;Escola Isabel de Villena;155.9342885610506
102128794;Escola Isabel de Villena;155.9342885610506
104990259;Alegre;166.95460602101005
106027424;Institut Severo Ochoa;179.44098421641527
102128944;Highlands School Barcelona;179.19014215456343
106004536;Maria Selyanina's House-Pastry Lab;261.17451728019273
104541035;Escola Montseny;510.2296377915034
100507311;Escola Montserrat;253.32792856383878
101229625;Maria Selyanina's House-Pastry Lab;50.23809376723255
98915198;Institut de Sant Just Desvern;547.5975091136406
102365190;Institut de Sant Just Desvern;365.3489260994045
104374652;Institut de Sant Just Desvern;916.1658213321192
105265860;la Miranda;118.02879731566627
105126338;Col·legi Madre Sacramento;226.25387815648224
105495285;Escola Gras i Soler;334.5981840866497
105702050;Gran Capità;400.20597042107397
104396971;Institut de Sant Just Desvern;628.4392000262626
105517301;Escola Isabel de Villena;169.9985662865971
103811093;Escola Sant Francesc d'Assís;452.9565294500141
104690920;Escola Folch i Torres;249.01644826660956
104741746;Institut Jaume Salvador i Pedrol;311.96028268158955
101768814;Maria Selyanina's House-Pastry Lab;296.1687240775198
106035017;Alegre;248.60321060415163
105965186;Escola Montserrat;466.71842856323997
104423481;Escola Isabel de Villena;132.26229190761237
105803989;Institut Severo Ochoa;292.3222785110519
104423478;Escola Isabel de Villena;116.74636296756913
106017149;Maria Selyanina's House-Pastry Lab;152.57162514994866
105943736;Institut Severo Ochoa;303.78665285378554
104298765;Escola Montseny;321.7537695434909
97564881;Maria Selyanina's House-Pastry Lab;202.6916635019293
101831097;Maria Selyanina's House-Pastry Lab;83.24463288455816
98034947;Escola Montserrat;184.310736345203
105299909;Llar d'Infants La Pomera;148.26425459054474
104706041;Escola Canigó;291.2555001777706
105007550;la Miranda;295.1164325913593
106006603;Institut Severo Ochoa;338.95579114916364
105576102;Llar d'Infants La Pomera;668.5849014065726
105228389;Escola Montserrat;426.390201271449
102585480;Gran Capità;440.6984758380439
105880516;The American School of Barcelona;239.09935717219798
102170931;Escola Folch i Torres;206.96314348824822
100183398;Institut Severo Ochoa;286.44352728023273
105449646;Escola Prat de la Riba;99.0952727544142
106011406;Escola Gras i Soler;183.43239214080566
98268763;Maria Selyanina's House-Pastry Lab;93.19360602686137
103139443;Institut Severo Ochoa;273.3115409428182
104338017;Llar d'Infants La Pomera;141.20915092023048
97562503;la Miranda;286.5617325779949
105301633;Escola Bon Salvador;169.15625699366143
98889094;Gran Capità;170.17845366966787
103855457;Institut de Sant Just Desvern;234.78817673232624
103855446;Institut de Sant Just Desvern;234.78817673232624
103855411;Institut de Sant Just Desvern;234.78817673232624
104649217;Escola Montserrat;356.7026305683305
99253580;Escola Folch i Torres;137.58226140605674
105901166;Llar d'Infants La Pomera;502.5839681030433
105849873;The American School of Barcelona;209.04916038422598
105901156;Llar d'Infants La Pomera;502.5839681030433
105901100;Llar d'Infants La Pomera;502.5839681030433
105901170;Llar d'Infants La Pomera;502.5839681030433
105901171;Llar d'Infants La Pomera;502.5839681030433
99253545;Escola Folch i Torres;137.58226140605674
105901061;Llar d'Infants La Pomera;502.5839681030433
105901054;Llar d'Infants La Pomera;502.5839681030433
103919060;Escola Folch i Torres;137.58226140605674
100530739;Escola Folch i Torres;137.58226140605674
101093881;Escola Folch i Torres;137.58226140605674
105901101;Llar d'Infants La Pomera;502.5839681030433
103919089;Escola Folch i Torres;137.58226140605674
102252165;Escola Folch i Torres;137.58226140605674
99253659;Escola Folch i Torres;137.58226140605674
105901144;Llar d'Infants La Pomera;502.5839681030433
106009406;Escola Lola Anglada;208.5831988253073
106000543;Institut Severo Ochoa;398.72300142052933
105931803;Escola Montseny;579.7452465172254
103327771;Col·legi Alemany de Barcelona - Deutsche Schule Barcelona;201.60613406483583
105271619;Escola Folch i Torres;206.4605935905439
104713794;Escola Isabel de Villena;127.11738270412506
104713903;Escola Isabel de Villena;127.11738270412506
102540328;Escola Isabel de Villena;342.2080764782819
104715231;Escola Isabel de Villena;127.11738270412506
104713941;Escola Isabel de Villena;342.2080764782819
104713875;Escola Isabel de Villena;127.11738270412506
104649208;Escola Montserrat;356.7026305683305
105841117;Llar d'Infants La Pomera;391.37769909883303
104319934;Escola Isabel de Villena;333.65099029167027
106040089;Magic Mirror Center;147.49701704262336
102684456;Escola Pia de Nostra Senyora;138.4956418076063
106014781;Escola Pia Sant Miquel;179.99838659484797
103583674;Escola Fort Pienc;97.99652300495127
106004460;Mare del Diví Pastor;115.8558099008204
105993560;Col·legi d'Educació Infantil i Primaria Fluvià;212.27756631935472
105329064;Salesià de Sant Josep;280.3273436219497
105970717;Escola Nausica;306.4685737002526
104375794;Perez Iborra;120.91020380991387
105583996;Els Arcs;211.52288402426083
105721507;Shalom;305.14953930670424
105982232;Escola Ángel Baixeiras;80.71561635013178
104720021;Santa Teresa - Ganduxer;306.72046169209403
106036696;Perez Iborra;335.80053381757085
106041710;Escola Pau Casals;261.97765641226306
106037435;Escola Provençana;84.25339308122068
101345474;Escola Gitanjali;107.09224508695016
105096648;Escola Badalona Port;908.1341128191767
106028035;Escola Pompeu Fabra;34.271421424294495
106018903;Escola Pau Picasso;330.5479990405631
101889184;Escola Folch i Torres;156.33748098042574
103921811;Institut Llobregat;125.82746117537427
105659737;Escola Badalona Port;287.6874122067361
104849767;CEE L'Estel- Can Bori;427.349371306592
106025695;Institut Santa Eulàlia;208.1137229524671
105798090;Escola Miguel de Unamuno;41.62514746758537
106023268;Escola Beethoven;21.46586587578401
106026605;Escola Balaguer;74.38746751751408
106025266;Institut Escola Turó d'en Caritg;87.84710050073637
100685364;Escola Gitanjali;130.46108507454716
105889563;Institut Escola La Mina;212.99595968836022
105889525;Institut Escola La Mina;212.99595968836022
106030758;Institut La Pineda - Aula de suport;194.9001748586344
104262210;Escola Josep Maria Folch i Torres;245.57855543669265
105225354;Escola Patufet Sant Jordi - Francesc Batallé i Aragonès;131.14514988127732
99113771;Escola Pau Vila;152.72965901545015
99495546;Institut Lluís Vives;94.17099019861388
100030734;Escola Sant Josep - el Pi;169.37007020700756
105965539;Escola Azorín;143.1947980944286
103798458;Col·legi Sant Andreu Natzaret;125.68245006310752
103238363;Escola Feliu i Vegués;198.66090933056205
104262274;Escola Sant Ramon Nonat;78.06550871335205
106027709;Centre Educatiu Sagrat Cor Besòs;155.34760107751632
105993671;Escola Miguel Hernández;275.7708596690209
106022880;Institut La Bastida;275.1780017066958
97400680;Institut Eugeni d'Ors;95.59142904239597
102951071;Escola Azorín;109.62297590161081
103911319;Col·legi Sant Andreu Natzaret;60.13635447762686
105958622;Escola Josep Maria Folch i Torres;304.86333253392894
102951065;The Corner;199.6935173762191
104262202;Col·legi Lestonnac;170.18438050741253
104323336;Col·legi Maristes Champagnat;105.44499036881169
106024172;Escola Pau Casals;213.81230523065784
104323313;Col·legi Maristes Champagnat;105.44499036881169
105548318;Escola Fray Luis de León;157.42494052345225
97518035;Escola Azorín;206.07082315649677
104252210;Escola Serra de Marina;105.31275607466758
99096693;Institut Eugeni d'Ors;356.02187253297615
97518043;Escola Azorín;206.07082315649677
105548326;Escola Fray Luis de León;157.42494052345225
105548319;Escola Fray Luis de León;157.42494052345225
104323315;Col·legi Maristes Champagnat;105.44499036881169
105627379;Escola Matilde Orduña;139.69536566008628
105913122;Institut Lluís Vives;70.4284390057205
104323177;Col·legi Maristes Champagnat;105.44499036881169
105902393;Escola Norai;217.70015494694545
104323358;Col·legi Maristes Champagnat;105.44499036881169
106024381;Acadèmia Cultura;112.6827543824198
105971689;Mireia;429.14977402654165
104398729;CEE Escola Llevant;77.50100765297273
105942453;The Corner;169.08044077960577
106023439;Escola Pau Casals;277.1623579365111
105877036;Escola Lola Anglada;363.6968870480973
105909139;Escola Badalona Port;810.9843512464729
105843736;Escola Josep Carner;78.10857011615519
106027080;Institut Escola Maria Miret;179.4823869824307
106032569;Institut Pedraforca;132.19312186539548
105560794;Laietània;144.69080741485195
105573113;Escola Jungfrau;136.46121305877244
105992587;The Corner Centre d' Estudis;33.40998355853686
95540835;Escola Prat de la Manta;498.36077223476644
105375040;Escola Ernest Lluch;198.93487168348935
102110137;Centre Educatiu Sagrat Cor Besòs;102.75843105080796
105987911;Institut Santa Eulàlia;39.295403785026885
99354758;Escola Pompeu Fabra;239.11550544533682
102897028;Col·legi Sant Gabriel;447.7332925647367
106027770;Institut Eugeni d’Ors;139.92002130812972
105573129;Escola Jungfrau;136.46121305877244
99354782;Escola Pompeu Fabra;239.11550544533682
92098844;Institut Escola La Mina;348.52180869260565
104991626;Escola Ernest Lluch;198.93487168348935
98060768;Institut Escola La Mina;348.52180869260565
104961453;Institut Escola La Mina;348.52180869260565
105791437;Col·legi Sant Gabriel;209.22841216727517
105956437;Escoles Maria Ward;204.66460915427552
105375066;Escola Ernest Lluch;198.93487168348935
85949419;Minguella;217.80714106248695
96661634;Escola Garbí Pere Vergés;392.82750334595084
101773536;Escola Badalona Port;213.13733687794195
105426810;Col·legi Lestonnac;108.93797268546722
104418372;Escola Badalona Port;71.9807919882798
106028646;Escola Ausiàs March;65.40993009586218
103408994;Escola Jaume Salvatella;213.73664055721088
105913560;Escola Mercè Rodoreda;155.86326912109982
105598827;Escola Josep Janés;217.2515537319558
103968949;Escola Arrels - Blanquerna;203.96863267102975
105886246;Escola Menéndez Pidal;258.33300146502927
103759702;Escola Garbí Pere Vergés;472.4312118118039
106019026;Escola Catalunya;152.02424617747482
106031301;Escola Prat de la Manta;145.42063764445473
103178696;Escola Cultural;103.85809666148548
105925556;Institut Escola Baldomer Solà;40.33864417198999
101796833;Escola Badalona Port;351.54701795306073
105263050;Escola Badalona Port;131.77929244404754
106025450;Escola Pau Vila;371.0592789268688
106022501;Escola Montigalà;104.81363755304548
104624393;Escola Badalona Port;843.0461793398057
105675209;Acadèmia Cultura;223.99586674631576
105779916;Escola Bernat Desclot;222.1773270116534
104624408;Escola Badalona Port;843.0461793398057
105035580;Col·legi Tecla Sala;120.87257435073006
105999208;Escola Josep Boada;881.4068812551998
104624427;Escola Badalona Port;843.0461793398057
101290694;Institut Escola La Mina;144.77144339046092
104624418;Escola Badalona Port;843.0461793398057
104624463;Escola Badalona Port;843.0461793398057
104624394;Escola Badalona Port;843.0461793398057
104624444;Escola Badalona Port;843.0461793398057
104329974;Institut Escola La Mina;193.83993353694703
105469700;Escola Josep Janés;84.32608636767239
98605301;Institut Escola Pere Lliscart;34.57285082607043
105087403;Escola Ernest Lluch;121.44290806234572
104624453;Escola Badalona Port;843.0461793398057
100803812;Escola Planas i Casals;295.12470385535886
102460006;Escola Catalunya;371.62196757175917
91303204;Escola Josep Maria Folch i Torres;146.47761446908484
103412871;Amor de Déu;533.79253646591
104624451;Escola Badalona Port;843.0461793398057
104624385;Escola Badalona Port;843.0461793398057
106010439;Institut Llobregat;176.9861383989896
104624392;Escola Badalona Port;843.0461793398057
102904965;Col·legi Sant Gabriel;154.04914360965415
103830870;Escola Pompeu Fabra;240.1803066948584
104624450;Escola Badalona Port;843.0461793398057
104445293;Col·legi Pineda;212.99286576886513
103883489;Institut Badalona VII;318.01317874945926
105995463;Institut Badalona VII;64.99532497839209
105970268;Institut Pompeu Fabra;111.20302466623146
105435122;Escola Pompeu Fabra;315.70178354836173
106010394;Escola Azorín;176.16525348362774
104561823;Escola Montigalà;333.21246743068065
105998645;Institut La Pineda - Aula de suport;138.26731008879472
104524247;Cultural Fluvià;108.30825468101384
105616216;Santíssima Trinitat;270.9131404628235
105608472;Mare de Déu de l'Assumpció;105.12360158465171
105250314;Betúlia;139.52408699378796
106027970;Arrels-Esperança;173.21981495245782
106027988;Mare de Déu de la Salut;53.79091080262507
101889134;Escola Folch i Torres;156.33748098042574
105308323;Escola Pompeu Fabra;112.00832919881817
105278946;Santíssima Trinitat;69.58135725881331
105468844;Escola Patufet Sant Jordi - Francesc Batallé i Aragonès;420.127868344095
104211918;Escola Progrés;352.73006424027176
106020466;Institut Escola Puig i Gairalt;54.13989616074839
102894136;CEE L'Estel- Can Bori;174.0690152162801
105681241;Escola Miguel de Unamuno;68.77027178036519
105819094;Arrels-Esperança;183.11747754626649
105509424;CEE L'Estel- Can Bori;174.0690152162801
103994673;Escola Pompeu Fabra;193.72229577093654
105316585;Escola Patufet Sant Jordi - Francesc Batallé i Aragonès;230.46871018689134
104972795;CEE L'Estel- Can Bori;174.0690152162801
105551038;Escola Pau Picasso;266.41694316115843
103224723;Escola Josep Carner;134.3547589876158
98910579;Institut La Pineda;156.6358615102902
104853605;CEE L'Estel- Can Bori;174.0690152162801
104800220;Escola Patufet Sant Jordi - Francesc Batallé i Aragonès;230.46871018689134
104845733;Sant Domènec Savio;87.63591649409177
88335396;Col·legi Tecla Sala;296.35188352598
105509449;Escola Jesús Maria;270.19026533030296
106003853;Institut Eugeni d'Ors;408.2014604873774
104879934;Escola Casal dels Àngels;32.89241323909575
105790640;Escola Sagrada Familia;178.76935631261819
105316348;Escola Patufet Sant Jordi - Francesc Batallé i Aragonès;230.46871018689134
105012185;Escola Norai;76.48570991087912
105298005;Escola Pau Picasso;362.46424272250306
105298019;Escola Pau Picasso;362.46424272250306
105104108;Institut Terra Roja;147.20220493248507
104297994;Institut Eugeni d'Ors;92.1253513211022
105360877;Institut Isaac Albéniz;201.8101417160858
106012330;Amor de Déu;524.7999289042414
105894136;Escola Josep Boada;450.00948802513085
105297915;Escola Pau Picasso;362.46424272250306
105083538;Escola Norai;119.35114227981093
105298020;Escola Pau Picasso;362.46424272250306
104973418;Escola Ventós i Mir;34.14207868653236
105980394;Escola Feliu i Vegués;163.35778130244205
105298015;Escola Pau Picasso;362.46424272250306
104956925;Escola Pompeu Fabra;285.07933655980764
104601381;Institut Escola La Mina;511.46234759573605
105083600;Escola Norai;119.35114227981093
105083604;Escola Norai;119.35114227981093
105908050;Institut Badalona VII;388.3110671537793
105083617;Escola Norai;119.35114227981093
106021652;Escola Bufalà;295.37135946111226
105083605;Escola Norai;119.35114227981093
105923173;Escola Mercè Rodoreda;54.99738217356172
105927020;Escola Casal dels Àngels;87.18204714229635
105960733;Escola Artur Martorell;221.44962164746573
105093049;Escola Norai;119.35114227981093
105593054;Institut Escola Turó d'en Caritg;287.7463329297281
105908783;Institut Escola Maria Miret;204.34229408499286
105623664;Alegre;155.82505862808387
105083573;Escola Norai;119.35114227981093
98820356;Sant Domènec Savio;106.44099897674491
105083602;Escola Norai;119.35114227981093
105297898;Escola Pau Picasso;362.46424272250306
105298028;Escola Pau Picasso;362.46424272250306
105298046;Escola Pau Picasso;362.46424272250306
104790999;Centre de formació professional Llefià;50.88897456940133
105298036;Escola Pau Picasso;362.46424272250306
104384361;EASD Serra i Abella;516.4390680480515
105396807;Escola Pau Vila;353.8513628516436
105315857;CEE L'Estel- Can Bori;174.0690152162801
105315727;CEE L'Estel- Can Bori;174.0690152162801
106011663;Escola Casal dels Àngels;42.785035656892504
105345345;Escola Pau Casals;249.24839046362374
105592874;Escola Josep Maria Folch i Torres;358.53026136402025
103938559;Escola Pompeu Fabra;79.72895505856775
105994190;Col·legi Tecla Sala;465.2750319940253
106024431;CEE L'Estel- Can Bori;118.82208335866144
103938639;Escola Pompeu Fabra;79.72895505856775
104573731;Escola Josep Maria Folch i Torres;104.66854156802094
106023197;Alegre;181.34514260120352
105540124;Escola Pau Vila;95.8338898737252
105540133;Institut Pedraforca;213.79503993058148
105540089;Institut Eduard Fontserè;16.35531968712743
105540091;Escola Santiago Ramón y Cajal;275.18022534917657
105540086;Institut Eugeni d’Ors;117.8237454559725
105540163;Institut Llobregat;203.3782852075128
104262275;Escola Pau Vila;204.7744009206705
102951062;Col·legi Sant Josep Obrer;81.26203827106893
102774398;Escola Ernest Lluch;242.69219586542613
104966643;Institut Santa Eulàlia;127.0396730523943
101075201;Institut Escola Maria Miret;45.16262190649011
105561827;Escola Casal dels Àngels;65.33344100652606
98497966;Col·legi Tecla Sala;185.09277904533246
105097321;Escola Pau Vila;300.6373109428402
105321511;Col·legi Tecla Sala;192.27632097658125
104907353;Col·legi Tecla Sala;285.1203259041192
105518742;Escola Azorín;101.11980227464322
104907261;Col·legi Tecla Sala;285.1203259041192
104907250;Col·legi Tecla Sala;285.1203259041192
99944371;Col·legi Tecla Sala;85.75998288364025
103185385;Escola Pompeu Fabra;313.3486550646241
102473200;Escola Pompeu Fabra;313.3486550646241
104829982;Institut Apel·les Mestres;133.18857579838007
91205678;Col·legi Tecla Sala;85.75998288364025
104692077;Escola Pompeu Fabra;310.42234836629814
104960795;Escola Casal dels Àngels;27.199854708062595
102472773;Escola Pompeu Fabra;313.3486550646241
105594205;Escola Pompeu Fabra;313.3486550646241
104907286;Col·legi Tecla Sala;285.1203259041192
104921852;Escola Pau Sans;187.57296332442218
104761710;Escola Pablo Neruda;254.88549407821242
105817024;Escola Norai;73.55028213794897
106013269;Escola Provençana;142.20886404988627
105843389;Escola Ernest Lluch;252.47525775438928
105963428;Escola Patufet Sant Jordi - Francesc Batallé i Aragonès;452.11724408485895
105499192;Col·legi Tecla Sala;384.387179374085
106030538;Escola Sant Josep - el Pi;263.6838815572295
105724820;Institut Rubió i Ors;105.30552876807505
105981239;Escola La Carpa;64.7837466323933
105878094;Institut Escola Puig i Gairalt;394.69158085016375
105028696;Escola Prat de la Manta;151.12863078947265
105403562;Escola Pompeu Fabra;196.58857635066119
105321755;Institut Can Vilumara;326.92174566557657
103417144;Escola Balaguer;163.34936835591495
106005613;Escola Azorín;61.196223962602424
105595687;Alegre;154.10937585971834
105519991;Col·legi Tecla Sala;330.42926346803927
106005406;Institut Escola Maria Miret;238.1614832767018
105785654;CFA Bellvitge-Gornal;212.6622146881819
103916121;CEE L'Estel- Can Bori;570.3725009661581
105844570;Escola Prat de la Manta;64.23701697426219
105774857;Escola Pau Casals;224.35875138049875
105126854;Col·legi Tecla Sala;351.20051288444745
105126936;Col·legi Tecla Sala;408.2060125430805
103229716;Escola Norai;119.35114227981093
103228940;Escola Norai;119.35114227981093
102943297;Escola La Carpa;63.75173612480016
101263130;Escola Pau Casals;41.17469222986635
103231748;Escola Norai;119.35114227981093
105987536;Escola Pau Vila;234.34586976629657
105875429;Escola Josep Janés;136.9658496936979
105386639;Institut Can Vilumara;221.87184853369456
105980140;Escola Prat de la Manta;270.8309157350838
97894363;Escola Norai;206.29662545399026
105260610;Acadèmia Cultura;251.0807725777468
104694826;Institut Jaume Botey;176.05376350279627
105968102;Institut Llobregat;177.8187962970167
105879271;Institut Escola Maria Miret;232.3051992144974
105985157;Escola Pau Sans;212.84505474608545
96347582;Escola Azorín;230.8659665913329
105881753;Escola Provençana;192.00843673140463
99156401;Escola Lola Anglada;146.50671525015198
105515299;Escola Pau Vila;263.4991775048759
104894547;Institut Escola Maria Miret;250.87786341393564
105905831;Escola Pau Casals;185.21628604817192
99207518;Escola Sant Josep - el Pi;164.09536750795667
105627707;Escola Ramon Muntaner;233.53724353953885
101263131;Institut Eugeni d’Ors;161.11024095438702
102684765;Escola Pau Vila;122.24099780876035
97433406;Institut Escola Maria Miret;199.7832380106172
104065223;Escola Màrius Torres;108.89905636258617
96424046;Institut Escola Maria Miret;147.48937345101703
95223857;Institut Escola Maria Miret;132.2851019868482
106002222;Institut Can Vilumara;207.77421072064436
105650900;Col·legi Tecla Sala;273.09445489124084
104652748;Institut Escola Maria Miret;56.36573872611738
105304010;Institut d'Educació Secundària Margarida Xirgu;76.65407924937084
105834214;Escola Lola Anglada;273.74675767629765
105637709;Escola Pablo Neruda;86.3473100383217
105374464;Acadèmia Cultura;243.16378676866304
101263135;Escola Can Vidalet;140.89864231016026
105965512;Escola Santiago Ramón y Cajal;288.0047343086829
104644274;Escola Ernest Lluch;171.14717259334074
105655288;Escola Joan Maragall;376.70378375547176
105021962;Institut Bisbe Berenguer;10.184906860244839
106012334;EASD Serra i Abella;258.37027982682037
100763362;Col·legi Tecla Sala;285.1203259041192
105476193;Escola Casal dels Àngels;199.59382472484026
105858637;Escola Sant Josep - el Pi;154.11857339758706
105814621;Escola Sant Josep - el Pi;162.4872445835686
105649242;Col·legi Tecla Sala;285.1203259041192
105655196;Escola Frederic Mistral;125.47565930416773
105394119;Escola Pau Sans;189.21606744013943
105120062;Escola Pau Casals;234.58747411267106
101653516;Escola Josep Janés;212.5179438208352
