propertyCode;Supermercado;Supermercado_distancia
105280187;Caprabo;246.1251355867871
104400956;Coaliment;111.66723515613734
105962262;Condis express;43.64235161920683
104692139;Supermercat;89.93252982292347
104973166;Dia;413.8138403334144
103989417;Condis;84.57253873673521
101974543;Jaime Renobell;150.8185320927758
105395911;OpenCor;435.2533311492268
105758641;Mercadona;110.10557333167232
105533212;Sorli Discau;307.24409740980286
103518022;Mi Al Campo;199.59256657052586
100001404;;127.88113647542204
104947741;Mercadona;258.03783462576854
105958542;Honesto;75.04495414627893
105681331;Coaliment;118.29233529680023
105673235;Dia;104.52244604287847
104851242;Superservis;208.3611138675469
105408249;Veritas;55.09536559438683
105960939;Superservis;170.04982834642274
104605440;Sorli;78.42912018559988
105957702;Alcampo;296.5182323422707
104609264;Condis;215.04119655863803
105340258;;132.65222091832214
101567952;Caprabo;33.41612739249727
105946397;Alcampo;103.65839520348007
104159904;;81.86622918809843
104771022;Caprabo;35.316035474240806
104821872;OpenCor;325.62843443962157
105491783;Sorli Discau;211.73350771032116
97141325;Caprabo;52.5019488521066
104178912;Mi Alcampo;141.5507313822763
100025324;Carrefour Market Ramblas;96.04726654411465
105218972;Molsa;62.270857982964564
104501457;;112.2650014253287
87308004;Spar;160.14767685152003
105279387;Ametller Origen;125.77897865702037
104983984;Consum;48.16338886449934
103858485;Supermercat 24h;43.92688028739493
105960937;Disfruta;122.70580938961902
105518898;Condis;144.0481273256259
105512195;Suma;49.93571781042998
99581952;Condis;177.7336124525663
104568950;Supermarket 24h;15.030211570278915
104430598;Mi Alcampo;88.0540234590491
103890711;La botiga del Venezian;220.4658328815104
102589926;Herbodietètica Las Maravillas;78.6224950234027
105511135;Ca l'Atmetller;53.626748666772556
105472252;Coaliment;103.21030537380663
105843741;Condis;155.73933465395152
104797481;EuroCity;187.63826515070153
103251399;Alimentació Pons;381.1027983783952
105551632;Dia;167.95650172884982
105639270;Aldi;80.77060020406321
105373015;Condis;117.41510128669842
102689885;Super del Clot;48.4704497867248
103741692;Condis;284.8566856551205
102223232;Ametller Origen;230.20381605619076
102637366;;50.13595451718933
105309126;Condis;334.9890184071887
104313786;Alfer;19.113972340585985
104526170;Sorli Discau;55.6117360823768
104974957;Condis;146.70371812818482
104688292;Coaliment Supermercats;240.44889405479873
99088478;Condis;194.759451084297
105449524;Casa Nova;139.05391684749446
104600313;Ametller Origen;214.97191454751513
102976877;Supermercat;434.07619563756435
104224197;Caprabo;215.26443549690325
102680909;Bon Area;289.7624807584109
92659324;Bonpreu;90.44220506602363
105497973;Mercadona;129.72742449858796
104440823;Condis;305.1644484014012
104479041;Jespac Supermercats;160.38774577081267
103795707;Caprabo;210.87330475481096
105276471;BonÀrea;88.46661730815872
103984196;Alimentació Pons;462.3515869228952
105221112;Bonpreu;11.371796119138521
105097292;Bon Area;491.4916795756866
103854305;Casa Ruiz Granel Selecto Barcelona-Eixample Dret;213.76151846278475
104644553;Mercadona;44.05616021166088
104332220;Supercor;84.81584565051187
105959607;Sorli Discau;221.3710435902408
105960165;Bon Area;352.06417009843585
104061641;Ametller origen;113.79983045467404
105474671;Mercadona;40.65691980907729
105593267;Condis;39.67048552214627
105961488;Condis;184.37163345265446
105926431;Lidl;106.76575130551208
105958208;Condis;1020.1331636155851
105961327;Supermercat nou;59.52290869479518
105168560;Condis express;53.9218373915399
105961423;Pozo;410.42245707316573
100187879;Condis express;53.76106360929074
105635942;Super Tandy;180.80713968911067
105168561;Condis express;53.9218373915399
105952427;Sorli Discau;6.148055622744064
103113045;Condis express;53.76106360929074
101725760;Super Tandy;315.6804306143646
104344732;Covirán;70.46204656509849
104909731;Ametller Origen;145.6965138912232
100947336;Super Tandy;315.6804306143646
104486547;Bon Area;172.8822384471734
104052936;Condis express;53.76106360929074
99171470;Condis express;53.76106360929074
105430531;Charter;138.49468574243875
104012569;Plusfresc;398.27629807937166
104053151;Condis express;53.76106360929074
105611053;Super Tandy;180.80713968911067
100594011;Kachafruit;395.276901648753
104610824;Comercialdos;72.83903890544097
105381042;La botiga del Venezian;41.144431569079714
103983877;OpenCor;393.9912258819376
105868499;Dia;228.69467628044163
105923759;Dia;106.88234910234301
105568078;Sorli Discau;228.2050576238964
103213041;Caprabo;107.7585219704212
105959081;Condis;114.28793693860433
103458179;Sorli Discau;238.6860535965858
105930161;Parami;32.449497129498134
96334152;Alcampo;80.70131362286673
105473656;Caprabo;104.71173847002642
103990708;Condis;119.14446352941688
105280335;Toko;47.51152527966555
101230243;Condis;1212.443123091734
105437227;Kachafruit;195.12793146057638
101254773;Condis;1444.445621938598
104964771;Condis;79.08493428128047
104348524;Condis;228.39498477564112
103030292;Consum;186.85304926021283
83767550;Alcampo;358.4450217409192
105960040;Caprabo;51.935516851082475
105600750;Super Casanova;79.9311142155282
104649629;Condis;178.09619264361177
102230887;Condis;126.22869199047415
103181179;Caprabo;73.19884418180261
101675966;Supermercat 24h;57.28461712430701
101403621;Al-Amin;71.74203829419217
105322721;OpenCor;356.1531595822608
104425919;Super Fresc Supermercat;57.822357010780365
105090311;Bonpreu;6.403724627324311
102355604;Condis;513.4041076731299
105035037;Alcampo;283.74642678791446
105766866;Condis;197.0070989796937
105834681;Mercadona;200.6235726342781
102008225;Condis;994.0280631693544
105224153;Kachafruit;164.06967563090305
101872566;EsNaturalBcn;45.759744438953774
104205457;Ametller Origen;60.84740191735016
105618930;Dia;205.45737076483894
105946144;Hortet Seleccions - Botiga Vegana;394.85066069874955
105329353;Spar;32.71049180470124
105898660;Spar;178.07233373251978
105953187;Alcampo;264.1334743053758
103518313;Lidl;137.99725733215556
104731007;Dia;9.623941639634758
102795136;Badul-a-que;212.9467911585345
104353200;Super Vallcarca;119.44561338865505
104150679;Condis;170.3539796535001
101423471;;36.350270868447204
105046611;Alcampo;206.5363836412774
104073363;Sorli;145.7151669034523
105961779;Alcampo;195.91798320169303
103713739;Dia;140.37434400582214
105659926;Jaime Renobell;193.8876746377425
104963717;Taste of America;35.97483051976758
101941375;Coaliment;100.55641164256105
88318137;Mercadona;367.26079422844543
104565724;El Bròquil del Gòtic;18.857440603962704
102912353;Condis;268.5899970614802
101651267;Alcampo;349.40730607293295
103258040;Sorli Discau;256.3989332939381
105228892;Súper Mercado Toro;97.03152765018217
104595313;Condis;360.7180016663121
105390672;Caprabo;145.9115501364551
97362092;Alcampo;512.0453779037869
104254346;Fresco;32.49697374973385
101087741;Condis;54.59682994771587
104801319;;82.12201505157286
104631874;Suma;60.4592804676105
105404692;Condis;106.08263498732262
103364380;Condis;138.68749180232038
104620738;Spar;127.12974219822176
103478038;Alcampo;95.51144088702148
105462652;Kachafruit;192.59344324297615
103516759;;382.41884082378607
104648836;Coaliment Supermercats;330.7518135300764
104694090;Kachafruit;232.86696193864336
104257706;Jespac Supermercats;205.4806025647401
105338844;Plusfresc;242.24519591963775
104705532;Plusfresc;82.7305456012067
104680716;Supermercat;865.4530362414877
103013559;Supermarket 24h;46.42785987585931
103210648;Condis;142.64604484287761
105405206;Condis;30.260263920653053
105432622;Super Fresc Supermercat;76.17957740359377
103518364;El graner de Sant Gervasi;72.20275022543656
103272413;Suma;163.5794046710956
104388372;Proxim;93.90897990058309
105199115;Marusya;170.94038895952286
105030838;Coaliment;106.02716936115635
104542928;Caprabo;124.22912140621256
104919516;Badul-a-que;894.1971379279131
104396322;La botiga del Venezian;279.69719568234933
99750257;Badul-a-que;611.8089216446452
104160734;Sorli Discau;127.05956316481662
105939300;;59.05080828074952
105849885;Suma;197.80333624597165
105911337;Condis;26.20653615058705
103518556;Mi Al Campo;101.5348889339466
105946146;Caprabo;12.977306206905382
105909819;Uro Nepal;26.830960922605858
105957219;Caprabo;64.70069279872642
102860017;Casa Ruiz Granel Selecto Barcelona-Eixample Dret;94.25699667848602
105960012;Covirán;117.28190241516005
105962434;;128.77521188503613
105788915;Condis;129.44472386891954
105750598;Real food granel;120.39795771909854
105958604;Super mercat;247.85110883229055
105229591;Mercadona;17.7243354335149
103718170;Mi Alcampo;139.85206197768
105519537;ALDI;79.07997716541003
105925739;Super Tandy;164.9139069591645
102569515;ALDI;115.11753149792007
104202011;Alcampo;335.8078177476022
104514229;Jespac Supermercats;93.77625488138308
104853787;Mi Alcampo;77.31326005467768
91871835;Alimentació Pons;563.0345136910626
105959600;Dia;120.24913347562828
105656491;Suma;37.094157751883465
105958039;Condis;1109.8759413321936
105475324;Caprabo;206.67366316029114
105958684;Grans de la Terra;140.76666974278285
105957609;BonÀrea;68.55765828662341
33932885;Crespo;566.9731198814795
105959494;Condis;183.9181420696818
104849663;;126.77074642542132
104259590;Supermercat Coaliment;55.924075089476936
103502818;Ametller Origen;205.75959693591213
104478337;Bonpreu;89.15488149348299
105889615;Consum;70.9819213672861
103435255;Condis;237.0851846380859
101811965;Independència 321;142.76062090937913
105033807;Condis;146.25769693561094
105637400;Condis;112.87750725829808
105463754;Bon Area;803.9205427384243
104950437;Condis;158.24192803664573
88975940;Bon Vecino super asiatico;79.30775851959424
105924354;Dia;169.3957191830317
95279631;Super;23.780514380847226
96153475;Carrefour Market Ramblas;77.85016688991993
105093875;Supermercat del Mar;209.87334020745467
105468490;Dia;185.63131218713536
105652061;Supermarket;182.80597147064975
105487499;mini MIX;16.952599576649938
104354126;Suma;29.81572127114138
104487040;Mercadona;509.2115974958129
100431350;Dia;121.36914652336041
104210713;Condis;338.3573624706164
105648388;Condis;94.75762626663202
105391850;Spar;277.6584197950887
103607591;Veritas;195.8286156273588
104799962;Charter;41.69747681680178
100001778;Caprabo;198.53396605056554
99625804;Autoservei 24 h;88.38661216426459
105157266;Dia;160.4276845220966
105163164;Keisy;82.1407374743511
105485366;Coaliment;118.84721060484723
101337290;Condis;80.1948920605
103564660;;48.91870796896525
105152619;Dia;305.79796773122257
105245464;Caprabo;209.17092807745715
105203209;;303.5610763674289
104732196;Condis;38.34772161189517
104216381;Condis;206.4246646161398
105108601;Consum;338.9076865339348
99168745;Sorli;270.71011994492676
97412987;Covirán;107.20484487352172
105426273;Ametller Origen;82.93628748481242
104799973;;212.62366623837744
105652128;Charter;53.384262709598765
103843759;ALDI;177.77084257471742
104166840;Bonpreu;62.767656416427734
104734103;Caprabo;35.301218475719324
87309773;Alcampo;414.56587406819585
103425417;Caprabo;29.86019726759883
103043248;Crespo;1183.4351924936395
98956576;Ametller Origen;142.9796137342596
104849787;Super;945.5105545256114
104961844;Alcampo;91.34756634163304
104760993;Goshi;92.05688644456247
104353953;Condis;228.47080625574318
103884640;ALDI;105.46355395541251
104353875;Condis;228.47080625574318
105382173;Carrefour Market Ramblas;288.06493938633145
102227080;Supermercat;488.74744778320115
105623804;EuroCity;146.4487801641
105951524;Dia;67.20286635301095
105960855;Condis;99.40834731661369
105580168;Casa Nova;24.575604270063938
104354018;Condis;228.47080625574318
101506601;Català & Kamala;95.77057455654868
104353868;Condis;228.47080625574318
100686077;Consum;148.57871489621868
101976766;Caprabo;169.85135773536516
104565607;Covirán;100.78310994014983
105433213;Lidl;51.00275288830081
103792991;Dia;122.06305381659575
104173446;OpenCor;476.55018930405475
103633505;Sorli;124.96789228525688
104349439;Condis life;267.8891939085728
105797898;Gra de Gràcia;35.63826423617614
105797637;Caprabo;61.33292919614538
105829939;Granel Poble Sec Market;64.43688904743298
101474414;Mercadona;383.7130955923169
105946964;Supermarket 24h;118.05630106548564
105839663;Condis;91.04219118817015
105854229;Aliprox;112.13391854962843
105839714;Condis;91.04219118817015
105839720;Condis;91.04219118817015
105958898;Spar;50.032448886907915
105839423;Condis;91.04219118817015
105839787;Condis;91.04219118817015
105547917;Dia;53.41531903663342
96615163;Mercadona;493.4875597246408
105839717;Condis;91.04219118817015
105839647;Condis;91.04219118817015
105189637;Tokyo-Ya;24.656868488351222
105839760;Condis;91.04219118817015
104180910;Caprabo;114.4137233855214
105960948;;96.98618678951935
102895977;;150.1184791619584
104847949;Aldi;155.8257148105984
105181181;Sorli;45.33211621626478
105822950;Condis;82.13407971137102
105220285;Mercadona;252.18438265869108
104005591;Mercadona;253.35007233109235
105334137;Mercadona;253.35007233109235
105334130;Mercadona;253.35007233109235
104711279;Mercadona;253.35007233109235
105931028;Condis;79.93664322797183
105476397;;46.80339085539743
105334082;Mercadona;252.18438265869108
103150583;Plusfresc;90.92805269941795
105383529;Caprabo;279.6956092224069
101035148;Caprabo;213.41188722741867
99507426;Caprabo;92.4768633668489
99507402;Veritas;104.12792736211051
103012380;Mi Alcampo;131.43846849099904
105015543;Tokyo-Ya;44.14886992803986
105962079;Ametller Origen;58.00063447677464
105957679;Condis;1075.9994682277768
105220310;Mercadona;253.35007233109235
105058690;Mercadona;123.28555950827112
103437385;Dia;17.637746858035815
102719165;Ametller Origen;233.06051144372506
105180403;Condis;284.3057917906332
104742512;ALDI;84.61955060270269
105116389;Alcampo;444.8205680115141
102255078;Mercadona;117.73667253772967
104919721;Caprabo;336.4012730516817
104252384;Open Cor;261.24296624411477
82383309;De tot al Born;143.6152626870166
104950919;Carrefour Market Ramblas;158.39386113859325
100587294;Organic Market;157.15940647339485
94915382;Coaliment;150.7999482870045
105431273;Alcampo;185.11802917017354
96906881;Supermercat Coaliment;159.8624342159058
104635725;Kings 24h;89.74854982780948
97800187;;178.95959451083317
105462512;OBBIO;244.2995645355818
102594570;;312.55799221347417
104022336;Lidl;46.65177189455789
103432919;Alcampo;294.23057766830004
104627267;Suma;34.50920433538643
104757452;Mercadona;190.28542312239443
103806164;El Bròquil del Gòtic;149.98238596454266
104974200;Spar;224.9520498790429
105672649;UK Supermercat;59.91354869600988
105324023;Condis;332.5691017676168
105559224;OpenCor;410.17046176252774
105201803;ALDI;155.2574354786058
103738620;Veritas;364.9937766090377
105265654;;122.15250100681405
105647593;Jaime Renobell;193.03174745966396
105515026;Condis;101.40711876323891
102312407;Dia;90.40191906142022
97693667;Sorli Discau;155.71076480216743
105701066;Lidl;126.13112892899014
102603161;;266.5110288712977
103776691;Condis;30.731078479686282
103359267;Alimentació Pons;627.3828411554098
102913758;Aldi;168.34578126952542
104550849;Alcampo;463.10557292845766
105141580;Dia;145.4423727844241
104537707;MODU supermarket;119.58059987565481
104904674;Condis;261.27736419636847
89005247;Badul-a-que;660.5655306862343
101491602;Condis;371.96888438778143
105909607;Super Casanova;119.64486507338238
105230662;Alcampo;280.40358106869667
105199868;Supercor;41.548312651976744
101259266;Condis Express;29.850370863897666
105826054;Condis;183.05538369104363
104867152;Dia Market;106.12574124562376
81669178;Sorli;78.2386373563611
105846964;BonÀrea;69.97328447528734
105274316;Akash;64.45924721868424
104161853;OpenCor;352.61457870633717
105280045;Caprabo;63.804631590426375
105879698;;59.939125176653825
105642804;;59.939125176653825
105756634;Superservis;126.2578316416055
102458702;Ametller Origen;82.0209152820442
105335107;Supermarket 24h;70.65365667142756
105384446;Comercialdos;143.5778133620798
105685571;Spar;131.09170321141497
103710057;Casa Ruiz Granel;70.23329165429917
104884593;Covirán;189.7451976724233
105848025;MiAlcampo;127.41799898607492
105245858;Badul-a-que;826.1814967841137
105300626;Parami;36.937972990060025
102185677;;252.6316334672466
105333105;Consum;94.93394004919696
105616565;ALDI;55.282438128184964
105613740;Caprabo;147.07619887811035
105398788;Honesto;84.23125473812377
105625320;;73.48859959129416
95528911;Alcampo;584.5806735979011
105577757;Supermercat;39.39448243057769
105379104;Taste of America;46.114901330653936
104867153;Coaliment;28.196700258942982
105465974;MiAlcampo;62.873460368734065
105141354;Mercadona;203.64474068503762
104908970;Condis;1469.2234152975277
104184527;Dia;192.7647874399987
91520924;Condis;83.9709386165433
97374858;Dia;127.27912787521231
105304637;Condis;336.8938815675692
105650625;Caprabo;277.129313165893
103490003;Bon Area;5.744896308456692
105160370;Maa Supermercat;100.85615166144485
105581227;Caprabo;389.5361639767978
104681260;Suma;88.08130691339593
105353246;Gra de Gràcia;51.414820716192374
104973737;;123.67181504720597
102830991;Condis;838.7134997621109
105511136;Condis;198.31754530369787
105870897;Plusfrésc;48.35862067749199
105866491;Dia;76.57826167402564
105447994;Suma;37.0835462334746
103368494;Crespo;20.241456713080407
105161147;Condis;268.83203494598564
105492375;Condis;55.19815426771226
105014103;Dia;105.38078181508044
105409646;Mônmas;66.59127088595658
105958262;Condis;204.18929724451328
104611552;Condis;48.13795642825723
105100317;Mercadona;246.31420453054858
105151666;Condis;158.5971701856773
104152522;Supermercat Picasso;44.573993155574435
105469059;Condis;48.177005640916825
104219328;consum;237.93318590035145
103884663;Caprabo;87.72920846347618
104870225;EuroCity;100.30106377944777
105453002;Jespac Supermercats;84.10675792879405
102162350;Bonpreu;54.250216614269355
88129785;Caprabo;247.8889646555258
104642744;ALDI;169.48285982380412
104943402;Consum;198.37112933860828
105262404;Aliprox;185.40940841190886
105410592;ALDI;93.87329797816712
105433323;Supercor;218.68836440527073
105392589;Condis;215.49383967721474
104567343;keisy;89.39894266135171
105261381;Alcampo;415.64566582233596
95485228;;228.04529809105816
92140459;Superservis;160.15410246330376
105956938;Alcampo;120.30141103493004
104398107;Lidl;106.08796681648978
105584349;Condis;93.31769479829754
105574369;Superservis;36.501417718855976
103340036;UVE134 Pasiones Argentinas;53.88167694043687
105596464;Caprabo;45.12424371265377
105658041;Dia;167.45389752253342
104768795;Caprabo;85.40174348060307
105931268;Covirán;12.4919537581805
105947309;Mercadona;198.8184021695559
104331642;Mônmas;46.08912515704389
105931173;Lidl;18.736724771007626
105931109;Mercadona;142.39287570684374
105931342;Lidl;72.0291856284001
103408419;;58.82857752455
105741474;Condis;40.09643919317816
105947307;Mercadona;198.8184021695559
99561075;Dia;741.2525010742295
105947306;Mercadona;198.8184021695559
105947274;Mercadona;198.8184021695559
105849409;Condis;100.55873375828453
104302281;;90.2906900983341
105947275;Mercadona;198.8184021695559
103510732;Condis;68.9379839439795
105424826;;119.1436875209435
105650517;Condis;225.8146583469731
103845354;;167.0370633280957
104447916;A Taste of Home;72.1281451603999
104988800;Alcampo;197.84601487774762
103840984;Condis;244.35388372777635
105891619;Charter Consum;194.52109506196985
105180956;Alcampo;88.64612587185769
104988816;Alcampo;149.35377579500985
105129066;MiAlcampo;132.2076421598635
105276110;Dia;156.46717019728868
104366043;Ametller Origen;32.48467120507267
104975336;Condis;279.13302965877165
104944035;veritas;429.5427616797441
102775594;Condis;80.57093238771184
105473212;Alfi;82.01755489745825
104366077;Ametller Origen;32.48467120507267
103979513;Consum;306.3623403050455
105948111;Suma;165.452517349815
104923195;Veritas;220.98668580372316
98698445;Supermercat;92.36604235731576
105810499;;121.21182652234181
105337160;Aldi;166.25025173333034
94162762;Bonpreu;205.53635801127817
104440203;Aliprox;60.48971752325095
105132312;Alcampo;268.1118301730094
105958125;Dia;15.959035836126779
105888473;Condis Express;175.14284617499263
104622192;Ametller Origen;71.88908024502517
105889508;Caprabo;149.36505198805466
105890981;Suma;144.10900785625225
103923443;Bonpreu;71.95512467245841
104562714;Àsia;87.4387532890582
105881498;;114.29890629250714
105391188;Mercadona;117.80913103065367
105741853;Condis;102.56513064258237
105957358;Alimentació Pons;247.4537203404994
103936063;Casa Ruiz Granel Selecto Barcelona-Eixample Dret;209.04869880420904
105960760;Condis;126.96321488651743
105727999;Condis;169.83227992477725
105278523;Condis;223.5584657327874
105033599;Awami;58.95759683124937
104353997;Condis;228.47080625574318
105075436;Honesto;144.7654746365023
105370948;Lidl;56.809781280973766
104272938;UK Supermercat;196.7485695689974
101781007;Badul-a-que;998.1040810467064
100335872;;54.00220487388205
104876005;Supermercat Yangkuang;116.8770599977638
102852721;Kachafruit;372.00938995556555
104438697;Ametller Origen;166.85825447259268
103408697;Superpreus;35.02481262875868
105520205;;158.8319331643715
104686325;Bonpreu;223.58394922195447
104424946;Dia;29.80549646420951
105524784;Ametller Origen;256.2954330546639
105171258;Spar;51.77160019498325
104802810;Consum;50.942412353285626
104069355;Badul-a-que;540.0012831422649
105520255;Dia;165.3513598567977
102561519;Carrefour express;73.26626791352084
99799824;Condis;808.1955453151761
102581368;Ametller Origen;151.98640695292272
104669688;Caprabo;84.03942817115262
101708306;Organic Market;39.03039113764983
89745843;Alcampo;427.0866273072789
103518139;Organic Market;66.60957401596542
99305839;Aldi;220.38223034561625
94216876;Supercor;111.60314490595337
103855326;Mi Alcampo;87.49077770067038
99428620;Spar;10.173653917076935
103904751;V-TRUST;82.24314093331122
96816742;Veritas;303.754081663476
104744247;Condis;104.07453095510085
104877770;Mercadona;105.34316512093903
104177332;Tokyo-Ya;126.87380420521238
104773440;Super Casanova;11.365310357245836
105107755;Bon Area;446.51783837611276
104662179;Bonpreu;77.27737979171371
99611861;Ametller Origen;153.80436590237002
104837457;Condis;184.84561272641432
103607012;Maa Supermercat;105.76838678007599
105564711;Crespo;380.03787148684745
104004478;Veritas;353.6941673245445
103001441;Sorli;79.73503156434383
103484255;Crespo;803.4485961956977
104320830;Coaliment;48.270942321520344
105054981;OpenCor;348.57331715562407
105066022;Jespac;82.2927388093716
101134327;Condis;269.25378666127614
105191212;Condis;32.122686173209026
105313398;Bon Area;375.4583883973471
103033210;;122.72612600737652
103489038;Plaça de Tetuan;189.36876522267232
103287741;El Bròquil del Gòtic;19.759770048227274
104993339;Open Cor;140.6595422717769
98892155;Jespac;65.11331431110966
102572556;Ametller Origen;158.18482336877642
101959434;;224.5154443171101
105518897;Condis;306.89045576382557
105265186;Veritas;155.46148329775272
104711243;ALDI;65.50278752548063
101727583;Mercadona;98.30322481955353
104539207;Alcampo;310.6793389426089
105109195;Caprabo;244.56360733264938
101604271;Condis;265.9110757555536
105274837;Herbodietètica Las Maravillas;111.49437771511636
104310049;ALDI;23.12551736080163
105810150;OpenCor;353.7758160204647
84998475;Condis;358.8284511570817
105820074;Plusfresc;255.39968566291398
103500090;Max Supermercat;35.219001451415366
101183700;Bonpreu;62.977251400019696
98857342;MiAlcampo;107.931080475264
105474593;Ametller Origen;181.80461802741016
104677476;Condis;88.62378492608123
104767857;Lidl;150.0549548406514
105272451;Dia;100.60813698678034
