propertyCode;latitude;longitude;estacion_mas_cercana;distancia_metros
99117414;41.3915639;2.1712643;Passeig de Gràcia (L2);343.3573205042666
101300670;41.3957095;2.1623512;Diagonal;203.09276169705913
104772587;41.3874136;2.162632;Universitat;223.50023045952153
100770574;41.385963;2.1804158;Jaume I;260.6563948768443
105932101;41.3888224;2.177394;Urquinaona;253.65507236801338
102267096;41.398689;2.1788173;Monumental;210.65986155279379
89312621;41.4003309;2.1264782;Sarrià;197.5449605554963
104038296;41.3936519;2.1712353;Girona;154.08908253343805
95269529;41.3914619;2.1738039;Urquinaona;212.3112090335449
103898736;41.3977555;2.140259;Muntaner;238.84835748632156
104171277;41.3970105;2.1321442;les Tres Torres;104.38856088167847
99411495;41.3820774;2.1705548;Liceu;223.67808990888966
97908823;41.3972076;2.1584031;Diagonal;190.6599329051397
101660330;41.3820947;2.17516;Liceu;191.19243494951505
100923748;41.3805511;2.1778033;Jaume I;390.49964655431125
105200359;41.3958728;2.1481071;Muntaner;533.3547375661645
104395845;41.4062339;2.2167724;El Maresme | Fòrum;615.4886993726512
104104070;41.3726741;2.1665673;Paral·lel;343.0597337887894
104300966;41.3952831;2.1669124;Girona;339.694020036132
85492220;41.3889602;2.1092003;Zona Universitària;563.5303925095083
104301010;41.3924284;2.1655866;Passeig de Gràcia (L2);400.7064877940843
100973297;41.3974686;2.2078448;Poblenou;784.9095069394407
104300820;41.3940247;2.163282;Diagonal;351.1617785070969
103375251;41.390589;2.1753708;Urquinaona;125.55388120607397
104674961;41.4064525;2.1594368;Joanic;314.35704859743635
101806580;41.3886114;2.1680554;Passeig de Gràcia (L2);94.21422305202695
104301658;41.3866769;2.1747612;Urquinaona;197.9396192781451
101577873;41.398657;2.1334639;les Tres Torres;223.29775191433367
103375253;41.4030039;2.1370272;el Putxet;358.47061080565965
104978151;41.3902718;2.1612755;Provença;399.4275725635774
105135662;41.3911202;2.120897;Maria Cristina;568.4294820429062
104751759;41.3905391;2.1600967;Provença;314.0393390768525
104830762;41.4105883;2.2136354;El Maresme | Fòrum;286.51425984286203
100414469;41.3922382;2.1394177;la Bonanova;673.8427276402275
102988077;41.3979448;2.1378893;la Bonanova;146.13201074775424
92808556;41.4081343;2.216976;El Maresme | Fòrum;405.1435762811343
104355336;41.3972978;2.1730788;Girona;308.5428754579719
101731983;41.41278;2.10618;Reina Elisenda;1889.297555031764
104354008;41.3972978;2.1730788;Girona;308.5428754579719
105840030;41.3778311;2.1779746;Drassanes;194.11407779310852
100795049;41.4000263;2.1374991;la Bonanova;273.0630414365413
105744721;41.3866527;2.1825284;Jaume I;434.6935632205944
105744717;41.3865681;2.1580967;Urgell;458.14622008632483
105744713;41.3801932;2.1754118;Liceu;237.0200246639264
105744728;41.3773065;2.1791939;Drassanes;271.731803326943
105904313;41.3997605;2.2094554;Poblenou;672.9854721889366
105437601;41.3960925;2.1260195;Sarrià;316.67772136477646
99673590;41.4106897;2.1736123;Sant Pau | Dos de Maig;198.2695933705027
101674986;41.4127803;2.1960708;Bac de Roda;246.90330375139087
101849486;41.3818171;2.1814563;Jaume I;334.2731822164229
104214558;41.3918155;2.1430863;Hospital Clínic;744.0338120572633
100491848;41.4047068;2.1286019;Sarrià;710.4220132205908
105248415;41.3991216;2.1544436;Gràcia;207.9567352068895
104664074;41.3766728;2.1509497;Espanya;189.56996206280772
105391927;41.3973661;2.1795357;Monumental;350.79834539850606
96535945;41.3907467;2.1077229;Zona Universitària;794.6270170639916
105168573;41.3935687;2.1475211;Hospital Clínic;651.5325481370952
105584469;41.4375364;2.1737421;Llucmajor-República;69.11293346385538
100756616;41.4059252;2.1701248;Sagrada Família;379.1209201584789
105962661;41.4188771;2.1894363;La Sagrera (L9N-L10);284.793628536165
105961430;41.3711381;2.1474684;Plaça Espanya;416.5932057456746
104192936;41.3813287;2.1726277;Liceu;37.83313462866803
100683533;41.4008603;2.1462468;Sant Gervasi;73.35484810032413
99097372;41.389559;2.1017693;Zona Universitària;1018.0564435899133
103859092;41.3852788;2.1577777;Urgell;323.7646610474744
104491424;41.373478;2.1566865;el Poble-sec;365.3383325810759
104254323;41.3937722;2.1647133;Diagonal;466.0829153099326
99736872;41.4124716;2.1629843;Alfons X;214.79367944791167
102756132;41.38351;2.1738979;Liceu;244.76839522974132
104706723;41.393857;2.1521678;Provença;498.1166749089266
102475902;41.3970908;2.1093408;Reina Elisenda;832.2866594841649
96978808;41.3998849;2.1421593;Muntaner;152.8192550431467
105959775;41.4420316;2.1864718;Torras i Bages;374.8085082836831
104050541;41.4020175;2.1358289;la Bonanova;470.7796892166135
97567761;41.3818766;2.1803202;Jaume I;271.81838953678493
105962622;41.4065877;2.1719006;Sagrada Família;327.56460724418866
102842326;41.4002542;2.1573216;Fontana;415.9345000681963
103294347;41.3958265;2.1360448;la Bonanova;217.7858749115816
104628125;41.379697;2.1739304;Liceu;201.9099322486231
102924204;41.3817782;2.1800851;Jaume I;272.46586942261644
105741973;41.4310718;2.1963254;Onze de Setembre;282.13621827054897
105957559;41.3777066;2.16342;Sant Antoni;282.609919980461
105457114;41.3769254;2.1392147;Plaça de Sants;203.68976266637742
103733107;41.3953576;2.120546;Reina Elisenda;401.61053159499545
104079678;41.3729631;2.1281416;Badal;294.90701043672766
102490609;41.385277;2.1817315;Jaume I;290.0467546688817
105885329;41.371592;2.1280916;Santa Eulàlia;313.1225466151235
105770457;41.3965748;2.1804405;Monumental;446.29879356857913
105961095;41.4069329;2.1761393;Sagrada Família;338.97284787751954
105590567;41.410861;2.1808983;Sant Pau | Dos de Maig;411.2241555405131
105960961;41.4307004;2.1736726;Virrei Amat;165.52988974742257
103599160;41.3874822;2.1745856;Urquinaona;125.91171184024633
105288505;41.4005221;2.2038465;Poblenou;349.7583047803473
105834194;41.3900806;2.1247847;Maria Cristina;266.4071251478189
105838398;41.412006;2.1803014;Camp de l'Arpa;303.50706110853
105837873;41.3726754;2.1450967;Hostafrancs;317.76951996799585
105961385;41.4415582;2.173411;Via Júlia;502.95018110200164
99973726;41.3543929;2.1383356;Foc;358.8457357508306
102420092;41.3981624;2.1993276;Llacuna;194.98431762796815
105875496;41.3971657;2.1650909;Verdaguer;388.7349974490752
104125474;41.3823736;2.1870373;Barceloneta;133.16261600966288
98016761;41.3869076;2.1311015;les Corts;308.63878499881656
95890216;41.3867434;2.1267498;Maria Cristina;140.03377839010543
105406783;41.3915498;2.1510807;Hospital Clínic;378.9921942809986
104981438;41.4001647;2.1321695;les Tres Torres;295.3775643888188
105961484;41.4144221;2.1599603;Alfons X;530.4888736995622
94484036;41.3955935;2.1297313;les Tres Torres;254.85112592356074
105366761;41.3949955;2.1467176;Muntaner;514.9808833279881
94285069;41.393823;2.1787513;Barcelona - Arc de Triomf;261.8842536384954
104486802;41.380353;2.1800948;Jaume I;421.45371482367517
100789141;41.3899691;2.1719308;Urquinaona;223.03393085134874
105106737;41.4093127;2.1756924;Sant Pau | Dos de Maig;159.40391219200833
105915626;41.381798;2.1534811;Rocafort;298.75968298044444
105007179;41.3917701;2.1523698;Hospital Clínic;428.92756849313525
105459942;41.4359058;2.1618061;Valldaura;473.32883913341294
105961630;41.3901937;2.1635796;Passeig de Gràcia (L2);401.6420827650048
100249882;41.4052457;2.2154735;Selva de Mar;614.6122658467082
105021788;41.4082777;2.1112812;Reina Elisenda;1237.1950147416917
105705420;41.393548;2.1726573;Girona;216.84070662926706
105325067;41.3867727;2.1799741;Jaume I;325.6084667503664
104678124;41.4065041;2.1762041;Sagrada Família;294.7778085180094
104217322;41.3817066;2.1757485;Liceu;226.60223691241384
105945817;41.3944842;2.1450131;Muntaner;492.78307851873797
104639714;41.395583;2.172029;Girona;108.88990294444831
104762522;41.3831615;2.1445174;Entença;98.33220087878101
104375718;41.3903227;2.1505637;Hospital Clínic;240.03253131598152
101949519;41.3923601;2.172558;Girona;324.6250430442104
105677036;41.3861248;2.1635237;Universitat;64.95133433990821
105384554;41.3854178;2.1691169;Plaça de Catalunya (FGC);74.1260151773781
105640288;41.4042486;2.1696042;Sagrada Família;361.81077886278933
105742796;41.3810799;2.1765074;Liceu;289.5760179941103
105527030;41.4148116;2.1313388;Avinguda Tibidabo;751.0026821097683
105554654;41.3943912;2.168417;Girona;223.94351426031344
105273912;41.408282;2.2177152;El Maresme | Fòrum;397.5483393721753
105627809;41.3999718;2.1733353;Verdaguer;410.6258670477899
105042953;41.3819213;2.1502042;Rocafort;471.6501433610569
105940412;41.4013252;2.1640354;Verdaguer;388.16834412472235
105042975;41.3819213;2.1502042;Rocafort;471.6501433610569
101010221;41.3905334;2.1730852;Urquinaona;158.5501361202995
105043047;41.3819213;2.1502042;Rocafort;471.6501433610569
105499844;41.3806973;2.1645244;Sant Antoni;111.66997279778982
102260523;41.3742768;2.1686108;Paral·lel;96.27650689571769
105155524;41.4103572;2.1420944;Vallcarca;267.60608985502427
105130665;41.3865858;2.1791158;Jaume I;289.13161361876683
105280103;41.4080125;2.167961;Joanic;443.6919402951007
105280956;41.3771811;2.175686;Drassanes;37.10219927416843
104763499;41.3967184;2.1293798;les Tres Torres;180.5015957069069
105328392;41.3888132;2.1726803;Urquinaona;96.53028988382907
94114913;41.3887451;2.1671779;Passeig de Gràcia (L2);120.26280686263662
94114930;41.3900309;2.1647601;Passeig de Gràcia (L2);301.3187294221005
102536699;41.400847;2.1717645;Verdaguer;291.4075768948558
94114936;41.3874188;2.1638102;Universitat;188.98661614407234
94114926;41.3889283;2.1638406;Universitat;355.7476537697629
94114931;41.3905583;2.1644529;Passeig de Gràcia (L2);342.9969506212239
94114901;41.3895441;2.1643508;Passeig de Gràcia (L2);328.58757216122206
105759795;41.3963179;2.1785704;Tetuan;304.36753390890976
94114915;41.3900124;2.1635541;Passeig de Gràcia (L2);400.0569864466225
93777468;41.3741175;2.1903473;Barceloneta;977.2237173279676
105262140;41.4420528;2.1930999;Torras i Bages;232.38762064998912
98895098;41.3911336;2.1782572;Barcelona - Arc de Triomf;247.10046374219743
94114943;41.3878774;2.1633807;Universitat;245.8120617225422
105940441;41.3934439;2.1398235;la Bonanova;571.5448365622972
105538291;41.3915235;2.1173363;Palau Reial;636.2651833428563
105525958;41.3871156;2.1068227;Zona Universitària;516.903088227868
97508293;41.3924439;2.1728693;Girona;328.0243389188713
105280187;41.4281405;2.1763537;Virrei Amat;197.15280067362997
104400956;41.3940243;2.1484089;Hospital Clínic;675.1404868395267
105962262;41.4049955;2.1714073;Sagrada Família;234.58568868367135
104692139;41.3913079;2.1430322;Hospital Clínic;718.8014625421846
104973166;41.3946032;2.1956152;Bogatell;304.0281711094901
103989417;41.4041501;2.1279209;Sarrià;631.3203291767013
101974543;41.3875943;2.1845419;Barcelona - Arc de Triomf;586.7830612842777
105395911;41.395936;2.1377203;la Bonanova;243.60641856821528
105758641;41.4175994;2.1864175;Navas;178.0864454883194
105533212;41.4445811;2.1832586;Via Júlia;397.40970456952823
103518022;41.3802564;2.1750503;Liceu;208.38790776571105
100001404;41.3771604;2.1703408;Paral·lel;240.584251186968
104947741;41.4471632;2.1906729;Trinitat Vella;311.9187791344177
105958542;41.3958737;2.1756503;Tetuan;117.34483987449214
105681331;41.3991577;2.1590048;Diagonal;365.73175149300255
105673235;41.4208858;2.1507113;El Coll | La Teixonera;141.6179401602108
104851242;41.3993444;2.1239227;Sarrià;114.76299995603009
105408249;41.3889061;2.1651971;Passeig de Gràcia (L2);264.4279976408989
105960939;41.3809347;2.1751452;Liceu;180.8987711501354
104605440;41.4192567;2.1744729;Guinardó | Hospital de Sant Pau;354.925025463405
105957702;41.4117952;2.2151768;El Maresme | Fòrum;125.52549223703573
104609264;41.4035208;2.1304072;les Tres Torres;659.5784707666946
105340258;41.3690504;2.13809;Magòria - la Campana;170.18864453707084
101567952;41.3763058;2.1683956;Paral·lel;151.8130166593362
105946397;41.3786274;2.1794291;Drassanes;344.19497703173425
104159904;41.3811898;2.1814996;Barceloneta;348.6922574642083
104771022;41.3974075;2.1448548;Muntaner;213.33659655441028
104821872;41.3957501;2.1367359;la Bonanova;231.2428047848782
105491783;41.4094618;2.1341026;Avinguda Tibidabo;256.321857538486
97141325;41.3859579;2.1788303;Jaume I;217.60629768794774
104178912;41.381219;2.1820975;Barceloneta;300.17945893015195
100025324;41.3837984;2.1716854;Liceu;290.91313428518527
105218972;41.4064295;2.1755939;Sagrada Família;274.9832824705283
104501457;41.4031931;2.1969395;Llacuna;427.5261419937162
87308004;41.3789297;2.1890793;Barceloneta;464.598444553238
105279387;41.3973404;2.133238;les Tres Torres;174.40148076144663
104983984;41.3804528;2.1617936;Sant Antoni;130.35693592760688
103858485;41.3832597;2.1601908;Urgell;138.70399648051364
105960937;41.4175544;2.1782102;Guinardó | Hospital de Sant Pau;382.8433903035423
105518898;41.4128691;2.1369774;Avinguda Tibidabo;356.7466714606984
105512195;41.3773994;2.1606783;el Poble-sec;268.9037641928858
99581952;41.4023661;2.1408748;Pàdua;213.51755057451274
104568950;41.3813892;2.1737503;Liceu;56.81882038323418
104430598;41.3856668;2.1810325;Jaume I;268.51518761661447
103890711;41.4130338;2.1648319;Alfons X;117.93483599164863
102589926;41.4003886;2.1598361;Diagonal;494.01524985375005
105511135;41.3875916;2.1573364;Hospital Clínic;571.756100949261
105472252;41.3941038;2.1473258;Muntaner;624.4970271985304
105843741;41.401018;2.2076242;Poblenou;466.02357530946847
104797481;41.3889446;2.1723028;Urquinaona;127.34939188896877
103251399;41.3854812;2.1093865;Zona Universitària;236.38538199251593
105551632;41.3973634;2.1955502;Llacuna;284.62538163908124
105639270;41.3937597;2.1270423;les Tres Torres;550.3546571180493
105373015;41.3769848;2.1272613;Badal;211.50419642082383
102689885;41.4092496;2.1858864;el Clot;131.04975395028407
103741692;41.3865225;2.1260488;Maria Cristina;158.09542131027334
102223232;41.398472;2.1321198;les Tres Torres;123.59802119505585
102637366;41.3943514;2.1661187;Girona;411.67854957011184
105309126;41.4010062;2.1299769;les Tres Torres;390.36914949322716
104313786;41.4079491;2.176307;Sant Pau | Dos de Maig;310.1704248723616
104526170;41.4066124;2.1797309;Encants;239.05893222012824
104974957;41.4130368;2.1404088;Vallcarca;367.5401637178941
104688292;41.4063446;2.1430518;el Putxet;332.69322236559356
99088478;41.4003914;2.1386096;la Bonanova;354.8147877465883
105449524;41.3845431;2.1580534;Urgell;238.8798141194278
104600313;41.3999215;2.1344716;la Bonanova;275.8209760752589
102976877;41.4040653;2.1185464;Reina Elisenda;587.3229409970181
104224197;41.3832874;2.1448185;Entença;78.0213943647354
102680909;41.3901791;2.1364599;les Corts;817.7708632884842
92659324;41.3991991;2.1528714;Gràcia;87.18979634404701
105497973;41.3804455;2.1544378;Rocafort;134.71671082037594
104440823;41.4152809;2.1405278;Penitents;256.0858796444311
104479041;41.3940301;2.151823;Provença;530.6105840413364
103795707;41.3944697;2.1552357;Provença;289.89844140652514
105276471;41.3878177;2.1774274;Urquinaona;313.55920092692816
103984196;41.383919;2.1095435;Zona Universitària;178.63310011752367
105221112;41.4057981;2.1764397;Sagrada Família;230.3551150457909
105097292;41.3919094;2.1375918;la Bonanova;663.6052425367782
103854305;41.3922702;2.174512;Urquinaona;292.4533377731093
104644553;41.3948228;2.1707123;Girona;30.423346329114644
104332220;41.3942723;2.1689986;Girona;184.01230130776528
105959607;41.3612889;2.1426748;Foneria;348.77713440710613
105960165;41.3587327;2.1440345;Foc;356.31477741930837
104061641;41.4000832;2.2011804;Llacuna;305.4396533627064
105474671;41.4005508;2.1766965;Monumental;230.6534911989549
105593267;41.3871862;2.1534214;Hospital Clínic;264.03337617594383
105961488;41.4393155;2.1850701;Sant Andreu;588.3889482694376
105926431;41.4073011;2.1804927;Encants;171.6326376033239
105958208;41.4314913;2.1344254;Montbau;872.3104592466598
105961327;41.3718856;2.1337807;Mercat Nou;107.7280773234084
105168560;41.4050031;2.1716378;Sagrada Família;217.86560233276927
105961423;41.455103;2.189808;Casa de l'Aigua;591.8418431911778
100187879;41.4049913;2.17162;Sagrada Família;218.55100483331694
105635942;41.4109994;2.2110663;Selva de Mar;369.6686800809144
105168561;41.4050031;2.1716378;Sagrada Família;217.86560233276927
105952427;41.4075813;2.1343415;Avinguda Tibidabo;329.7023759304291
103113045;41.4049913;2.17162;Sagrada Família;218.55100483331694
101725760;41.4085173;2.2124841;Selva de Mar;287.6399701774762
104344732;41.3862878;2.180673;Jaume I;302.62346856573885
104909731;41.396725;2.1343747;la Bonanova;189.83206441972146
100947336;41.4085173;2.2124841;Selva de Mar;287.6399701774762
104486547;41.3975263;2.1201958;Reina Elisenda;170.6783414761057
104052936;41.4049913;2.17162;Sagrada Família;218.55100483331694
99171470;41.4049913;2.17162;Sagrada Família;218.55100483331694
105430531;41.4137336;2.1694923;Alfons X;379.4434095399834
104012569;41.3975338;2.1383324;la Bonanova;184.25189803788882
104053151;41.4049913;2.17162;Sagrada Família;218.55100483331694
105611053;41.4109994;2.2110663;Selva de Mar;369.6686800809144
100594011;41.3914722;2.1174231;Palau Reial;630.1229869915721
104610824;41.3875443;2.1807238;Jaume I;428.2059854090806
105381042;41.4146465;2.16326;Alfons X;339.3859621297913
103983877;41.3944981;2.1375315;la Bonanova;382.8504471825701
105868499;41.4097419;2.1596551;Joanic;486.05212448778246
105923759;41.4160736;2.1938933;Bac de Roda;166.76208155504295
105568078;41.4130224;2.1916582;Bac de Roda;354.5641803152724
103213041;41.3961947;2.1451112;Muntaner;327.80649230119843
105959081;41.4225905;2.1509782;El Coll | La Teixonera;170.30277252990257
103458179;41.3896042;2.1836626;Barcelona - Arc de Triomf;361.5887218338379
105930161;41.3857787;2.1609106;Universitat;266.6387818929566
96334152;41.4091108;2.2172581;El Maresme | Fòrum;299.8741784633369
105473656;41.3722872;2.1578798;el Poble-sec;374.34863654238546
103990708;41.402573;2.1287114;Sarrià;508.70187764654315
105280335;41.3838104;2.1466346;Entença;141.3762824193436
101230243;41.422104;2.0966741;Reina Elisenda;3193.7019248572483
105437227;41.3907106;2.1220271;Maria Cristina;466.677310526771
101254773;41.4245155;2.0963768;Reina Elisenda;3428.099626836219
104964771;41.427555;2.1717264;Virrei Amat;355.087206959461
104348524;41.4115177;2.1446812;Vallcarca;45.07577928375424
103030292;41.4009767;2.1464089;Sant Gervasi;57.00230062313737
83767550;41.4068855;2.2151192;Selva de Mar;517.9220379637828
105960040;41.3724286;2.1471081;Plaça Espanya;295.01514329954824
105600750;41.3818317;2.1619901;Sant Antoni;208.28495367515325
104649629;41.4022206;2.1411724;Pàdua;202.0662463833346
102230887;41.4230752;2.1524057;El Coll | La Teixonera;299.24586855022034
103181179;41.3974458;2.1661984;Verdaguer;307.55098637062326
101675966;41.3832911;2.1595985;Urgell;107.29974949335747
101403621;41.3976463;2.1588256;Diagonal;211.14626485155713
105322721;41.3940752;2.130823;les Tres Torres;393.8262358340462
104425919;41.3819786;2.1774126;Jaume I;249.29166595391345
105090311;41.4065495;2.1635788;Joanic;45.319823212210956
102355604;41.3990404;2.1290744;les Tres Torres;237.32636551670606
105035037;41.3925287;2.1397536;la Bonanova;656.8634293730289
105766866;41.4377411;2.1838206;Sant Andreu;623.922384061527
105834681;41.3815307;2.1511024;Rocafort;386.259718931153
102008225;41.4171297;2.0954927;Reina Elisenda;2832.5541026234637
105224153;41.3911051;2.1199631;Palau Reial;614.1611527095062
101872566;41.3882328;2.155864;Hospital Clínic;445.1586354957099
104205457;41.3849709;2.1517087;Hospital Clínic;367.5327132430156
105618930;41.4005941;2.1478649;Sant Gervasi;84.07623798955682
105946144;41.4315638;2.1555578;Horta;448.84570798020764
105329353;41.384939;2.1728985;Catalunya;295.45293784574255
105898660;41.3834461;2.1738818;Liceu;237.58131931373546
105953187;41.3947351;2.1398487;la Bonanova;458.50197891523794
103518313;41.4245266;2.1748496;Maragall;149.09457153854905
104731007;41.4033485;2.1334426;el Putxet;549.2027360490981
102795136;41.3893014;2.113701;Palau Reial;520.8380022267402
104353200;41.4182774;2.1500522;El Coll | La Teixonera;379.74206973955864
104150679;41.3931847;2.1551662;Provença;237.75982023442788
101423471;41.3731286;2.1254648;Badal;395.33991788787455
105046611;41.3940174;2.1401689;la Bonanova;536.5186285887119
104073363;41.3801678;2.157658;Urgell;277.314988058692
105961779;41.4078948;2.2167234;El Maresme | Fòrum;430.99225266942636
103713739;41.4071956;2.14664;Lesseps;305.6756259075909
105659926;41.3853848;2.1860942;Barceloneta;366.5076990231296
104963717;41.4032312;2.1442342;Pàdua;97.88809765720606
101941375;41.3879509;2.1751598;Urquinaona;155.36768406075035
88318137;41.4075267;2.2139481;Selva de Mar;408.1996340143388
104565724;41.3786509;2.1776683;Drassanes;237.16230889886134
102912353;41.3966895;2.2034202;Llacuna;567.6952147335588
101651267;41.4065144;2.2167389;El Maresme | Fòrum;584.3074135820733
103258040;41.4074366;2.1320829;Avinguda Tibidabo;490.87490710526424
105228892;41.3822823;2.1779353;Jaume I;201.4548616714704
104595313;41.4029238;2.1883351;Glòries;104.54873673182666
105390672;41.3959241;2.1561905;Diagonal;277.099070335243
97362092;41.4050896;2.2161859;Selva de Mar;675.0246241022054
104254346;41.4048846;2.1648561;Joanic;207.38599527607983
101087741;41.3735491;2.16914;Paral·lel;153.05449324124788
104801319;41.3834959;2.1832456;Barceloneta;241.7634358308811
104631874;41.3983621;2.1653797;Verdaguer;282.65856934719056
105404692;41.3999211;2.1402438;Muntaner;263.3082960261023
103364380;41.3991359;2.1453455;Muntaner;214.43956256633686
104620738;41.3837665;2.1729904;Liceu;263.3684630381259
103478038;41.4055507;2.1356272;el Putxet;294.8425037710967
105462652;41.3887901;2.1191011;Palau Reial;347.2115392591665
103516759;41.3953862;2.1388987;la Bonanova;351.6789634303693
104648836;41.4045722;2.1411396;Pàdua;211.53988112034287
104694090;41.3887674;2.1224094;Maria Cristina;331.86786434018296
104257706;41.393741;2.1527473;Provença;448.0107710608516
105338844;41.3970369;2.1401519;Muntaner;287.61337612366674
104705532;41.3983958;2.1425579;Muntaner;36.27876325525765
104680716;41.4084464;2.1192809;Reina Elisenda;1072.6772831197331
103013559;41.3813736;2.1731948;Liceu;10.639572144205431
103210648;41.4142465;2.1459976;Vallcarca;286.63655229500546
105405206;41.4034073;2.1282888;Sarrià;569.0331949791334
105432622;41.3819931;2.1778583;Jaume I;233.98308643355296
103518364;41.3934389;2.146752;Muntaner;660.3694495402262
103272413;41.4104381;2.1604257;Alfons X;463.149621663937
104388372;41.3767137;2.1722422;Paral·lel;300.43350258762393
105199115;41.4023831;2.2061478;Poblenou;277.9323221168326
105030838;41.401763;2.1697947;Verdaguer;218.05926653923487
104542928;41.3902845;2.1447989;Hospital Clínic;535.1294306989021
104919516;41.3954176;2.1133801;Reina Elisenda;603.1836969488884
104396322;41.4167031;2.1650409;Alfons X;512.604294017777
99750257;41.3920401;2.1107956;Zona Universitària;869.0227978913116
104160734;41.3594782;2.1419993;Foneria;300.1466706695196
105939300;41.3807921;2.1807041;Jaume I;393.6058143124414
105849885;41.4099954;2.1601562;Joanic;485.5642875338246
105911337;41.4018776;2.1601051;Joanic;551.4269133452567
103518556;41.3803377;2.1732564;Liceu;118.54278031637465
105946146;41.3762691;2.1685849;Paral·lel;140.65162545029938
105909819;41.4075305;2.1753299;Sant Pau | Dos de Maig;359.6454759257747
105957219;41.3976596;2.1446036;Muntaner;179.57718736545706
102860017;41.3895766;2.1748709;Urquinaona;26.795105746032284
105960012;41.3869089;2.1791287;Jaume I;324.90607036946017
105962434;41.3917683;2.1534824;Provença;395.61530767266265
105788915;41.3736161;2.1644868;el Poble-sec;360.8051880320819
105750598;41.3818124;2.1341877;Plaça del Centre;172.801062172744
105958604;41.4116963;2.165042;Alfons X;59.348911160840856
105229591;41.3958547;2.1502547;Gràcia;455.1530965031337
103718170;41.3816231;2.1824057;Barceloneta;263.125643039057
105519537;41.3978242;2.1780867;Monumental;320.93095051963854
105925739;41.410062;2.2114163;Selva de Mar;298.1702174097817
102569515;41.3909348;2.1451082;Hospital Clínic;549.0450850524262
104202011;41.4105902;2.2196634;El Maresme | Fòrum;282.1929569186107
104514229;41.3933396;2.1517789;Provença;521.1058376953064
104853787;41.3827537;2.181704;Jaume I;286.46981498470245
91871835;41.3894487;2.1082479;Zona Universitària;645.6124005431247
105959600;41.4203565;2.1506054;El Coll | La Teixonera;177.9367131333426
105656491;41.372548;2.1607953;el Poble-sec;270.689952613708
105958039;41.4296249;2.1318878;Vall d’Hebron | Sant Genís;1022.4956730377742
105475324;41.394986;2.1552105;Diagonal;310.86487930358084
105958684;41.3756689;2.1549074;Rocafort;397.2402919264743
105957609;41.4082221;2.1884289;el Clot;247.686983309067
33932885;41.4157708;2.1091366;Reina Elisenda;2059.525902074462
105959494;41.4151203;2.1969706;Bac de Roda;158.1404222948885
104849663;41.3896103;2.1469977;Hospital Clínic;337.3315757318172
104259590;41.3861473;2.1684452;Plaça de Catalunya (FGC);39.59706119314571
103502818;41.3996297;2.1332417;les Tres Torres;282.65708273105554
104478337;41.4144837;2.1899493;Navas;305.6725395327205
105889615;41.423334;2.1916706;La Sagrera (L1);396.3526205308073
103435255;41.4206257;2.1536424;El Coll | La Teixonera;375.70328777295697
101811965;41.4086484;2.1800883;Encants;268.3231784568722
105033807;41.403295;2.2083946;Poblenou;429.8219773007293
105637400;41.3987846;2.1733173;Verdaguer;433.89217469916383
105463754;41.3953714;2.1147775;Reina Elisenda;520.4290575301367
104950437;41.3872126;2.1523292;Hospital Clínic;182.86218257713648
88975940;41.3896426;2.1766946;Urquinaona;178.46726802476775
105924354;41.3832194;2.1872382;Barceloneta;191.21232968582223
95279631;41.3742364;2.1883277;Barceloneta;907.0309437837815
96153475;41.3836897;2.1701781;Plaça de Catalunya (FGC);277.68288914388614
105093875;41.3785032;2.1911625;Barceloneta;621.9855795102906
105468490;41.4068717;2.1463855;Lesseps;314.7799562438793
105652061;41.3988266;2.1726334;Verdaguer;378.72024827401964
105487499;41.3832278;2.1851266;Barceloneta;126.89130838716137
104354126;41.3836426;2.1623846;Universitat;191.90855197256377
104487040;41.4036272;2.214794;Selva de Mar;680.7225211100324
100431350;41.421041;2.1568692;el Carmel;531.3344922783164
104210713;41.3926616;2.1944773;Bogatell;338.8423784624005
105648388;41.3893525;2.1785409;Urquinaona;334.38570058029296
105391850;41.3866205;2.1713791;Catalunya;108.63566288275159
103607591;41.3942061;2.1593672;Diagonal;50.13444778260443
104799962;41.4008006;2.1714354;Verdaguer;263.586220831573
100001778;41.3777864;2.1678601;Paral·lel;319.24437405342593
99625804;41.3836793;2.1609844;Urgell;219.73036203883981
105157266;41.4100485;2.1581957;Joanic;592.1818826450433
105163164;41.4047013;2.1685029;Sagrada Família;458.8296491763137
105485366;41.3834698;2.1784837;Jaume I;61.838037770012726
101337290;41.3814998;2.189364;Barceloneta;331.86281060682694
103564660;41.3762335;2.1640647;el Poble-sec;323.67141076039326
105152619;41.4121561;2.1503805;Vallcarca;488.917317783505
105245464;41.4091698;2.1455225;Vallcarca;315.1587972824867
105203209;41.3938159;2.1969446;Bogatell;434.22540862796893
104732196;41.4171487;2.183649;Navas;301.0708800355813
104216381;41.4380079;2.1862154;Sant Andreu;438.99697281258256
105108601;41.4455945;2.1830017;Trinitat Nova;401.65151052255544
99168745;41.3929812;2.1603345;Provença;197.357597892279
97412987;41.3874893;2.1784382;Jaume I;388.0850459897341
105426273;41.3904907;2.1436261;Hospital Clínic;633.6804470532676
104799973;41.398588;2.1718236;Verdaguer;329.42961190076284
105652128;41.4010321;2.1716699;Verdaguer;290.5855367033226
103843759;41.4269262;2.176184;Maragall;212.48636649584228
104166840;41.3766445;2.1592406;el Poble-sec;215.87350811049595
104734103;41.3905209;2.1724756;Urquinaona;200.11972477741298
87309773;41.4059544;2.2163339;Selva de Mar;645.9659390125984
