propertyCode;latitude;longitude
104648836;41.4045722;2.1411396
104694090;41.3887674;2.1224094
104257706;41.393741;2.1527473
105338844;41.3970369;2.1401519
104705532;41.3983958;2.1425579
104680716;41.4084464;2.1192809
103013559;41.3813736;2.1731948
103210648;41.4142465;2.1459976
105405206;41.4034073;2.1282888
105432622;41.3819931;2.1778583
103518364;41.3934389;2.146752
103272413;41.4104381;2.1604257
104388372;41.3767137;2.1722422
105199115;41.4023831;2.2061478
105030838;41.401763;2.1697947
104542928;41.3902845;2.1447989
104919516;41.3954176;2.1133801
104396322;41.4167031;2.1650409
99750257;41.3920401;2.1107956
104160734;41.3594782;2.1419993
105939300;41.3807921;2.1807041
105849885;41.4099954;2.1601562
105911337;41.4018776;2.1601051
103518556;41.3803377;2.1732564
105946146;41.3762691;2.1685849
105909819;41.4075305;2.1753299
105957219;41.3976596;2.1446036
102860017;41.3895766;2.1748709
105960012;41.3869089;2.1791287
105962434;41.3917683;2.1534824
105788915;41.3736161;2.1644868
105750598;41.3818124;2.1341877
105958604;41.4116963;2.165042
105229591;41.3958547;2.1502547
103718170;41.3816231;2.1824057
105519537;41.3978242;2.1780867
105925739;41.410062;2.2114163
102569515;41.3909348;2.1451082
104202011;41.4105902;2.2196634
104514229;41.3933396;2.1517789
104853787;41.3827537;2.181704
91871835;41.3894487;2.1082479
105959600;41.4203565;2.1506054
105656491;41.372548;2.1607953
105958039;41.4296249;2.1318878
105475324;41.394986;2.1552105
105958684;41.3756689;2.1549074
105957609;41.4082221;2.1884289
33932885;41.4157708;2.1091366
105959494;41.4151203;2.1969706
104849663;41.3896103;2.1469977
104259590;41.3861473;2.1684452
103502818;41.3996297;2.1332417
104478337;41.4144837;2.1899493
105889615;41.423334;2.1916706
103435255;41.4206257;2.1536424
101811965;41.4086484;2.1800883
105033807;41.403295;2.2083946
105637400;41.3987846;2.1733173
105463754;41.3953714;2.1147775
104950437;41.3872126;2.1523292
88975940;41.3896426;2.1766946
105924354;41.3832194;2.1872382
95279631;41.3742364;2.1883277
96153475;41.3836897;2.1701781
105093875;41.3785032;2.1911625
105468490;41.4068717;2.1463855
105652061;41.3988266;2.1726334
105487499;41.3832278;2.1851266
104354126;41.3836426;2.1623846
104487040;41.4036272;2.214794
100431350;41.421041;2.1568692
104210713;41.3926616;2.1944773
105648388;41.3893525;2.1785409
105391850;41.3866205;2.1713791
103607591;41.3942061;2.1593672
104799962;41.4008006;2.1714354
100001778;41.3777864;2.1678601
99625804;41.3836793;2.1609844
105157266;41.4100485;2.1581957
105163164;41.4047013;2.1685029
105485366;41.3834698;2.1784837
101337290;41.3814998;2.189364
103564660;41.3762335;2.1640647
105152619;41.4121561;2.1503805
105245464;41.4091698;2.1455225
105203209;41.3938159;2.1969446
104732196;41.4171487;2.183649
104216381;41.4380079;2.1862154
105108601;41.4455945;2.1830017
99168745;41.3929812;2.1603345
97412987;41.3874893;2.1784382
105426273;41.3904907;2.1436261
104799973;41.398588;2.1718236
105652128;41.4010321;2.1716699
103843759;41.4269262;2.176184
104166840;41.3766445;2.1592406
104734103;41.3905209;2.1724756
87309773;41.4059544;2.2163339
103425417;41.3859996;2.1780975
103043248;41.402645;2.1052062
98956576;41.396983;2.1570693
104849787;41.3664557;2.1853055
104961844;41.3940806;2.1412658
104760993;41.4039961;2.1715553
104353953;41.3972978;2.1730788
103884640;41.3962262;2.1782903
104353875;41.3972978;2.1730788
105382173;41.3865338;2.1706251
102227080;41.4035464;2.1172402
105623804;41.3885028;2.1730856
105951524;41.3818981;2.1889146
105960855;41.3778934;2.1308848
105580168;41.3833552;2.1586681
104354018;41.3972978;2.1730788
101506601;41.3947474;2.1652163
104353868;41.3972978;2.1730788
100686077;41.4027502;2.1791656
101976766;41.4136412;2.1477138
104565607;41.3841066;2.1677575
105433213;41.3785611;2.1620347
103792991;41.409659;2.1888996
104173446;41.3913282;2.1313554
103633505;41.3915863;2.159774
104349439;41.4080494;2.2039258
105797898;41.400588;2.1536026
105797637;41.3997951;2.1657835
105829939;41.3748849;2.1578682
101474414;41.4072697;2.2142138
105946964;41.3808275;2.1727039
105839663;41.3802924;2.1722808
105854229;41.3743691;2.1405503
105839714;41.3802924;2.1722808
105839720;41.3802924;2.1722808
105958898;41.3846329;2.1295934
105839423;41.3802924;2.1722808
105839787;41.3802924;2.1722808
105547917;41.3828162;2.1706787
96615163;41.3531749;2.1399797
105839717;41.3802924;2.1722808
105839647;41.3802924;2.1722808
105189637;41.3973035;2.1518926
105839760;41.3802924;2.1722808
104180910;41.4216384;2.1982282
105960948;41.3947862;2.1419155
102895977;41.4214571;2.1473692
104847949;41.3889838;2.1704733
105181181;41.3958133;2.1801761
105822950;41.392026;2.1560909
105220285;41.4397871;2.1932536
104005591;41.439799;2.1932618
105334137;41.439799;2.1932618
105334130;41.439799;2.1932618
104711279;41.439799;2.1932618
105931028;41.4172061;2.1832707
105476397;41.3958002;2.1426874
105334082;41.4397871;2.1932536
103150583;41.4057193;2.1367018
105383529;41.3967039;2.1284267
101035148;41.3936132;2.1584591
99507426;41.3942565;2.1575334
99507402;41.3953033;2.1592231
103012380;41.3918974;2.158646
105015543;41.3973717;2.1524298
105962079;41.3985757;2.1574758
105957679;41.4290411;2.1319202
105220310;41.439799;2.1932618
105058690;41.3816201;2.1525288
103437385;41.3957669;2.147527
102719165;41.3996149;2.1327889
105180403;41.387848;2.1230214
104742512;41.4000928;2.1625543
105116389;41.4121177;2.2215413
102255078;41.3772768;2.1494323
104919721;41.3971253;2.1287307
104252384;41.3903498;2.127921
82383309;41.3841744;2.1814621
104950919;41.3839636;2.1693983
100587294;41.3928498;2.1763828
94915382;41.3908768;2.1712433
105431273;41.3796174;2.1796614
96906881;41.3863498;2.1693654
104635725;41.3781686;2.1640138
97800187;41.428298;2.1548134
105462512;41.3938998;2.1531843
102594570;41.3958869;2.1395484
104022336;41.3883362;2.1758645
103432919;41.4070728;2.2162004
104627267;41.3920024;2.1784628
104757452;41.3862992;2.14761
103806164;41.3787546;2.1763549
104974200;41.3780923;2.1881722
105672649;41.3929093;2.1653386
105324023;41.3993694;2.2100553
105559224;41.3960652;2.1374333
105201803;41.3861038;2.1358372
103738620;41.3952533;2.1616235
105265654;41.3966012;2.1426431
105647593;41.3859598;2.1862886
105515026;41.4016073;2.1408463
102312407;41.4033878;2.1342328
97693667;41.4088044;2.1337127
105701066;41.3930173;2.1445199
102603161;41.395338;2.1399521
103776691;41.4113838;2.1717219
103359267;41.3916834;2.1097699
102913758;41.3907309;2.1707685
104550849;41.3953247;2.1381444
105141580;41.4247449;2.1809251
104537707;41.3990076;2.1581041
104904674;41.400327;2.1469159
89005247;41.3932836;2.1144561
101491602;41.3864579;2.1251308
105909607;41.3827544;2.163449
105230662;41.3949321;2.1397836
105199868;41.4011013;2.1672049
101259266;41.4086966;2.1559375
105826054;41.4149364;2.1458138
104867152;41.3804489;2.1772293
81669178;41.3932921;2.1787345
105846964;41.3874964;2.1769012
105274316;41.4080311;2.1701402
104161853;41.3957624;2.1309613
105280045;41.4067656;2.17015
105879698;41.3864321;2.1745727
105642804;41.3864321;2.1745727
105756634;41.4045339;2.1487245
102458702;41.3905162;2.1427799
105335107;41.3807801;2.1738204
105384446;41.3882867;2.1824408
105685571;41.3796065;2.1871837
103710057;41.4031969;2.1372831
104884593;41.4235859;2.1742568
105848025;41.3823388;2.1756917
105245858;41.394308;2.1110344
105300626;41.3855101;2.1611747
102185677;41.3778772;2.188687
105333105;41.4107589;2.1828916
105616565;41.3966281;2.1780352
105613740;41.3903405;2.1714552
105398788;41.3962132;2.1758679
105625320;41.3720289;2.1419722
95528911;41.4044091;2.2164651
105577757;41.4071973;2.1775892
105379104;41.3898631;2.1620925
104867153;41.3797833;2.1510237
105465974;41.3895295;2.1643442
105141354;41.3751055;2.1511472
104908970;41.4268701;2.1014859
104184527;41.3775181;2.1675414
91520924;41.3797326;2.1709964
97374858;41.3815568;2.1713965
105304637;41.415455;2.1472843
105650625;41.3716089;2.1553013
103490003;41.3987459;2.1756526
105160370;41.3949004;2.17711
105581227;41.3562888;2.1361681
104681260;41.3728139;2.1597023
105353246;41.400403;2.1535037
104973737;41.3847251;2.1545554
102830991;41.4182398;2.1333746
105511136;41.3997803;2.1454097
105870897;41.3861151;2.1437801
105866491;41.3863111;2.1450721
105447994;41.4032383;2.159539
103368494;41.4131846;2.1048308
105161147;41.4285372;2.177059
105492375;41.3732195;2.1666733
105014103;41.4252483;2.1572914
105409646;41.3776675;2.1634196
105958262;41.3711417;2.1660558
104611552;41.4116753;2.1588028
105100317;41.4050296;2.2128712
105151666;41.3720102;2.1397075
104152522;41.3845111;2.179904
105469059;41.3795585;2.1595523
104219328;41.4320567;2.1851256
103884663;41.3951846;2.12726
104870225;41.3904411;2.1737369
105453002;41.3876749;2.1602597
102162350;41.4072963;2.1688441
88129785;41.3585747;2.1351485
104642744;41.427021;2.1765222
104943402;41.4407325;2.1796277
105262404;41.3731432;2.1397992
105410592;41.4247629;2.177136
105433323;41.4268207;2.1634953
105392589;41.4345932;2.1554737
104567343;41.4034466;2.1792721
105261381;41.3928219;2.1383698
95485228;41.3763965;2.1874302
92140459;41.3798192;2.1764116
105956938;41.3930498;2.1428571
104398107;41.3986996;2.1502315
105584349;41.3712841;2.1326806
105574369;41.3989516;2.1217571
103340036;41.3807507;2.1557853
105596464;41.3954737;2.1693143
105658041;41.3788599;2.1688903
104768795;41.4016714;2.1717223
105931268;41.4184759;2.1841634
105947309;41.4392926;2.1932212
104331642;41.3776587;2.1636934
105931173;41.417547;2.1840278
105931109;41.4165295;2.1865021
105931342;41.4176162;2.1835509
103408419;41.3965256;2.1467228
105741474;41.3833141;2.1346459
105947307;41.4392926;2.1932212
99561075;41.4543427;2.1727861
105947306;41.4392926;2.1932212
105947274;41.4392926;2.1932212
105849409;41.4126452;2.1579039
104302281;41.391128;2.1666805
105947275;41.4392926;2.1932212
103510732;41.4223477;2.1513122
105424826;41.3829227;2.1832487
105650517;41.3884781;2.1250685
103845354;41.3798316;2.180562
104447916;41.393918;2.168657
104988800;41.3921346;2.1412332
103840984;41.3994932;2.1443528
105891619;41.3661946;2.1325582
105180956;41.4094537;2.2160002
104988816;41.3938237;2.1433626
105129066;41.3829064;2.1757906
105276110;41.410465;2.1393961
104366043;41.3999982;2.1666965
104975336;41.3963474;2.163554
104944035;41.4418528;2.1936797
102775594;41.3737871;2.1623024
105473212;41.3814646;2.1590865
104366077;41.3999982;2.1666965
103979513;41.4165351;2.1606996
105948111;41.3884538;2.1498366
104923195;41.3939552;2.1593978
98698445;41.4047767;2.1581155
105810499;41.3818659;2.1798227
105337160;41.3929463;2.1270451
94162762;41.4234642;2.1897289
104440203;41.3742356;2.1410944
105132312;41.3944675;2.1397051
105958125;41.4388199;2.1725985
105888473;41.3964328;2.1548622
104622192;41.3975356;2.1337151
105889508;41.3965942;2.1697382
105890981;41.3796022;2.1341965
103923443;41.3894574;2.1612655
104562714;41.3870005;2.1666165
105881498;41.4048754;2.1955221
105391188;41.3999658;2.1760288
105741853;41.4197757;2.1806777
105957358;41.3847738;2.1116113
103936063;41.392234;2.1745413
105960760;41.3977447;2.1634232
105727999;41.4222438;2.1712435
105278523;41.3986501;2.1908028
105033599;41.3823356;2.1654115
104353997;41.3972978;2.1730788
105075436;41.3954673;2.1740874
105370948;41.3855293;2.1576732
104272938;41.3933919;2.1641495
101781007;41.3959708;2.1111169
100335872;41.3938641;2.1880221
104876005;41.391281;2.1801341
102852721;41.3883808;2.1174811
104438697;41.3967757;2.1569018
103408697;41.4055669;2.1754974
105520205;41.3844852;2.1748523
104686325;41.3924374;2.1231383
104424946;41.4261988;2.1731417
105524784;41.4003031;2.1338741
105171258;41.3877226;2.1582394
104802810;41.4114881;2.1604207
104069355;41.3922078;2.114324
105520255;41.4149537;2.176925
102561519;41.3991683;2.1630633
99799824;41.4106023;2.1264608
102581368;41.3968556;2.1334242
104669688;41.4065123;2.1679169
101708306;41.3940263;2.1776945
89745843;41.4060597;2.2154213
103518139;41.3944412;2.1773624
99305839;41.3882589;2.1684339
94216876;41.3985965;2.1556004
103855326;41.3899604;2.158746
99428620;41.3919023;2.1523613
103904751;41.400127;2.2049604
96816742;41.3943223;2.1607497
104744247;41.4134711;2.1383092
104877770;41.3953501;2.1496147
104177332;41.3960634;2.1518552
104773440;41.3825057;2.1624441
105107755;41.3909104;2.1389456
104662179;41.3904965;2.1562718
99611861;41.3967422;2.1346922
104837457;41.3908186;2.1224478
103607012;41.3933155;2.171212
105564711;41.4101312;2.1060264
104004478;41.3939897;2.1610775
103001441;41.3841608;2.1338959
103484255;41.4187815;2.1093644
104320830;41.379804;2.1506012
105054981;41.3930775;2.1366549
105066022;41.4043786;2.1379755
101134327;41.4188254;2.2107793
105191212;41.4020628;2.1755355
105313398;41.390715;2.1379535
103033210;41.3946269;2.1671343
103489038;41.3927033;2.1759882
103287741;41.3789928;2.1777168
104993339;41.3919929;2.1264417
98892155;41.4049497;2.1368844
102572556;41.3987961;2.1353462
101959434;41.3954916;2.1403238
105518897;41.4129259;2.1354715
105265186;41.4081383;2.1658985
104711243;41.3853174;2.1844084
101727583;41.3810591;2.1522007
104539207;41.3917224;2.1400663
105109195;41.4003278;2.1854666
101604271;41.3999689;2.1908434
105274837;41.4006736;2.160845
104310049;41.3852484;2.1601468
105810150;41.3932466;2.1311455
84998475;41.406622;2.1296407
105820074;41.3997608;2.1437138
103500090;41.3897528;2.1952238
101183700;41.3808809;2.1599027
98857342;41.3827683;2.1759661
105474593;41.3835074;2.1514882
104677476;41.4220892;2.1719614
104767857;41.39946;2.1480638
105272451;41.3768397;2.113441
104421218;41.3766694;2.1629882
91087593;41.3951888;2.1637275
105652107;41.3987829;2.1704768
105041483;41.3986919;2.1736846
105928479;41.3762317;2.1258225
105652284;41.4007581;2.173026
105228438;41.3905387;2.1553934
105164027;41.4069829;2.1699811
99493230;41.3919804;2.1595965
105438234;41.4060094;2.1632004
105424870;41.3794749;2.1651388
104105205;41.3803474;2.1774115
105162842;41.4065176;2.17019
104942041;41.3931474;2.1536749
104648163;41.4087889;2.1372999
101800852;41.4066593;2.2159564
105189648;41.3772822;2.1759398
105936461;41.4138662;2.1896035
105652109;41.3986594;2.1732909
105637727;41.3999439;2.1704715
105390651;41.3978428;2.1264337
103450456;41.3830753;2.1798222
105650484;41.3868327;2.1750517
105727463;41.3897639;2.1713276
105163740;41.4076799;2.1693534
96317885;41.4028921;2.1422152
104793234;41.3863636;2.1224058
103163190;41.3862764;2.1398457
38278514;41.3839401;2.1736978
104167283;41.3834529;2.1648691
105385620;41.4104862;2.1649876
103517764;41.3803098;2.1779284
105706122;41.3951111;2.1997356
105650774;41.4027156;2.1448177
103867134;41.3849496;2.1571827
104987444;41.3990114;2.1695658
105906640;41.3986964;2.1508763
92120063;41.4215658;2.1734534
100453903;41.39524;2.1438002
105543543;41.4100048;2.1455409
105962928;41.3805536;2.1905323
103158036;41.4061629;2.1407969
105958755;41.3717217;2.1603652
104326516;41.3998929;2.2047072
105958520;41.3784946;2.170285
105580372;41.4057164;2.1412465
101083434;41.3729225;2.1669424
85617774;41.3966471;2.144313
104084520;41.4303149;2.1753446
102568554;41.406656;2.1600622
99969147;41.3776652;2.1694504
101070945;41.4018534;2.1618754
105462001;41.3719939;2.1356787
104484188;41.4183753;2.1220435
104983849;41.3852853;2.1540589
105962177;41.3973375;2.1781417
105818970;41.4074778;2.1773815
102114837;41.3788149;2.1682063
105456593;41.4118253;2.1758096
103725401;41.383725;2.1701884
102544687;41.3983985;2.1406222
104518834;41.382517;2.1542874
104839160;41.3784859;2.1773452
102240985;41.4049392;2.2164346
104437937;41.3846318;2.1820336
105413415;41.3903669;2.1473024
105131399;41.378112;2.1898797
98211914;41.4054229;2.2144922
103744327;41.3872903;2.182582
101260894;41.4070097;2.1538643
105185022;41.4219675;2.1790472
101667898;41.409383;2.1562737
104445387;41.3857832;2.1518866
105921883;41.3948638;2.1732208
104245226;41.3767824;2.1780987
103430949;41.4082705;2.1776471
105450484;41.3553668;2.1356816
102049749;41.3901998;2.1729828
104849525;41.389294;2.1728146
105365346;41.3817946;2.1649772
104806557;41.3984272;2.1734993
102627697;41.3950692;2.1723312
105934755;41.384289;2.195099
104806709;41.3980244;2.1717292
105545524;41.400842;2.1702036
103864220;41.387875;2.1508641
105847017;41.4232616;2.1784685
102758278;41.381461;2.163437
105024222;41.3986222;2.1968013
105338594;41.3807213;2.1898347
104450050;41.3962052;2.1446489
105225438;41.4131714;2.2184677
105121609;41.4034475;2.1709707
105678901;41.4329973;2.1688866
105652242;41.4424782;2.1789511
103702923;41.3966018;2.177224
104951829;41.3777814;2.1905416
