propertyCode;latitude;longitude;estacion_mas_cercana;distancia_metros;farmacia_mas_cercana;distancia_farmacias;farmacia_mas_cercana_idx;autobus_mas_cercana;distancia_autobuss
103673621;41.3905142;2.1741575;Urquinaona;103.07622024504523;Farmàcia Aguilar Pérez, M. Francisca;128.23232534912043;644.0;Bruc - Rda. Sant Pere;88.68908784229454
88449606;41.3847007;2.1849287;Barceloneta;290.6491658450886;Farmàcia Allué Mugarra, Alejandro;113.3104152184543;1744.0;Estació de França;44.15491174385646
102856487;41.4249006;2.1680355;Vilapicina;617.5452918848503;Farmàcia Ortiz de Saracho Mata, Sofia;151.91975692698725;1654.0;Pedrell - Av Frederic Rahola;90.0740508268045
104302903;41.3868584;2.1786393;Jaume I;317.41813698511373;Farmàcia Cardona Arenas, Beatriu;51.37169387824946;688.0;Francesc Cambó - Freixures;119.34550730841936
104250239;41.3886685;2.1834605;Barcelona - Arc de Triomf;438.164387523066;Farmàcia Malaspina Casulleras, Anna M.;185.2004486266968;1735.0;Passeig Lluís Companys - Jutjats;63.54720858943313
105469569;41.3883501;2.1636205;Universitat;293.60765936812777;Farmàcia González-Meneses;104.36197275866384;2306.0;Eixamplle;32.776573240943
105563120;41.4248287;2.1579738;el Carmel;266.39408349699823;Farmàcia De la Iglesia Perelló, Lorena;64.59739759810115;191.0;Rambla del Carmel - Llobregós;19.88304090050469
104893447;41.3930795;2.1683282;Girona;308.3092014229586;Farmàcia Miserachs Lalanda, Marta;35.980921382179844;1729.0;Llúria - Aragó;95.85585255671978
104090044;41.3881714;2.1654464;Passeig de Gràcia (L2);275.69078948312193;Farmàcia Alegre Valls, J. - Rodríguez Pareja, J.;123.02183317315216;795.0;Gran Via - Balmes;53.667952373585635
105728640;41.3911241;2.1708838;Passeig de Gràcia (L2);287.0231245408796;Farmàcia Bouffard Fita, Carina;81.5072261688694;1727.0;Barcelona - av. Gran Via;12.707800696783291
104966109;41.3757861;2.1890899;Barceloneta;765.1580279448913;Farmàcia Ramon Torelló Colet;24.91115469745917;72.0;Pg Joan de Borbó - Judici;45.058342815901696
105497447;41.3812348;2.1760341;Liceu;248.49526262599;Farmàcia Casanelles Martí, M. Teresa;137.7522698434645;330.0;La Rambla - Liceu;220.02413737011275
