properties.name;properties.route_ref;latitude;longitude
Onze de Setembre - Roquetes;;2.2292049;41.6774176
Les Roquetes - Pimpinel·la;;2.2302304;41.6782059
Bon Repòs - Entrada Urb. Diamants del Valès;;2.2367114;41.6772012
Bon Repòs - Camí de la Granja;;2.2314782;41.6720768
Av. Castell de Montbui - Av. Francesc Maspons;;2.2074082;41.6720575
Av. Castell de Montbui - IES Can Traver;;2.2028987;41.6720595
Av. Castell de Montbui - IES Can Traver;;2.2028486;41.6720183
Av. Castell de Montbui - Av. Francesc Maspons;;2.2074198;41.6720824
Av. Castell de Montbui - Av. Francesc Maspons;;2.2073943;41.6720686
Avinguda Prat de la Riba (Can Barri);340;2.2245923;41.6687689
Av. Prat de la Riba - Pavelló Poliesportiu;340;2.2117623;41.6749258
Av. Prat de la Riba - Pavelló Poliesportiu (sentit BCN);340;2.2116966;41.6748462
Ctra. St. Feliu - Av. de St. Vicenç (direcció Bigues);;2.2002094;41.6905006
Indústria / Torre Bovera;;1.9666087;41.4593532
Pol. Ind. El Congost;;1.9517538;41.4637876
Plaça de Tetuan 24;;2.1745917;41.3956688
Pg. Salzereda - Barri Riu Nord;;2.2014347;41.4513702
Camp Antonio Amorós;;2.2008309;41.4525386
Camp Antonio Amorós;;2.200782;41.4525767
Pallaresa - Francesc Macià;;2.204505;41.4551891
Pallaresa - Francesc Macià;;2.2044392;41.4552439
Pg de Gràcia - Casp;22 V15 N2 N3 N4 N5 N6 N7 N82;2.1692642;41.3888381
Ajuntament;;1.971261;41.4504113
Ajuntament;;1.9713157;41.4504623
Almeria / Indústria;;1.9716715;41.45256
Almeria / Indústria;;1.9716917;41.4525135
Indústria / Almeria;;1.9720382;41.4530962
Indústria / Almeria;;1.9720945;41.4531202
Indústria / Can Sellarés;;1.9695325;41.455835
Indústria / Can Sellarés;;1.9695766;41.4558553
Av. Constitució / Vallès;;1.9670301;41.4492923
Av. Constitució / Priorat;;1.9622578;41.4518563
Constitució - Maresme;;1.9592148;41.4540282
Camí Vell del Palau / Ripollès;;1.9602031;41.455486
Camí Vell del Palau / Ripollès;;1.9601708;41.4555443
Ctra. Martorell / Torre Bovera;;1.9640307;41.4579647
Ctra. Martorell / Torre Bovera;;1.9639884;41.4579153
Indústria / Torre Bovera;;1.9666596;41.4593802
CELSA;;1.9783257;41.4549207
CELSA;;1.9782263;41.4549124
CELSA;;1.9781877;41.4548905
CELSA;;1.9783633;41.4549125
Estació de Castellbisbal;;1.9673684;41.4735639
Pl. Lluís Companys (IES);;1.9824009;41.4780619
Ajuntament;;1.9825258;41.476351
Castell de Benviure;;1.98204;41.4723489
av. Molins de Rei;;1.9800285;41.471505
CEIP Montserrat;;1.9829617;41.4747169
N-IIb - Quatre Camins;;2.0023599;41.410002
N-IIb - Quatre Camins;;2.002227;41.4103705
Av. Prat de La Riba - C. Mestre Falla;;1.9991598;41.4163609
Av. Prat de la Riba - Cervantes;PF1;1.9987281;41.4172737
Av Generalitat - Pau Claris;PF1 PF2;1.9963754;41.4249543
Prat de la Riba - Vallès i Ribot;;1.9972811;41.4213822
La Molinada;PF1 PF2;1.9971648;41.4217843
Rector Juanico - Perú;;1.9769365;41.4462547
Barcelona - Felip Neri;;1.9739885;41.4482879
Barcelona - Felip Neri;;1.9740432;41.4483045
Av. Barcelona - Plça. Palmeres;;1.9723439;41.4495389
Esport - Pl. de la Pau;;1.9713183;41.4495741
Esport - Pl. de la Pau;;1.9712847;41.449648
Av. Constitució - Plça. Charlie Rivel;;1.966774;41.4493271
Av. Constitució - Priorat;;1.9622439;41.4517558
Ctra. Martorell - C. Ferro;;1.9594206;41.4601376
Ctra. Martorell - Camí Vell Del Palau;;1.9640823;41.4576493
Barcelona - Major;;1.9739293;41.4483233
Av Remolar - Ronda Sud;165 L20;2.0922292;41.3171149
Meridiana - Navas de Tolosa;62;2.1870111;41.4143298
;;2.5463838;41.5853299
Independència - Mallorca;V23 D50;2.1818747;41.4089354
Borredà;L0156;1.9932148;42.1326895
Riera de Canyet;;2.2357995;41.4637791
Riera de Canyet;;2.2357629;41.4638118
Riera de Canyet;;2.2365413;41.4631777
Riera de Canyet;;2.2364965;41.4632327
Muntaner - Filosofia;;2.2368363;41.4616986
Muntaner - Filosofia;;2.2368835;41.4617047
Ciència - Av. Comunitat Europea;;2.2334638;41.4609273
Ciència - Av. Comunitat Europea;;2.2334124;41.4609175
Biblioteca;;2.2755847;41.4690857
Les Costes;;2.2640573;41.4706093
Les Costes - Baix;;2.2658362;41.4705413
Les Costes - Pare Claret;;2.2660932;41.4704862
Les Costes - Pare Claret;;2.2660531;41.4704839
Sant Mori - Dr. Bassols;;2.2221743;41.4405379
Richard Strauss - Victor Balaguer;;2.2214645;41.4457833
Port;;2.2427059;41.4385435
CAP Progrés-Raval;;2.2407094;41.4412361
Comissaria Policia Nacional;;2.2392928;41.4581789
Meridiana - Josep Estivill;H8 62 N3;2.187056;41.4181747
Ajuntament d'Arenys de Mar;651;2.5514296;41.5788798
Ajuntament d'Arenys de Mar;651;2.5516025;41.5789556
Plaça Frontó;L76;1.9954933;41.3627821
Trav. Industrial - Av. Europa;LH2;2.1132776;41.35757
;;2.0430788;41.4973046
Berenguer de Palou - Pare Manyanet;H8 V31 34 126 N9;2.191622;41.4269825
Trelawny - Pg Marítim;136;2.1951468;41.3851949
Manso - Comte Borrell;120;2.1605023;41.3766161
Plaça dels Països Catalans - Carrer del Raval Roig;;1.9835022;41.3631318
;;-64.6864989;10.175155
Av. Dolça Provença - Can Tarrida;L76;1.9900037;41.3618721
Av. Dolça Provença - Coll Can Cartró;L76;1.9976124;41.3618365
Raval Roig;L76;1.983018;41.3629683
Plaça Frontó;L76;1.9951469;41.3625141
Plaça Frontó;L76;1.995531;41.3627744
Av. Dolça Provença - Can Tarrida;L76;1.9898556;41.3619595
Rector Juanico - Perú;;1.9769894;41.4462457
Ajuntament d'Arenys de Mar;651;2.5514864;41.5788976
;;2.5256023;41.5684438
;;2.5192899;41.5648385
;;2.5142468;41.5624494
;;2.6198044;41.6025176
;;2.175613;41.8274619
;;-64.6992719;10.1567796
;;-64.698714;10.1553566
;;-64.6986094;10.155552
Bus de tránsito rápido BTR;;-64.6829238;10.1686306
;;-64.6836634;10.1607104
Crucero;;-64.6824204;10.1744396
;;-64.6831822;10.1682586
;;-64.6827879;10.1682692
Vivero;;-64.6836838;10.1641664
Vivero;;-64.6833538;10.1640899
Samoa;;-64.6837984;10.1624238
Samoa;;-64.6835731;10.1624159
Río;;-64.6837018;10.1581838
Río;;-64.6839647;10.1578722
;;-64.681964;10.1488739
;;-64.682297;10.1484874
;;2.136388;41.4101534
;;2.3213735;41.6895353
;;-64.6964651;10.1521566
;;-64.6963123;10.1522728
;;-64.6989891;10.1566397
;;-64.6937722;10.1485422
;;-64.6933457;10.1483441
;;-64.6940377;10.1477976
Manso - Calàbria;91;2.1604308;41.3765617
Ctra. de Barcelona-Pl. de Corratgé;618 622 625 L1561;2.7074107;41.6346287
Ctra. de Barcelona-Pl. de Corratgé;618 622 625 L1561;2.7073818;41.6346717
Ctra. de Barcelona - Centre Comercial;622 625 N83;2.7170557;41.6373719
Ctra. de Barcelona - Centre Comercial;622 625 N83;2.7171;41.637335
Ctra. de Barcelona - Urb. Susanpark;622 625 N83;2.717831;41.6382007
Ctra. de Barcelona - Urb. Susanpark;622 625 N83;2.7177878;41.6382402
Sicília;;1.9940001;41.5576831
Pablo Iglesias;;1.9906098;41.558215
Glòries;H12 N2;2.1906851;41.4061186
;;2.1346536;41.4136601
;;2.1368751;41.4105848
;;-64.6895039;10.1430316
;;-64.6893376;10.143116
;;-64.6878007;10.1396203
;;-64.687621;10.1396757
;;-64.6872482;10.138778
;;-64.6874064;10.1387041
;;-64.6922612;10.134696
;;-64.6920144;10.1346908
;;-64.6924892;10.1360954
;;-64.6924007;10.1359159
Eix Central Sud;;2.1089645;41.4998038
Estació de Renfe UAB;;2.1157838;41.4970726
Jutjats;L82 L85 N14;2.0058766;41.3084446
l'Estany;;2.1129378;41.86751
l'Estany;;2.113033;41.8673639
Aeroport T1 - Arribades;A1;2.0726805;41.2882996
Pl Catalunya - Andana Central;;2.1704288;41.3875644
Aeroport T1 - Sortides;A1;2.0726681;41.2897267
Aeroport T1 - Sortides;A1;2.0727226;41.2897375
Estación de bus de tránsito rápido BTR;;-64.6823907;10.1461233
Intercanviador - Institut Francesc Macià;M75;2.0705102;41.3578914
Intercanviador - Institut Francesc Macià;M75;2.0704836;41.3578532
;;1.775941;42.2332234
Tanatori;E30;2.0655285;41.3818463
Tanatori;E30;2.0655718;41.3818019
Estación de bus de tránsito rapido BTR;;-64.6831229;10.1393272
;;-64.6822914;10.1421761
;;-64.681814;10.1420784
;;-64.6822324;10.1457273
;;-64.6825248;10.145817
;;2.0534649;41.4918955
Sant Adrià - Biosca;H4;2.2071533;41.4364399
;;2.1895831;41.5076398
;;2.1897849;41.5075793
Pg. dels Pins;;2.5123463;41.5642838
Can Tunis;107;2.1583069;41.3520471
Santa Creu de Calafell - Dr. Josep Castells;L82 L85 L86 L96 M5 N14 902;2.0349308;41.3267821
Santa Creu de Calafell - Dr. Josep Castells;L82 L85 L86 L96 M5 N14 902;2.0348771;41.3268204
;;-64.6853236;10.1300686
Estació de Sant Adrià;M26;2.2302582;41.425113
Estació de Sant Adrià;M26;2.2302421;41.4250796
Pg. del Ferrocarril - Riereta;L99 N19;1.9822234;41.2801687
Santa Creu de Calafell - Ronda Sant Ramon;L82 L85 L86 L96 M5 902 N14;2.0426184;41.3325414
Santa Creu de Calafell - Ronda Sant Ramon;L82 L85 L86 L96 M5 902 N14;2.0426968;41.3324667
Av. Constitució - Dr. Fleming;CF1 L96 L97 L99 M5 N16 N19;1.976935;41.2779363
Av de la Fama - Pg dels Ferrocarrils Catalans;67;2.0816321;41.3530596
Pl. de la Llibertat;67 68 L52 L82 902 N13;2.0758399;41.3528684
Pl. de la Llibertat;67 68 L52 L82 902 N13;2.07585;41.3528328
Av de la Fama - Pg dels Ferrocarrils Catalans;67;2.0814936;41.3530179
Ctra. del Prat - Ctra. de l'Hospitalet;67;2.0766117;41.3527631
Ctra. del Prat - Ctra. de l'Hospitalet;67;2.0766845;41.3527721
Av de la Fama - Pg dels Ferrocarrils Catalans;68;2.081529;41.3532165
Av de la Fama - Pg dels Ferrocarrils Catalans;68;2.0813978;41.3531838
Av Constitució - Dr Ferran;CF1 L95 L96 L97 L99 N16 N19;1.9776373;41.2785206
Albert Einstein - Bisbe Urquinaona;CF1;1.9790326;41.2824891
Av Primer de Maig - Josep Tarradellas;CF1 L95 L96 L97 E95 E97 N14;1.9763474;41.2820259
Castell;CF1;1.9749433;41.2851782
Av Primer de Maig - Santiago Rusiñol;CF1 L95 L96 L97 E95 E97 N14;1.9763948;41.2819641
Dr Barraquer - Arcadi Balaguer;CF1;1.9785279;41.2815061
Forat del Vent;A7;2.1403351;41.4472168
Forat del Vent;A7;2.1403358;41.4471734
Pare Llaurador;;1.9984381;41.5643455
Santa Eulàlia;;2.0248331;41.5528041
Guadiana;;2.0311679;41.5531475
Xuquer;;2.0342847;41.5537455
Guadalhorce;;2.0271981;41.5523234
Guadalhorce;;2.0286879;41.5552337
Plaça Can Palet;;2.024816;41.5558892
Joan d'Àustria;;1.9998747;41.570727
2 de Maig;;1.998329;41.5690713
Can Boada;;1.9968854;41.5677553
Can Boada;;1.9968575;41.5677929
Doctor Fleming;;1.9962811;41.5663395
Sant Marc;;1.9990361;41.5645763
Plaça Sant Oleguer;;2.0022056;41.562261
CAP Oest;;1.9994556;41.5617868
Doctor Fleming;;1.9963906;41.5662671
Can Boada;;1.9969345;41.5678477
Can Boada;;1.9968956;41.567892
Joan d'Àustria;;1.9997241;41.5705513
Eugeni d'Ors;;2.0021271;41.5730005
Plaça Can Palet;;2.0238652;41.555701
els Bellots;;2.0399892;41.5502632
Santa Margarida;;2.0405952;41.5394951
Amèrica;;2.0415016;41.5388427
Amèrica;;2.0424318;41.5387732
França;;2.0448527;41.5386008
França;;2.0446083;41.5386164
Oceània;;2.0450516;41.5366026
Itàlia;;2.0411903;41.5361888
Can Parellada;;2.0384136;41.5357781
Sant Eloi;;2.0100232;41.5808552
Bejar;;2.0177155;41.5794876
Plaça Canjáyar;;2.0048538;41.5781105
Plaça Canjáyar;;2.0048276;41.5781367
Ediuard Marquina;;2.0040702;41.5773263
Josep Llimona;;2.0028475;41.5752226
Josep Llimona;;2.0028025;41.5752562
Eugeni d'Ors;;2.0026527;41.573276
Marconi;;2.0017227;41.555568
Sicília;;1.9940078;41.5577146
Pablo Iglesias;;1.990618;41.5582454
Roc Blanc;;1.9882508;41.5586278
CAP Can Trias;;1.9837804;41.5578356
Pintor Mir;;1.9833366;41.5586032
Roselló;;2.0015856;41.5542085
Rajolers;;2.0002314;41.5545159
Watt;;1.9995866;41.5558034
Watt;;1.9996071;41.5560285
Salesians;;1.9966004;41.5574902
Salesians;;1.9959497;41.5581107
Sicília;;1.9943183;41.5572988
Carrasco i Formiguera;;1.991918;41.5566376
Pablo Iglesias;;1.9894497;41.5570294
Roc Blanc;;1.9878786;41.5585039
Can Trias;;1.9851618;41.5603892
B. Ragon;;2.0046403;41.5562611
Ediuard Marquina;;2.003761;41.5772775
Oceània;;2.0446767;41.5363154
Santa Margarida;;2.0394457;41.5393729
Saturn;;2.0399008;41.5424775
els Bellots;;2.0391674;41.5488035
Extremadura;;2.0385756;41.5658849
Puigmal;;2.0356332;41.5693056
Borges Blanques;;2.0396878;41.5757144
Bejar;;2.0179142;41.5794836
Voluntaris;;2.0175403;41.5774696
Francesc Macià;;2.0179353;41.5757183
Plaça 1 de Maig;;2.02067;41.5765814
Provença;;2.0237845;41.5766586
Roca i Roca;;2.0242254;41.5746466
CAP Nord;;2.0275458;41.5740351
Doctor Ferran;;2.0243717;41.5722692
Camí de Castellar;;2.0222625;41.5713099
Facultat d'Òptica;;2.0221125;41.5686158
Vallparadís Museu;;2.0217106;41.566494
Concili Egarenc;;2.0063929;41.5550802
la Cogullada;;2.0038148;41.5543462
Joaquim de Sagrera;;2.0052813;41.5529301
Vallparadís Museu;;2.0202274;41.5661878
Facultat d'Òptica;;2.0212016;41.5689758
Camí de Castellar;;2.0209902;41.5723248
Doctor Ferran;;2.0213575;41.5734477
CAP Nord;;2.0277108;41.5742314
Roca i Roca;;2.0251786;41.5747641
Provença;;2.0244206;41.5768911
Plaça 1 de Maig;;2.0207732;41.5764571
Francesc Macià;;2.0184496;41.5758465
Voluntaris;;2.0175126;41.5772771
Bejar;;2.0178097;41.5794844
Nacions Unides;;2.0133177;41.5805947
Plaça de Can Palet;;2.024067;41.5555497
Glòries Catalanes;;2.0268234;41.5560491
Verge dels Socors;;2.0276321;41.5620387
Periodista Grané;;2.0239087;41.5704843
Francesc Macià;;2.0179227;41.574734
Àrea Olimpica;;2.0116463;41.5748302
Carretera Rellinars;;2.0083751;41.5746759
Emperadiu Eugènia;;2.004044;41.5741474
Concili Egarenc;;2.0085671;41.5535615
Arxiu Comarcal;;2.0173079;41.5542375
Badalona;;2.0169933;41.5504657
Arxiu Comarcal;;2.0161356;41.553303
Segle XX;;2.01244;41.5526599
Joan Monpeó;;2.0102947;41.553058
Emperadiu Eugènia;;2.0039303;41.5742253
Carretera Rellinars;;2.0082543;41.5747663
Àrea Olimpica;;2.0118217;41.5749386
Francesc Macià;;2.0178983;41.5748783
Camí de Castellar;;2.0210034;41.5724389
Periodista Grané;;2.023826;41.5706549
Verge dels Socors;;2.0276319;41.5623175
Glòries Catalanes;;2.0271857;41.5554861
Pau Marsal;;2.0237595;41.564111
Ricard Wagner;;2.0228674;41.5618362
Ricard Wagner;;2.0244414;41.5621222
Glòries Catalanes;;2.0265948;41.5557127
CAP Sud;;2.0224583;41.5508503
Pavelló;;2.0216223;41.5483595
Can Jofresa;;2.0187552;41.5495664
Can Jofresa;;2.0194228;41.5490358
Pavelló;;2.0217476;41.5483819
CAP Sud;;2.0219556;41.5506596
Germà Joaquim;;2.0221001;41.5518201
Wilson;;2.0211362;41.5544363
Escola Oficial d'Idiomes;;2.017749;41.5491304
Vapor Universitari;;2.0223866;41.5633075
CAP Est;;2.0405749;41.5662729
Can Palet de Vist Alegre;;1.9849156;41.5424775
Sant Jeroni;;1.9879087;41.5441076
Sant Jeroni;;1.9878162;41.544093
Cardenera;;1.9902399;41.5445437
Cardenera;;1.9900631;41.5444458
Castellnou;;1.9894729;41.5379145
Àliga;;1.9862419;41.5360259
Carretera Martorell;;1.9891745;41.5378911
Falciot;;1.9905559;41.540378
les Carbonelles;;2.0014807;41.5493323
Roma;;2.036415;41.5344002
Estació les Fonts;;2.036032;41.52955
Estació les Fonts;;2.0353399;41.5292361
Roma;;2.0361894;41.5343322
Neptú;;2.0337241;41.5395343
Apol·lo;;2.0327719;41.5427508
Avinguda del Tèxtil;;2.0263058;41.5450402
Parc Vallès;;2.0240836;41.545622
Topete;;2.0170109;41.5608384
Quatre Carreteres;;2.0175484;41.5589717
Parc Vallès;;2.0239866;41.5462276
Apol·lo;;2.032669;41.543183
Neptú;;2.0338173;41.5392478
Orió;;2.0333578;41.5360603
Les Fonts;;2.0373066;41.5280841
;;2.0389868;41.5265178
Cal Candi;;1.8920385;41.547088
Josep Trueta;;2.0016749;41.5682599
Beethoven;;1.9995279;41.5671425
Can Pepet;;1.9832511;41.5725453
Plaça de la Ruda;;1.9818136;41.57523
Can Gonteres;;1.9786981;41.5729317
Gaià;;1.9792341;41.5746624
Plaça de la Ruda;;1.9820173;41.5755493
B-40;;1.9890824;41.5733389
Beethoven;;1.9994482;41.5675965
Josep Trueta;;2.0009782;41.5682176
Can Rodó;;1.9939742;41.5475771
Can Mas;;1.9920515;41.5451632
Benzinera 4 Vents;;1.9910468;41.5420646
les Carbonelles;;2.0010707;41.5492665
Av. Primer de Maig - Rbla. Josep Tarradellas;E97;1.9760734;41.2829405
;;-64.6987079;10.1430738
;;-64.6912219;10.1416612
;;-64.6913882;10.1415451
;;-64.6958272;10.1430949
;;-64.6958809;10.1429075
;;-64.703281;10.1413655
;;-64.7033508;10.141553
;;2.4874564;41.5672811
UAB - Vila Sud;;2.1012167;41.5002922
Dr. Ferran;L95 L96 L97;1.9762904;41.2789129
Dr. Ferran;L95 L96 L97;1.9762629;41.2788938
Vico - Ronda General Mitre;V11;2.136048;41.4004622
Freixa - Vallmajor;V11;2.1384194;41.3992836
;;2.4948234;41.5622946
;;2.4948887;41.562247
Centre Civic Selves i Carner;;1.818687;41.7267116
Dos de Maig;;1.8176978;41.7244727
;;-64.6780375;10.167056
;;-64.6779892;10.1672672
;;-64.6779945;10.1668448
;;-64.6806016;10.1557984
;;-64.6821331;10.1553892
;;-64.6800625;10.1552361
;;-64.6802636;10.1553469
;;-64.6793088;10.154005
;;-64.6794295;10.1538624
4;;2.3167715;41.4824032
;;-64.6779248;10.1522751
;;-64.6777397;10.1523384
Can Colomé;;2.327616;41.4819194
;;2.3618582;41.4941965
;;2.3496214;41.4891145
;;-64.6830653;10.1548915
;;-64.6824135;10.1544664
;;-64.6820863;10.1520427
;;-64.6817939;10.1520137
7;;2.3239058;41.482364
5;;2.3189998;41.4823567
6;;2.3193264;41.4811636
13;;2.3155336;41.478199
Can Llauradó;;2.3226902;41.4948469
IES Maremar;;2.3207844;41.4853404
IES Maremar;;2.3205032;41.4849019
C. Esperança;;2.3189281;41.480288
Riera / Torrent Molí;;2.3165733;41.5071027
Riera / Empordà;;2.3172535;41.5051084
Riera / 11 Setembre;;2.3181631;41.5027808
Camping Hispano;;2.3353544;41.4828121
;;2.3059483;41.4783695
Riera / Can Bassols;;2.3201369;41.5001622
Mercat;;2.3211797;41.4988651
Riera / Pau Casals;;2.3221424;41.4970111
Jocs del 92 - Pedrera del Mussol;23;2.1472554;41.3626373
Rotonda;;2.3234093;41.491778
Rtda. Vallbellida;;2.3202526;41.491168
Caramar;;2.3191241;41.4818765
Estació del Masnou;;2.3113285;41.4772295
;;-64.6698058;10.1463438
;;-64.6694571;10.1463385
Capitan Comellas / Sant Felip;;2.3209189;41.4799777
MD. Núria / Lleida;;2.3226185;41.4878276
Camí Alella / Garrofers;;2.3166774;41.4878707
Joan XXIII / Bergadà;;2.3099316;41.485706
Benzinera;;2.303522;41.4838926
Laboratoris Cusí;;2.2954837;41.4723212
Camping Hispano;;2.3037954;41.4750523
Guipúscoa (La Pau);;2.2066759;41.4233852
Aj. Montgat;C10;2.2794671;41.4665305
Estació Montgat Nord;;2.2866488;41.4689967
Laboratoris Cusí;;2.2956902;41.4723393
Prat de la Riba / MD. Núria;;2.3246894;41.4802408
Camping Hispano;;2.3357904;41.4828066
;500;2.2007971;41.4576895
BTR bus de transito rápido;;-64.6805297;10.1350009
;;-64.6808354;10.1355422
;;-64.6806316;10.1354735
;;-64.6806691;10.1346444
;;-64.6811144;10.1381587
;;-64.6813182;10.1383752
;;-64.6818332;10.1382115
;;-64.6835471;10.1397245
;;-64.6834398;10.1394155
Guadalquivir;;2.0344718;41.5561694
Bidasoa;;2.0409078;41.5706563
Millars;;2.0413611;41.5729155
Montserrat;;2.0345958;41.5602259
Guadalquivir;;2.034553;41.5562153
Castellassa;;2.0286421;41.5804472
Plaça de la Cultura;;2.0052234;41.5767688
Poblenou;;2.0007863;41.5776459
Arts;;2.0018601;41.5801158
Adra;;2.0028827;41.5787841
Adra;;2.0029721;41.5786574
Plaça de la Cultura;;2.0051164;41.5768741
;;2.3517993;41.4900334
;;1.5470538;41.6011033
;;1.5475109;41.6010666
;;2.3609061;41.496814
Kennedy / A. Escarré;;2.3258328;41.4857335
Terrassa Plaça;;2.0362929;41.5642384
Terrassa Plaça;;2.0364003;41.5641694
Torrelles de Foix Nord;;1.5700649;41.3890022
Plaça Catalunya - Joan Maragall;;1.6156044;41.5825781
Extremadura - Guipúscoa;V33 B21;2.2093543;41.4248225
Extremadura - Guipúscoa;V33 B21;2.2092769;41.4248112
Torrelles de Foix Nord;;1.5704098;41.3886898
Torrelles de Foix Sud;;1.5756492;41.3864198
Torrelles de Foix Sud;;1.5756084;41.3862685
;;1.8278785;41.5011308
;;2.2303607;41.5277207
Estació Rodalies Montcada i Reixac - Santa Maria;155;2.1669472;41.4811048
Antoni Pujades - Parc de Ca n'Oller;155;2.1716952;41.481637
Escola Mitja Costa;155;2.1746718;41.4826921
Estació Rodalies Montcada i Reixac - Santa Maria;155;2.16702;41.480902
Parc del Mitja Costa;155;2.1747453;41.4826575
Parc del Mitja Costa;155;2.1747555;41.4826269
Av Terra Nostra - Llorer;155;2.1710982;41.4824546
Av Terra Nostra - Llorer;155;2.1711086;41.4824256
Av. Terra Nostra - Alzina;155;2.1673357;41.4818482
Av. Terra Nostra - Alzina;155;2.1673467;41.4818065
Ctra. Nacional 150 - La Molina;155;2.1652425;41.4807973
Ctra. Nacional 150 - La Molina;155;2.1652919;41.4808408
Rtda. P.I. l'Ametlla Parc;340;2.2686405;41.6423244
Licorella;;1.678747;41.2087866
Ctra. La Sentiu sentit Poal;CF1;1.9731305;41.2873617
Ctra. La Sentiu sentit Poal;CF1;1.9732395;41.2874261
Av. de la Generalitat- Mil·lenari de Catalunya;416;2.2831562;41.6759922
Ctra. La Sentiu sentit Can Roca;CF1;1.9731499;41.287345
Ctra. La Sentiu sentit Can Roca;CF1;1.9732651;41.2874023
Pl. Joan XXIII;CF1;1.9812698;41.2858735
Pl. Colom - Manuel Girona;CF1;1.9837459;41.2846035
Pl. Colom - Manuel Girona;CF1;1.9838071;41.2846422
Instituts Les Marines - Sert;CF1;1.982048;41.2790185
Instituts Les Marines - Sert;CF1;1.9823265;41.2791229
Pg. Collet;CF1;1.9494156;41.2746786
Pg. Collet;CF1;1.9494481;41.2746614
Av. 302 - Av. Constitució;CF1 CF2;1.9741827;41.2756135
Av. 302 - Av. Constitució;CF1 CF2;1.9742186;41.2756459
Barri Les Botigues;CF2;1.9721878;41.2706548
Barri Les Botigues;CF2;1.9722175;41.2706188
Pg. Pitort - Av. del Mar;CF2;1.9702578;41.2696381
Pg. Pitort - Av. del Mar;CF2;1.9702767;41.2696189
Av. de la Platja;CF2;1.9693988;41.2671509
Av. de la Platja;CF2;1.9694613;41.2671493
Av. 311 - Av. 300;CF2;1.9703168;41.2800865
Av. 311 - Av. 300;CF2;1.9703661;41.2800599
;;-64.6753545;10.167261
;;-64.6700631;10.1671666
;;-64.6694469;10.1613023
Av. de la Platja;CF2;1.9693591;41.2669541
Av. de la Platja;CF2;1.9692861;41.2669488
Pg. Pitort - Ptge. Ferrocarril;CF2;1.9695705;41.2692551
Pg. Pitort - Ptge. Ferrocarril;CF2;1.9695364;41.2692807
Pg. Pitort - Corba;CF2;1.9720801;41.2706091
Pg. Pitort - Corba;CF2;1.9720564;41.2706451
Av. 311 - Av. 300;CF2;1.9702755;41.2800474
Av. 311 - Av. 300;CF2;1.9702134;41.2800945
Pl. Colom - Manuel Girona;CF1 CF2;1.9836893;41.2846435
Pl. Colom - Manuel Girona;CF1 CF2;1.9836459;41.2846055
Pl. Joan XXIII;CF1 CF2;1.9819401;41.2857373
Plaça Teresa Claramunt;CF1;1.9834676;41.2806794
Plaça Teresa Claramunt;CF1;1.9834256;41.2807168
Passeig del Ferrocarril;CF1;1.9858729;41.2817516
Castell;CF1;1.9758281;41.2849085
Castell;CF1;1.975834;41.2848733
;;-64.6697065;10.1450923
;;-64.6693954;10.1451293
;;-64.6696046;10.1440573
;;-64.6692935;10.1440362
;;-64.668403;10.136168
;;-64.6702671;10.1303592
;;-64.6698433;10.1302061
BTR terminal;;-64.6716395;10.1309109
BTR terminal;;-64.6714893;10.131064
;;-64.6799677;10.1357771
;;-64.6786642;10.1361362
;;-64.6782162;10.1362629
Parada d'autocars Passeig de Gràcia ALSA i PLANA;;2.1666655;41.3908768
Gran Via - Balmes;e22;2.1661783;41.387713
;;-64.6844043;10.1323093
;;-64.6843635;10.1317248
Estació Est;;2.0392479;41.5676009
Estació Est;;2.0393135;41.5675922
Terrassa Plaça;;2.0364018;41.564198
Terrassa Plaça;;2.0362892;41.5642041
;;-64.6882205;10.1373641
;;-64.6882982;10.137747
;;-64.6841445;10.1273756
;;-64.6839809;10.1272224
;;-64.6840077;10.1270297
;;-64.6788368;10.1362763
Santander - Cànem;60 B21 B24 N8;2.2048044;41.4308048
Santander - Cànem;60 B21 B24 N8;2.2047107;41.4308569
Estacio Rodalies Mataró (muntanya);L1561;2.4464071;41.534299
Estacio Rodalies Mataró (muntanya);L1561;2.446339;41.5343459
;;2.4544549;41.5451696
;;2.6236195;41.6048929
Carrer de Tarragona - Ordí;;1.7170558;41.2262737
Rda. St. Jordi - Tanatori;627;2.5772676;41.591738
Rda. St. Jordi - Tanatori;627;2.577323;41.5917224
Riera Gabarra - Els Comediants;627;2.5761326;41.5890358
Rda. St. Jordi - Tanatori;627;2.5773499;41.5913947
Plaça del Rei 8;;1.619833;41.577904
;;-64.6637996;10.1540544
;;-64.6636414;10.1507409
;;-64.6636146;10.1504874
;;1.9064844;41.5226051
Estació FGC Abrera;;1.9039122;41.5202655
;;1.8985907;41.5173937
;;1.9003743;41.5185826
;803 804 805 806;2.1696216;41.3904242
Tarragona - Pl. Espanya;109 D40 L94;2.1486013;41.3760576
Tarragona - Pl. Espanya;109 D40 L94;2.1486363;41.3760749
Camp Esportiu Pitort;L95;1.990193;41.2736445
Camp Esportiu Pitort;L95;1.9902207;41.2735988
Estació Rodalies (sentit T2/El Prat L.);L22 L78 PR1;2.0902773;41.3309398
CAP Ramona Via;X2 L22 PR5;2.1016057;41.328544
Metro Les Moreres;X2 L22 PR5;2.1020567;41.3284496
Metro Les Moreres;X2 L22 PR5;2.1020802;41.3284141
Insitut Guillem Catà;;1.842732;41.7317269
