properties.name;properties.route_ref;latitude;longitude
Llibertat - Forn de Vidre;;1.7285244;41.2201226
Rbla. J. Ventosa - Rbla. Pau;;1.7266215;41.2209931
Manuel Marquès - CAP Jaume I;;1.7250417;41.2226876
Pl. Soler i Gustems;;1.7269416;41.2233582
Unió - Providència;;1.7284607;41.2236841
Unió - Pda. Cinto;;1.7276649;41.2251344
Pl. Pou;;1.7271224;41.2270237
Raval de Santa Magdalena;;1.7283742;41.2290093
Av. Vilafranca - Escola Ginesta;;1.7276091;41.2320695
Pl. Sol;;1.7277087;41.2342653
València - Saragossa;;1.7270057;41.2358027
Av. Vilafranca;;1.7265358;41.2350988
;;1.7266824;41.2412989
Calç;;1.7245381;41.2419743
Pol. Ind. Marquès;;1.7240907;41.2440819
Pol. Ind. Masia d'en Notari (sud);;1.7195959;41.2477801
Coll d'en Ferran - Camí Ral;;1.7227029;41.2442201
Pol. Ind. Masia d'en Frederic;;1.7215432;41.2432679
Polígon Industrial Masia d'en Barreres;;1.7254746;41.2397171
Pl. Moixiganga;;1.7260439;41.229983
Pl. Casernes;;1.7251024;41.2283922
Sant Josep - Hospital;;1.722917;41.2286634
Tarragona - Pl. Cubilot;;1.7192871;41.2268496
Pare Garí - Pl. Fàbrica Nova;;1.7182777;41.2261821
Rbla. Salvador Samà - Jardí;;1.7219182;41.2242367
Rambla Salvador Samà - Escola Pompeu Fabra;;1.7232435;41.2221099
Parc Gumà i Ferran;;1.7250606;41.219192
Can Pahissa;;1.7274296;41.2197497
Balears - Pl. Marina;;1.7313087;41.2174597
Alexandre de Cabanyes - Rda. Mar Mediterrània;;1.7181193;41.213772
Pl. Consolat de Mar;;1.7217259;41.2153669
Av. Riu Foix - Margalló;;1.6919033;41.2284564
Avinguda de Somella - Ronda Amèrica;;1.6910365;41.217322
Av. Somella - Estaca;;1.6916261;41.220453
Av. Somella - Aixada;;1.6933302;41.2219495
Av. Torre del Vallès - Av. Somella;;1.694556;41.2235381
Av. Torre del Vallès - Vinyet;;1.6965887;41.2222544
Av. Torre del Vallès - Rosers;;1.6989184;41.2225001
Av. Torre del Vallès - Av. Sis Camins;;1.6979923;41.2221515
Rbla. Arnau de Vilanova - Escola Ítaca;;1.7045115;41.2225527
Rbla. Arnau de Vilanova - Av. Collada;;1.704663;41.2225982
Av. Torre del Vallès - Rda. Ibèrica;;1.7039226;41.2200656
Av. Torre del Vallès - Av. Aragai;;1.7067725;41.2167624
Av. Aragai - Rbla. Arnau de Vilanova;;1.7098376;41.2188457
Rda. Ibèrica - Lepant;;1.7140924;41.2261416
Josep Coroleu - Torre d'Enveja;;1.7157078;41.2259809
Plaça Xoriguer;;1.7186094;41.2232606
Rbla. Exposició - Ventosa i Roig;;1.7343749;41.2232946
Rbla. Sant Jordi - Escola Sant Jordi;;1.7310743;41.2273881
Rbla. Sant Jordi - Mare Isabel Ventosa;;1.7306327;41.2277425
Rbla. Sant Jordi - Rda. Ibèrica;;1.7298369;41.2301887
Rbla. Sant Jordi - Creu de Xirivia;;1.7296803;41.2299362
Rda. Ibèrica - CEM Parc del Garraf;;1.7321191;41.2309719
Rda. Ibèrica - CEM Parc del Garraf;;1.7325574;41.2308827
Rda. Ibèrica - Ronda Europa;;1.7355039;41.2315053
Tanatori;;1.7392627;41.2317797
Rda. Ibèrica - Guillem Rovirosa;;1.7384458;41.2326364
Pare Garí - Avinguda de Cubelles;;1.7227935;41.2207277
Torre d'Enveja - Bruc;;1.7151136;41.2253498
Torre de l'Enveja - Ermita de St. Joan;;1.713625;41.2242451
Agricultura - Aixada;;1.6921483;41.2225993
Agricultura - Estaca;;1.6876919;41.220957
Plaça Manel Reventós;;1.7900615;41.4226673
Plaça Manel Reventós;;1.7904388;41.4226765
Pl. Era d'en Guineu;;1.788383;41.4238832
Carrer Marc Mir;;1.7900261;41.4242397
Plaça del Pont Romà;;1.7903198;41.4257846
Plaça del Pont Romà;;1.7900021;41.4254598
C. Barcelona;;1.7837771;41.4265968
La Triola;;1.786296;41.4303718
Vilanarnau - Centre Cívic;;1.7827604;41.4335417
Vilarnau - C. Ginesta;;1.7846829;41.4335561
Gat Cendrer;;1.7845732;41.4308642
Parc Lluís Companys;;1.783231;41.4298432
les Solanes;;1.7802323;41.4270576
Ctra. Sant Quintí;;1.7813808;41.4252737
Carrer E - C;;2.0013112;41.4036171
Carrer D;;1.9976225;41.4026574
Molí dels Frares 2;;2.0016749;41.4033831
Carrer C - D;;1.998554;41.4026852
Hospital;;1.7049705;41.3559704
Baltà de Cela / Gelida;;1.7022883;41.3535755
La Granada / Espirall;;1.7014397;41.3519754
La Granada / Mas i Jornet;;1.7037093;41.3508579
Igualada / General Zurbano;;1.7035082;41.3486641
Santa Clara / Muralla de Sant Magí;;1.7014401;41.3463656
Santa Digna / Amàlia Soler;;1.7018308;41.3449088
Rbla. La Giralda / Josep Tarradelles;;1.7017601;41.3393672
Rbla. Giralda;;1.7017554;41.3371464
Lluís Companys / Rbla. Giralda;;1.7022373;41.3385364
Residència Mare Ràfols;;1.7072041;41.3357933
Av. Vilanova (Resid. Mare Ràfols: Ricard Fortuny);;1.7048966;41.3395322
General Vallès / Doctor Fleming;;1.704209;41.3411038
Melió / Mare Ràfols;;1.7040123;41.3420044
Bisbe Estadella / Melió;;1.7068637;41.3451167
Santa Digna / Camp Rolls;;1.7018832;41.3433057
Cal Bolet / Migdia;;1.7000241;41.3440593
Av. Tarragona / Vidal;;1.6979904;41.3439845
Av. Tarragona / Verdaguer;;1.6957843;41.3423434
Tossa de Mar / Mestre Recasens;;1.6955736;41.3415652
Moja / Amàlia Soler;;1.6948597;41.3399651
Francesc Macià (Mercat de Sant Salvador);;1.6934042;41.3418759
Eugeni d'Ors / St. Antoni Maria Claret;;1.6924996;41.3439085
Eugeni d'Ors / Sant Fèlix - Av. Catalunya;;1.6937554;41.3461826
Av. Pla del Diable / Av. Catalunya;;1.6901882;41.3479309
Sant Jordi / Torrelles de Foix;;1.6943188;41.3494639
Escorxador / Peguera;;1.6970437;41.3492074
Escorxador / Pl. Verema;;1.6980829;41.3497299
A. Mestres Jané / Baldomer Lostau;;1.6995017;41.3501771
Pl. Pedró (Cementiri);;1.7010918;41.3513484
Espirall / Ptge. Lluís Mata;;1.7029096;41.3528197
Guardiola (Cementiri);;1.7009874;41.3524211
;;1.6991354;41.3494602
Beneficiència (Casal de la Gent Gran);;1.6974744;41.3483823
;;1.6930502;41.3486703
Complex Aquàtic - Av. Catalunya;;1.6847873;41.3480726
Zona Esportiva;;1.6867989;41.3486402
Av. Catalunya (Fassina);;1.688924;41.3489405
Pere el Gran / Jaume Balmes;;1.6940095;41.3425098
Parc Sant Salvador;;1.693797;41.3411271
Moja / Ramon Freixes;;1.6952821;41.3392982
Ignasi Iglesias / Montblanc;;1.6964466;41.3390752
Amàia Soler / Bisbe Morgades;;1.698468;41.3421333
Amàlia Soler / Can Bolet;;1.7008732;41.343463
Pl. de l'Estació (Estació de Rodalies);;1.7030896;41.3449216
C. Cid / C. Igualada;;1.7011565;41.3460451
Pl. Manuel Milà i Fontanals;;1.7014004;41.3485418
Igualada / la Granada;;1.7044699;41.3497594
Sant Sadurní d'Anoia / Mas i Jornet;;1.704267;41.3514792
Mas d'en Serra (av. Montseny 44-51);;1.7555244;41.2271903
Av. Mas d'en Serra - C. Puigsacalm;;1.7594942;41.2302522
Mas d'en Serra (La Vaqueta);;1.7659269;41.2375134
Càmping El Garrofer (Rocamar);;1.7810545;41.2340612
Càmping Sitges (ctra C-246a PK. 38,5);;1.7850996;41.2323226
Pg. Vilanova - Joaquín Miró (El Vinyet);;1.790383;41.2331875
Pg. Vilanova - Sant Josep;;1.8060373;41.2379459
Les Roquetes (av. Miguel Servet - ajuntament);;1.7476848;41.2272853
Santa Maria (Pg. Salzes);;1.6796107;41.2175252
Carrer Terme - Carrer Magnòlies (Santa Maria);;1.6787604;41.2147543
Prat de Vilanova - Gavines 13;;1.6854081;41.2051062
CAPI Baix a Mar;;1.7271597;41.2156698
BV-2115 Cal Perretet;;1.6340471;41.2625734
Estació Rodalies - andana 3;PR4;2.0907358;41.3311577
Estació Rodalies - andana 1;PR2 PR3 N19;2.0904702;41.3309891
Estació RENFE - Andana 2;21;2.0905974;41.33105
av. Eduard Toldrà - Carrefour;;1.7337984;41.2259156
Avinguda de la Terrosa;;1.7404142;41.2263677
Miquel Servet amb Magallanes (Les Roquetes);;1.7431972;41.2270307
Pachà (Vallpineda);;1.8014983;41.2452004
Pg. Fondac (Vallpineda);;1.7969247;41.2440048
Carretera de Sitges amb Carrer Santa Bàrbara (Vallpineda);;1.7932672;41.2448621
c. Cards 68;;1.7767463;41.2599467
urb. Can Roca (c. Nicaragua - c. Sant Joan);;1.7499597;41.2826789
Urb. Vora Sitges;;1.741971;41.2870022
Canyelles - C-15z PK.6;;1.723399;41.2817662
Canyelles - Can Navalet (c. Nou);;1.7237785;41.2853468
Viladellops;;1.7368094;41.3058725
Olèrdola - Av. Catalunya (Ajuntament);;1.7213361;41.321369
av. Mediterrània - c. Bühl;;1.7037675;41.339379
Masia d'en Notari;;1.7202752;41.2465075
Masia d'en Barreres;;1.7285793;41.2406641
Masia d'en Barreres;;1.7285155;41.2406403
Rbla. Exposició 103;;1.7362173;41.2238483
;;2.0291924;41.8808778
Pl. Adarró;;1.7149287;41.2117417
Països Catalans;;2.0280188;41.5585044
Santa Marta;;2.0307732;41.5583066
Països Catalans;;2.0289649;41.5587447
Vilanova i la Geltrú (Estació);;1.7302657;41.2206436
Pont del Lledoner - Riu Essera;;1.8740731;41.387551
Riu Anoia;;1.8840865;41.3882765
Ctra. Alta de Roquetes - Castell;182;2.1747769;41.4506817
Miquel Servet - Baldomer Solà;B27 N9;2.2396751;41.4465884
Camp de futbol La Barruana;SV3 ESC;2.0038798;41.3850093
Ctra. del Prat - Pl. Europa;L81 L86;2.0470594;41.3349197
Ctra. del Prat - Les Salines;L81 L86;2.047938;41.3352011
Carrer Masia de Can Coll - Baixada del Camp de Futbol;;2.007241;41.3876869
Pl. de Can Guitart Vell;L4 CB1;1.9709119;41.3925422
c. del Bosc - c. Canigó;MB3;2.0401578;41.4280816
Av Anselm Clavé - Les Moreres;65 X2 L20 L22 L78 N17;2.1008791;41.3340668
Estació FGC Capellades;;1.6951049;41.5214631
Av. del Parc - Magallanes;;2.2123012;41.5456456
Av. del Parc;;2.2108819;41.5471964
Pl. Josep Tarradellas;;2.2160054;41.544931
Camp de futbol La Guàrdia;SV1;2.0041131;41.3902622
Orense - Les Palmes;SV1;1.9980627;41.3915077
Carrer C - D;;1.9985164;41.4027241
C-17 - Bifurcació N-150;;2.1783399;41.4683465
Camí dels Monjos;;2.0366158;41.5809862
Sastre;231;2.1021532;41.5509494
Av. Lourdes - Parc Rafael Alberti;;2.2213182;41.5539693
Av. Onze Setembre - Mogoda;;2.1946289;41.5162853
Av. Onze Setembre - Ajuntament La Llagosta;;2.1931049;41.5134666
C-17 - Asland;;2.1858056;41.4771099
C-17 - Plaça de Águilas;;2.1840054;41.4907255
C-17 - sota Pont C-33;;2.1846112;41.4835149
N-152a - Freser - La Moreneta;;2.1877581;41.5039889
Pla de Matabous - Segre - Mossos d'Esquadra;;2.1849803;41.4965008
N-152a - Mig - P. I. Pla d'en Coll;;2.1899767;41.5080708
Av. de Burgos - Parc de Can Mulà;;2.2111374;41.5372397
Av.de Burgos - Joan Maragall;;2.2080259;41.5331014
N-152a - Cadaqués;;2.1950899;41.5176683
N-152a - Solsona;;2.1969197;41.5211177
Av. Antoni Gaudí - CAP Can Pantiquet;;2.2201813;41.5474012
Av. Antoni Gaudí - CAP Can Pantiquet;;2.2205822;41.54769
Av. Antoni Gaudí - Enric Morera;376;2.2173787;41.5445628
Av. Jaume I;;2.2141858;41.5413776
Av. de Catalunya - Avinguda Estació;345;2.2271226;41.5573144
Passeig de Ronda - Gustavo Adolfo Becquer;345;2.2226307;41.5560202
Anselm Clavé - Països Catalans;;2.240707;41.6037448
Anselm Clavé - Països Catalans;;2.2405928;41.6044174
Av. de Catalunya - Av. Cantallops;;2.2365851;41.5799159
Av. de Catalunya - Dos de Maig;345 370;2.2281522;41.5615268
Av. de Catalunya - Plaça de la Villa;;2.235203;41.5739794
Av. de Montserrat - Casetes;;2.2427306;41.5956288
C-155 - Entrada P. I. Can Coll;;2.2387869;41.5848956
C-155 - Entrada P. I. Can Coll;;2.2387725;41.5850948
Avinguda Central de Sant Antoni / Bon Punt;;2.0006307;41.3831328
;;2.1168241;41.5447539
Passeig de Ronda - Sant Jaume;345;2.2225702;41.5560804
Av. Jaume I;;2.2137311;41.5407828
Av.de Burgos - Joan Maragall;;2.2082563;41.5335162
Av. de Burgos - Parc de Can Mulà;;2.2110336;41.5371859
Avinguda de Catalunya - Pedra del Diable;345;2.2299149;41.5665978
Av. Catalunya - Pedra del Diable;345;2.2303791;41.5671707
Av. del Parc Via de ronda;;2.2137882;41.5447222
Anselm Clavé - Av Catalunya;96;2.1837944;41.4919751
Av. Catalunya - Sant Ramon;;2.184354;41.4977289
Av. Onze Setembre - Joaquim Blume;;2.1942745;41.5162802
Av. de Catalunya - Plaça de la Villa;;2.2346893;41.5728086
Avinguda Catalunya - Sol;;2.1820831;41.4935596
C-17 - Asland;;2.1840479;41.4760362
C-17 - Asland;;2.1840249;41.4760643
C-17 - Bifurcació N-150;;2.177801;41.4679911
C-17 - sota Pont C-33;;2.1844933;41.4833277
N-152a - Dotze - Benzinera;;2.1960996;41.519608
N-152a - P. I. Can Milans;;2.1898763;41.5079675
Meridiana - Escòcia;62 96 N3;2.1837217;41.4291924
Meridiana - Parc de Can Dragó;62 96 97 104 N3;2.1841335;41.4361935
Av. Rívoli - Borrell;;2.2065352;41.5462687
Av. Rívoli - CAP Plana Lledó;;2.209017;41.5467572
Av. Rívoli - Francesc Layret;345;2.2038963;41.5456428
Av. Rívoli - Francesc Layret;345;2.2038796;41.5456853
Av. Rívoli - Gallecs;;2.2086917;41.546777
Rda. dels Pinetos - Hospital de Mollet;345;2.2015061;41.5424512
Hospital - Rda. dels Pinetos;345;2.2016095;41.5425939
Ronda dels Pinetons - Rtda.del Rellotge;345;2.2019178;41.5376792
Ronda dels Pinetons - Rtda. Rellotge;345;2.2023747;41.5377164
Estació de França;;2.2179488;41.5340008
Hospital de Mollet;;2.2022505;41.5427925
Lluis Millet - Can Pantiquet;;2.2210151;41.5469797
Parc de les Pruneres;;2.2166656;41.5378725
Pl. Joan Abellò;;2.212417;41.5369933
Parc dels Colors;;2.2053503;41.5431999
C-155 - Lleida - P. I. El Pla;;2.251147;41.587317
Av. d'Enric Prat de la Riba - P. I. Jordi Camp;;2.2764152;41.6005515
Av. d'Enric Prat de la Riba - Sant Jaume;;2.2857692;41.6029402
C-155 - Segrià - P. I. El Pla;;2.2573934;41.5885628
Estació d'Autobusos de Granollers;;2.2911124;41.606484
N-152a - P. I. Coll de la Manya;;2.266507;41.5948029
N-152a - P. I. Font del Radium;;2.266537;41.5949318
Av. d'Enric Prat de la Riba - Roger de Flor;;2.2838714;41.6025951
C-59 - Torre Marimon;231;2.1770423;41.6168946
Av. de Catalunya - Can Cortès;231;2.1804117;41.5843804
Av. Catalunya - Folch i Torres;231;2.1804188;41.5946802
Av. de Catalunya - Dalt;231;2.1805832;41.5952961
C-59 - Restaurant Bosc Gran;;2.179676;41.6068726
Av. Rívoli - Jaume Coll;;2.2066501;41.5462024
C-59 - La Caranaisa;;2.1934705;41.5358558
C-59 - Masia Julià;;2.1848464;41.5631742
C-59 - Masia Julià;;2.1848035;41.5633207
C-59 - P.I. Can Bernades - Subirá - UrvasaUrvasa;;2.1857338;41.5548975
Montsià - Berguedà - P. I. Urvasa;;2.1851472;41.5550489
C-59 - Urbanització Can Valls;;2.178527;41.6145937
avinguda de Badalona;;2.2129863;41.5335486
avinguda de Badalona;;2.2128571;41.5335832
avinguda de Badalona;;2.2104589;41.534251
Barcelona - Rec del Molí;;2.2244293;41.5286788
Barcelona - Rec del Molí;;2.2242513;41.5288019
Sant Martí - Mogent;;2.2269678;41.5296858
Av. de Can Prat;;2.2257985;41.5413672
Av. de Can Prat;;2.2266857;41.5421571
avinguda de Badalona;;2.2159755;41.5307794
Can Fenosa - La Verneda;;2.2331778;41.5385127
F. W. Setürner;;2.2243614;41.5485458
Facundo Bacardí - Can Magarola;;2.228051;41.5502107
Facundo Bacardí - Can Magarola;;2.2278356;41.550551
Facundo Bacardí - Rec de Dalt;;2.2266961;41.5491562
Facundo Bacardí - Rec de Dalt;;2.2268138;41.5493001
Octave Lacante - Can Magarola;;2.2303743;41.5498002
Octave Lacante - Claudi Arañó;;2.2320443;41.5532278
Octave Lacante - Rotonda Congost;;2.2323121;41.554351
Rotonda La Vinyota;;2.2209439;41.5449934
Sant Martí - Can Fenosa;;2.2355149;41.5367098
Sant Martí - Carrerada;;2.2335565;41.5350352
Sant Martí - Gorg;;2.2286317;41.5309919
Sant Martí - Presseguerar;;2.2302904;41.5323461
Sant Martí;;2.2312151;41.533104
Carrerada - La Verneda;;2.2304658;41.536596
Alvarez de Castro - Santa Perpetua;;2.2038434;41.5423792
Berenguer III - Anselm Clavé;;2.2138334;41.5374711
Berenguer III - Museu Abelló;;2.2162515;41.5356781
Ca N'Arimon;;2.2066735;41.5415119
Can Pantiquet - Enric Morera;;2.218024;41.5440457
Can Pantiquet - Parc - Lluis Companys;;2.2193316;41.5453334
Estació del Nord - Santa Rosa;;2.2063121;41.5365491
Joan Maragall;;2.2066725;41.5352024
Joaquim Mir - CAP Can Pantiquet;;2.2195783;41.5479668
Joaquim Mir - Can Flequer;;2.2181537;41.5465692
Onze Setembre;;2.2087955;41.5346809
Pl. Voluntaris Olímpics i Paralímpics;;2.2193258;41.5427893
Rbla. Pompeu Fabra - Sol;;2.2184267;41.5400497
Rotonda Av. 3 - N-152;;2.1943219;41.5168488
UAB - CC. Educació - FTI;;2.1055733;41.5056117
UAB - Ciències i Biociències;;2.1099847;41.5027661
UAB - FGC - Eix Central;;2.1031369;41.5037984
UAB - FGC - Eix Central;;2.1032022;41.5038443
UAB - Lletres i Psicologia;;2.1081912;41.5039188
UAB - Medicina;;2.1047332;41.4989957
UAB - Medicina;;2.1043128;41.4993636
UAB - Vila Nord;;2.0967693;41.5002497
UAB - Vila Nord;;2.0969848;41.5002952
Av. 3 nº 24;;2.1931164;41.5226923
Av. 3 nº 24;;2.192978;41.5231967
Av. Mossen Cinto Verdaguer - Berenguer Entença;345;2.1870334;41.5325535
Av. Mossen Cinto Verdaguer - Berenguer Entença;345;2.1871637;41.53267
Santiga - Martí Costa;345;2.1796437;41.5368727
St. Isidre - Av. Sabadell - CEIP Santiga;345;2.174888;41.5342094
Anselm Clavé - La Xica;;2.2442634;41.5247625
Anselm Clavé - Sol;;2.2420769;41.5257346
Av. Piera - Masia Carrancà;;2.22765;41.5274346
Av. Piera - Masia Carrancà;;2.2280335;41.5274799
Av. Piera - Montseny;;2.2408927;41.5277502
Av. Piera - Montseny;;2.2411023;41.5277601
Av. Piera - Muntanyeta;;2.2334731;41.5273108
Can Girona;;2.2473053;41.5242137
Girona - Can Sunyer;;2.2372393;41.5247451
Plaça de Matons;;2.2539469;41.5193295
CAP Ramona Via;X2 L22 PR5;2.1016302;41.3285107
Carretera de Vallvidrera / Can Balasch;;2.083928;41.430391
Ronda Sud - Av. Remolar;PR2 PR3;2.0922354;41.316258
Lluís Companys 23-25;;2.382742;41.5041875
Ronda Vilassar;;2.3841059;41.4989044
Lluís Companys 23-25;;2.3829348;41.5040588
Castillejos;;2.3870121;41.5060315
museu de la Marina;;2.3903219;41.5076264
Av.Arquitecte E.Farres;;2.3944927;41.5097555
Pl. de la Vila;L22 L78 PR1 PR2 PR3 N19;2.0931614;41.3306707
Pl.de Catalunya - Rambla Catalunya;24 N6 N7 N8 N12 N13 N15 N20 N28;2.1689104;41.3875316
Pl. Catalunya - Pg. de Gràcia;D50 H16 55 N1 N2 N28;2.1694632;41.3877394
Via Augusta - Pau Alcover;68 V7 N7;2.1258299;41.3984128
Via Augusta - Els Vergós;68 V7 N7;2.1254291;41.3985786
;;2.1837929;41.4293491
Selva - Pl Volateria;65;2.0738381;41.318414
;;1.6939727;41.5079996
Aeroport T1 (sentit Gavà);L77;2.0728791;41.2879768
Av Torrent - Pl Jacinto Benavente;EP1;2.1002203;41.3759973
Progrés - Güell i Ferrer;;2.2428786;41.4435454
;;1.6933792;41.5044428
Balsareny;;1.8738578;41.8617977
Balsareny;L0393;1.8739922;41.861871
;;2.2298531;41.8514353
;;2.2273836;41.850232
;;2.2313829;41.8485962
Dr. Bayés (Ristol);406 441;2.2287409;41.853823
Dr. Bayés - St. Antoni;406 441;2.2302026;41.8577552
;;2.2309013;41.8592034
La Campana;46 65 79 109 165 L70 L72 L80 L86 L94 L95 CJ H12 H16 E95 E81 E86 E70 E80 X2 N1 N13 N15 N16 N17 N18 N20 902a;2.1391996;41.367552
Sorli;;2.5144782;41.5647243
C. Daurada / C. Brava;;2.5179266;41.5659086
Montaltparc - Costa Brava;;2.5191316;41.5663789
Sot del Camp;;2.5150494;41.5694924
La Creueta;651;2.5418093;41.6184241
Maians - Rotonda;;1.6900126;41.6333662
Metro La Salut;;2.2247415;41.442545
;;1.8179873;42.2031639
;;1.8534737;42.1845587
;;2.1142434;41.5090164
Pla de Palau - Pl Pau Vila;47 59 D20 V15 V19 N0 N6 N8 N12 N28;2.1849395;41.3825594
Plaça de les Tereses;;2.4423857;41.5386888
L'Era del Ros;449;2.2947163;42.0739962
Hospital de Sant Antoni Abat;;1.7219164;41.2296516
Hospital de Sant Antoni Abat;;1.7218411;41.2296923
Plaça Granollers;;2.4361732;41.5404747
Plaça Tetuan - Gran Via;N2 N3 N7 N9 N82;2.1762004;41.3949049
Gran Via - Roger de Flor;6 7 H12 N2 N3 N7;2.176881;41.3961813
;;2.1762742;41.3952203
Porta Laietana - Tecnocampus;;2.4358538;41.530414
Rda. Alfons XII / C. de Biada;;2.4367481;41.5370927
Institut Illa dels Banyols;65 N17 N19;2.1020424;41.331075
Floridablanca;;2.4524703;41.5408521
La Riera;;2.4436376;41.5420974
Plaça Fiveller;;2.4504494;41.542558
Sant Joan;;2.4477548;41.5384644
Estació Rodalies Mataró;N82 N83;2.445811;41.5338672
Lepant;;2.4441377;41.5358913
La Rambla;;2.4437885;41.5367556
Sant Joan;;2.4477441;41.5384869
La Riera;;2.4435981;41.5420809
Plaça Fiveller;;2.4504686;41.542537
Parc Central;;2.4416614;41.5445855
Estació Rodalies (sentit T2/El Prat L.);L22 L78 PR1;2.0903361;41.3309402
Biblioteca Pompeu Fabra;;2.4330815;41.5386955
Galicia;;2.4269398;41.5468187
Estació d'Autobusos;;1.8315777;41.7317597
U.P.C;;1.8287295;41.7366308
Manso - Viladomat;13;2.1603113;41.3764709
Parada Sagales;;2.1245499;41.7492251
Ctra. de Cirera / C. Càceres;;2.433114;41.5508149
Pg. Ramon Berenguer, 130;;2.426948;41.5389121
Pg. Ramon Berenguer, 130;;2.4270044;41.538874
Ctra. de Cirera / C. Càceres;;2.4331402;41.5508826
Parada de Bus;;2.0265888;42.0065069
;;2.0263938;42.0069162
Av. Pau Casals - Cal Xiquet;476;2.0312716;42.0096729
Av República Argentina - Vallcarca;V17 22 N4;2.1446199;41.4114442
Ronda de Frederic Mistral;;2.4381062;41.5490789
Riera de Figuera Major;;2.4405782;41.550253
Ginjoler;;1.82273;41.7306942
Estació;;2.356631;41.6369441
Centre Cultural;;2.3608115;41.6372139
;;2.3608348;41.6372346
;;1.9019233;41.5170531
Comerç;;2.1081398;41.5293199
Girona;;2.112201;41.5304315
Estació Sud;;2.1056714;41.5286166
Passeig de Vilafranca (Can Robert);;1.8063162;41.2399714
Parc de Can Guardiola;VB1;1.9957852;41.3137578
Vallcibera - Pl Roja de Ciutat Meridiana;180;2.1795109;41.4615784
Urbanització Cesalpina;L76;1.9980437;41.361956
Av. Comte Ramon Berenguer - Pompeu Fabra;L76;2.0002256;41.3616116
Av. Comte Ramon Berenguer núm. 176;L76;1.9998469;41.361763
Av. Comte Ramon Berenguer - Fortuny;L76;2.0017778;41.360388
Av. Comte Ramon Berenguer - Pau Picasso;L76;2.0014197;41.3599743
Av. Comte Ramon Berenguer - Dalí;L76;2.0036475;41.3594556
Av. Comte Ramon Berenguer - del Llobregat;L76;2.0037842;41.3588057
Av. Comte Ramon Berenguer núm. 67;L76;2.0067582;41.3582206
Av. Comte Ramon Berenguer - Esteve Terrades;L76;2.0070672;41.3586473
Av. Comte Ramon Berenguer - Pl. Benet Barcelona;L76;2.0053866;41.3593506
Jardí Font del Murrí;L76;2.0089771;41.3618752
Av. Comte Ramon Berenguer - Picasso;L76;2.0056354;41.3596681
Av. Comte Ramon Berenguer - J. Bardina;L76;2.0051233;41.361436
Jardí Font del Murrí;L76;2.0091562;41.3616872
Institut Montpedrós;L76;2.0126771;41.3649053
Institut Montpedrós;L76;2.0125799;41.3652175
Sant Roc - Esquirol;L76;2.012836;41.366322
Sant Roc - del Bosc;L76;2.0134417;41.3665449
Pl. Constitució;L76;2.0157419;41.3674589
Lluís Pascual Roca - Baixada Can Calders;L76;2.0156607;41.3667792
Biblioteca Pilarín Bayés;L76;2.017265;41.3686551
Cementiri Municipal;L76;2.0211903;41.3683543
Pl. del Pi Tallat;L76;2.0182559;41.3673888
Av. Baix Llobregat - Joan XXIII;L76;2.0202426;41.3673331
Indústria - Av. Santa Coloma;L76;2.0233355;41.3682787
Indústria - Av. Sta. Coloma;L76;2.0233341;41.3682515
Bus;;2.0224991;41.3685945
Can Julià - Club esportiu E. Güell;L76;2.0260576;41.3646749
Can Julià - CEIP Colònia Güell;L76;2.0260778;41.3645899
Pl. 11 de Setembre (Calldetenes);;2.2841443;41.9248998
Ptge. Adoberies (Calldetenes);;2.2856555;41.9270288
BUS;;2.2842343;41.9253731
;;2.2887056;41.9271816
C. Blanqueig (Calldetenes);;2.2876511;41.9276846
Passeig Canigó (Calldetenes);;2.2838568;41.9282786
Av. Verge de la Mercè (Calldetenes);;2.2816389;41.9274152
Quatre Estacions;;2.2784495;41.9267961
Canudas - Muntades;65;2.0756392;41.3169115
Sant Joan de Déu;;1.8392183;41.7196617
Pl del Complex Funerari, direcció Barcelona;102 103 104;2.1560266;41.4702322
Metro Llefià;B3, B23, B24, N2;2.2170847;41.4408313
Metro Llefià;B3, B23, B24, N2;2.2170868;41.4409298
Clínica de Vic;;2.256842;41.934362
IES Vic;;2.2589292;41.935028
CEIP Guillem de Montrodon;;2.2641538;41.9361072
Hospital General;;2.2606016;41.9365748
Ctra. De Roda;;2.2615545;41.9335271
CAP Osona;;2.2603383;41.9314061
Carrer Sant Segimon;;2.261076;41.9295427
Rambla Passeig;;2.2579142;41.9298508
Pl. Santa Clara;;2.2554247;41.9310557
Rbla. Davallades;;2.2532617;41.9310321
Carrer Verdaguer;;2.2519998;41.930597
Pl. Estació;;2.2496911;41.9309976
Estació d'Autobusos de Vic L4;;2.2489323;41.9322268
Vic Estació d'autobusos;L0547 432 433;2.2489215;41.9324409
Avinguda Països Catalans/Carrer de les Flors;;2.2488587;41.927535
Can Segalés;;2.2484201;41.9242791
Pont del Blanqueig;;2.2488927;41.9245097
Can Carballo;;2.2335724;41.9213036
Pl. de l'Església;;2.227967;41.9136514
CEIP La Guixa;;2.2294484;41.9125711
Universitat;;2.2478665;41.9339797
IES J. Callís;;2.2422803;41.9334708
Avinguda Olímpia;;2.2399332;41.9332407
CEIP Andersen;;2.2348116;41.9332479
Mas Osona (Zona Esportiva);432;2.2383925;41.9358941
El Soler (Gurb);432;2.2387691;41.9399361
Carrer Sant Jordi (Gurb);;2.2423079;41.9410056
Amistat (Gurb);432;2.2397646;41.9460839
